content,clean_final,pred_topic
if u're new player and low spender this game will really hard to catch up cuz the meta in this game is insane and worst why is hsr dev never learn byee,u new player low spender really hard catch cuz meta insane worst hsr dev never learn byee,1
i hope older characters can be functional again for current content,hope older characters functional current content,1
Hoyoverse tolong kasih fitur hapus voice kayak di genshin <3 banner,fitur hapus voice genshin banner,10
"makin lama event memory of chaos, pure fiction dan event sejenisnya susah banget untuk karakter tanpa konselasi dan lightcone sendiri alhasil seperti game pay to win. beri event tambahan untuk player yang sudah menyelesaikan semua misi dan tolong beri fitur hapus resource file lama yang tak terpakai.",event memory chaos pure fiction event jenis susah karakter konselasi lightcone alhasil pay win event tambah player selesai misi fitur hapus resource file pakai,0
Bagus dan game baik update,update,5
"game nya seru cuy apa lagi kedatangan karakter baru castorice jadi makin seru mainn nyaaa , tingkatkan lagi yaa mihoyo ditunggu update patch selanjutnya dan selamat atas 2TH anniversary untuk Honkai Star Rail",cuy datang karakter castorice mainn nyaaa tingkat yaa mihoyo tunggu update patch selamat th anniversary honkai star rail,-1
"game seseru ini kok di serang b1, hadeehh",seru serang b hadeehh,15
"Game ini sangat bagus dan menyenangkan, juga saya sangat suka game rpg",senang suka rpg,11
Awesome 👍👏 update,awesome update,-1
"DC mulu gamenya, optimasinya kurang maksimal padahal update mulu update",dc mulu optimasinya maksimal update mulu update,-1
"Lebih enak dari gensin, ramah ping & fps. Gacha lebih gacor 😋",enak gensin ramah ping fps gacha gacor,-1
Yg gak bisa masuk karena hp elu kentang dasar miskin beli baru sana wkwk jelas jelas tanggal 26 baru bisa masuk udah miskin gak bisa baca lagi chuaks,masuk hp elu kentang dasar miskin beli wkwk tanggal masuk miskin baca chuaks,-1
"Mantepp,tolong untuk hp spek menengah ke bawah di lancarkan yaa makasihh.dan satu lagi masalah yang saya alami yaitu kenapa kalo setiap saya login error tolong dong di perbaiki depelover setiap buka game selalu force close.. turn-based",mantepp hp spek tengah lancar yaa makasihh alami login error baik depelover buka force close turn based,-1
"BAGUSSS BANGETT!! (hoyo, beri aku kafka pls.)",bagusss bangett hoyo kafka,15
game baik 👍👍👍 turn-based,turn based,16
Sangat membosankan saya tidak tau bagaimana cara masuk kedalam game saya beri bintang 1 dulu minimal kasih tau bagaimana cara masuknya,bosan tau masuk dalam bintang minimal tau masuk,-1
"hati hati penyakit powercreep gila, seele katanya cuma jadi npc",hati hati sakit powercreep gila seele npc,8
Best game ever,ever,-1
Minimal klarifikasi lah untuk drama yang sedang terjadi sekarang,minimal klarifikasi drama,-1
"Game nya udah bagus, cuman selalu ada yang namanya Powercreep.But it's okay, karena gameplay yang terlalu mudah juga bisa membuat para player bosan. Event juga sudah lancar. Tapi saya harap game ini terus berkembang, asalkan Event lebih diperbanyak saja. Untuk developer semangat, dan terus pertahan kan terus bansos nya. Sekian terimakasih 🙏",cuman nama powercreep okay mudah player bosan event lancar harap kembang event banyak developer tahan bansos sekian,-1
penyakit powercreep gila,sakit powercreep gila,8
Game bagus! Per bagus lagi plissssss... gacha,plissssss gacha,-1
kasih chat global dev biar rame makasih sukses terus hoyoverse,chat global dev biar ramai sukses,-1
hoyo please give me another mommy character and my bro life is yours 8/10,hoyo give another mommy character bro life,1
To much useless story lag,much useless story lag,1
keep fighting 🔥🔥,keep fighting,-1
"please fix powercreep issue. also increase the event reward/increase win rate for rateup banner. you made the endgame content hard to clear without new character, but i always lose my 50/50. its so hard for me to keep up even with supply pass.",fix powercreep issue also increase event reward increase win rate rateup banner made endgame content hard clear without new character always lose hard keep even supply pass,1
"Semua nya udah bagus, tapi tolong dong tambahin fitur Chang'e birtday nya, soalnya kemaren aku kepencet birtday nya, makasih",tambah fitur chang e birtday kemaren pencet birtday,-1
Game turn base yang tidak membosankan menurut saya,turn base bosan,16
"frame drops at the starting area on low graphics preset 60 fps on a snapdragon 778g device which shouldnt be happening, my device is more than capable to run almost any games on high graphics 60 fps. Please optimize the performance some more. Anyway the game still looks good even on low graphics, props to mihoyo for that but please make the game runs smoother on low preset, i dont mind playing it on low graphics preset as it looks superb on low graphics.",frame drops starting area low graphics preset fps snapdragon device shouldnt happening device capable run almost games high graphics fps optimize performance anyway still looks even low graphics props mihoyo runs smoother low preset dont mind playing low graphics preset looks superb low graphics,1
apapun untuk castoris pls win castoris,apa castoris win castoris,3
"gacha hard pity , why ?",gacha hard pity,3
Kenapa dunia nya jadi putih semua pas gw mau nyeting grafik,dunia putih nyeting grafik,-1
Error,error,-1
"70 masi gk dapet? pelit bed, niat nya nyuruh topup kah? Karna ngeliat player berusaha dapetin karakter yg dia mau makanya gk di bagi agar player topup, gitu kan, mending uninstall pity",mas pelit bed niat nyuruh topup kah karna ngeliat player usaha karakter player topup gitu mending uninstall pity,-1
"Saya dari dulu suka sekali game buatan Mihoyo dari mulai Honkai Impact 3rd Gensgin Impact, semuanya bagus mungkin dari ketiga game ini memiliki masalah yang sama yap, masalah ukuran yang tidak bersahabat di kalangan Mobile Player (mungkin untuk saat ini Honkai star rail memiliki Ukuran yang kecil, tapi nanti?) Dan ada beberapa masalah yg ingin saya curhat kan. Entah mengapa Farming EXP Chara ini begitu sulit bukan musuhnya, tapi dari jumblah EXP Chara tersebut terlalu sedikit dan membuang waktu. lag",suka buat mihoyo honkai impact rd gensgin impact tiga milik yap ukur sahabat kalang mobile player honkai star rail milik ukur curhat farming exp chara sulit musuh jumblah exp chara buang lag,-1
"Mantab, gameplay yang seru,story yang menarik saya suka game ini. Game yang sangat baik dan tidak kikir😁 banner",mantab story tarik suka kikir banner,-1
Menangin gw rate off mihoyo😭,menangin rate mihoyo,-1
Game yang di keluarkan selalu bagus 👍👍,keluar,-1
Ga bs login asu. Error mulu.,bs login asu error mulu,2
HEhEheHAA,hehehehaa,4
Bagus bangettttttt. Jadi pengen ngising pity,bangettttttt ken ngising pity,15
"Suka sama jalan ceritanya, tampilanya sama game playnya, cukup ramah buat ftee player",suka jalan cerita tampilanya playnya ramah ftee player,-1
sering bug lag min banner,bug lag banner,-1
"Awal awal pertama main seru sih banyak konten story ajib, game play seru, tapi lama kelamaan bosen juga story mentok gacha sistem ampas nyari Jade late game susah, hadiah maintenance sama update kecil banget pelit ga sebanding sama effort yang harus dilakuin buat ngurusin satu Chara turn-based",konten story ajib bosan story mentok gacha sistem ampas cari jade late susah hadiah maintenance update pelit banding effort dilakuin ngurusin chara turn based,0
"Ini genre gamenya apa dah, di update terbaru kayak main game visual novel ajg",genre update baru visual novel ajg,-1
"gua f2p, gua skill issue, dan tetap menikmati gamenya, walau hp inflation ga ngotak, char di story jadi pengyapping, minus b4, masih gue enjoy lah. ini game gacha bro, lu di kasih bansos ga mau, powercreep ga mau, maunya apa? mau gak mau juga harus gacha juga kan, event konten masih bisa di akali sama char lama yang gak build issue kalau gak mau gacha. ngotak dikit kalau rating bodoh, jangan fomo fomoan",f p skill issue nikmat hp inflation pikir char story pengyapping minus b enjoy gacha bro bansos powercreep mau gacha event konten akal char build issue gacha pikir dikit rating bodoh fomo fomoan,0
"Gw kira mirip genshin cok, tapi gamenya tetap seru sih turn-based",genshin cok turn based,3
Woke,woke,4
"Game bagus, tolong yg banyak lagi bansos nya",bansos,9
"gamenya mantap pas banget untuk menghilangkan stress boskuuu,,segibgrafik cukup bagus tajam,harus hp yg punya ram besar untuk support game ini,kalau yg kecil. game nya agak lelet soalnya perlu kapasitas yg tinggi ,kalau punya hp ram nya banyak saran banget deh buat mainin game ini,silahkan dicoba yah",hilang stress boskuuu segibgrafik tajam hp ram support lelet kapasitas hp ram saran deh mainin silah coba yah,-1
"Desain Karakter bagus, storynya juga epic. Mungkin karena adanya powercreep jadi karakter dari patch lama menjadi agak tidak berguna. Tapi menurut ku itu masih berguna kalau kalian ngebulid nya lebih maks lagi, walaupun juga dmg nya engga sampai karakter baru yang sampai puluhan juta atau selebih nya. Grafiknya juga mantap, cuma kadang ngelag pas cutscene, tapi mungkin ngelag itu karena device kita sendiri. Jadi ya, mantap lah menurut ku game nya",desain karakter cerita epic powercreep karakter patch guna ku guna ngebulid maks dmg engga karakter puluh juta lebih grafik kadang ngelag cutscene ngelag device ku,-1
Gameplay nya mudah di mengerti update,mudah erti update,7
"Game dengan visual yang cukup bagus, juga gameplay yang enjoy. Teka-teki yang cukup mengasah otak, hanya saja ketika story terlalu banyak dialog. Mungkin beberapa dialognya bisa diganti ke cut scene visual yang lebih menarik. update",visual enjoy teka teki asah otak story dialog dialog ganti cut scene visual tarik update,0
ayang sparkle,ayang sparkle,-1
ignore negative public opinion and the updates you provide are the best,ignore negative public opinion updates provide,1
Bagus! Tapi jarang main sih. Kaga tau alur ceritanya tapi suka aja build char😌,jarang tau alur cerita suka build char,-1
"Saya tambah 1 bintang, karena sebelumnya masalah Error login setelah update masih sering terjadi, tapi sudah bisa di atasi dengan 3x percobaan. Tapi sekarang masalahnya malah suka force closed (padahal sebelum update tidak pernah terjadi) jadi saya masih tidak bisa bermain setelah update. Mohon segera di tindak lanjuti pihak pengembang. gacha",bintang error login update atas x coba suka force closed update main update tindak lanjut kembang gacha,-1
"game hoyo favorite gua. hsr ini goated game untuk kategori free to play, bayangin aja lu bisa main game dengan story dan graphic sebagus ini dengan gratis. side quest yg menarik, berbagai macam puzzle yg menantang dan desain karakter yg menawan menjadi poin plus dari game ini, dan jangan lupakan kebaikan Dev memberikan karakter gratis dan bansos kepada player. 5/5 star no drama",hoyo favorite hsr goated kategori free bayangin story graphic bagus gratis side quest tarik puzzle tantang desain karakter tawan poin plus lupa baik dev karakter gratis bansos player star drama,0
"ASLI KECEWA MAU LOGIN AJA SELALU BERTULISAN ""TERLALU BANYAK PERMINTAAN, COBALAH BEBERA SAAT"" PADAHAL JARANG LOGIN BERASA JADI MALES MAIN LAGI, TOLONG DI FIX MASALAH SEPERTI INI, MAU NUNGGU SAMPAI TUTUP SERVER? gacha",asli kecewa login tulis minta coba bebera jarang login asa males fix tunggu tutup server gacha,2
"ayyo apa ini dawg setelah kemarin ada power creep, sekarang malah muncul global passive",ayyo dawg kemarin power creep muncul global passive,-1
March 7th punya ku <3,march th ku,-1
"Jujur kecewa banget udah main dari pre register sampe sekarang, aku rasa semenjak keluar acheron HSR udah powercreep gila-gilaan dan gak diimbangi dengan ngasih balance ke karakter lama. Cukup tau aja lah klo makin kesini makin greedy dan disuruh buat gacha karakter baru buat bisa ngimbangi powercreep gila-gilaan",jujur kecewa pre register sampe semenjak acheron hsr powercreep gila gila imbang balance karakter tau kesini greedy suruh gacha karakter ngimbangi powercreep gila gila,0
pensi aja gk ramah ges dan gk worth waktu kalian tambahin rasain dah tuh filler anniversary wkwkw edit: wkwkw ngasi bot b5 biar naik rating lucu bat,pensi ramah ges worth tambah rasain tuh filler anniversary wkwkw edit wkwkw ngasi bot b biar rating lucu bat,-1
We are the best turn-based,turn based,16
Amazing this game,amazing,-1
Sehat sehat game baik banner,banner,24
ada in fityr skip story plisss,fityr skip story,-1
gamenya sangat bagus nggak ada iklannya tapi banyak disuruh loadingnya.Developer kalok bisa loadingnya jangan dibanyakin ya kali mau main harus nunggu dulu lama🙏🙏,iklan suruh loadingnya developer loadingnya dibanyakin kali tunggu,-1
I love it so much,much,27
"Semoga gacha saya wangy"" mpeshhh🥴🥴🥴",moga gacha wangy mpeshhh,7
Good game !! turn-based,turn based,16
Yey,yey,4
Saya sangat suka game ini,suka,32
Lagi berharap Honkai:star rail ini collab dengan Boboiboy galaxy. banner,harap honkai star rail collab boboiboy galaxy banner,12
"Panjang panjang game baik, semoga nular baiknya ke kakaknya",moga nular baik kakak,7
"Yang di tunggu2 akhirnya rilis 👍🏻 saran saya adakan arena PVP real time, agar permainan semakin seru ..",tunggu rilis saran adakan arena pvp real time main,-1
"Menurut saya game ini bagus untuk menghilangkan stres apalagi, karakternya yang bagus2 ceritanya juga menarik bagi saya pokonya wajib download sih ini😆 Saatnya menjadi sepuh😎",hilang stres karakter cerita tarik poko wajib download sepuh,19
power creef nya edan,power creef edan,1
"Tolong kalo setiap cutscene dan loading screen selalu frame drop sampai suara ny kresek2 , tolong di fix min turn-based",cutscene loading screen frame drop suara kresek fix turn based,-1
baguss lag,baguss lag,15
fomo gue njir,fomo njir,-1
powercreep too much,powercreep much,8
"Story and gameplay nya seru, mantap dah",story,-1
"Cihh kalo ngasih event susah susah, hadiah ga seberapa ngabisin waktu doang 👎 update",cihh event susah susah hadiah ngabisin doang update,-1
"mohon maaf saya instal pas sudah rilis tapi kenapa saya pas mau unduh data gabisa karenadistribusi globalnya error, tolong diperbaiki saya juga pengen log in",maaf instal rilis unduh data gabisa karenadistribusi global error baik ken log,2
Ini game kenapa sekali update harus download data 11gb sii tolong di kecilkan lagi lhh,update download data gb sii kecil lhh,-1
"geme bagus , def bodo ngasih buff nerfnya",def bodo buff nerfnya,-1
Recommended walaupun size agak besar :D,recommended size,-1
Game tolol,tolol,-1
Idk,idk,30
"Game ini sangat baik dan tidak kikir, saya sangat suka dengan hal itu:)",kikir suka,-1
"Oee gua gaca castorice malah rate off dan gua gaca lagi ya udah gua dapat castorice nya eh gua gaca lagi lc nya malah rate off ah taii lah capek2 gue cari sterral jade kalah rate off mulu sama kek ghensin ampas mulu gaca gua. Yah walaupun udah di kasih gratis yang lain tetap aja ampas mulu gaca gua, Terima kasih game baik.",oee gaca castorice rate gaca castorice eh gaca lc rate ah taii lelah cari sterral jade kalah rate mulu ghensin ampas mulu gaca yah gratis ampas mulu gaca,-1
Update terus kuota ku ga sanggup,update kuota ku sanggup,-1
"Bagus game nya. Dari segi grafik, animasi, story, backsound, Voiceline semuanya bagus. Overall sih memang mantap ya walau ada beberapa kekurangan kyk kalau jalan agak agak kaku",segi grafik animasi story backsound voiceline overall kurang jalan kaku,-1
global passive of castorice make the game broken .....IM out,global passive castorice broken im,31
Ok update,update,5
Tunggu saya beli hp baru saya comback,tunggu beli hp comback,-1
"game nya sangat bagus menghibur, walaupun pas lawan bos agak susah tapi game ini sangat seru dan yg bikin serunya tuh banyak karakter honkai impact di dalamnya saya sebagai pemain lama honkai impact sangat senang bila ada karakter hi3 di hsr apalagi kalo kiana Kaslana masuk honkai Setar rail saya tidak akan pernah berhenti main honkai Setar rail",hibur lawan bos susah seru tuh karakter honkai impact dalam main honkai impact senang karakter hi hsr kiana kaslana masuk honkai tar rail henti honkai tar rail,12
Buat game santai udah perfect parah sih ini.,santai perfect parah,25
UOGGHHHHHH CLARA 🥵🥵🥵,uogghhhhhh clara,4
"Gamenya bagus ceritanya bagus visualnya bagus tapi pas dibagian cut scene kenapa selalu nge frame ya patah"" Gitu? Smoga masalah ini dapat di perbaiki karena saat saya bermain gamenya lancar",cerita visual bagi cut scene nge frame patah gitu moga baik main lancar,-1
"yang bilang power creep apalah itu passive global, itu merekanya aja ngga bisa ngikutin perkembangan patch baru, skill issue build issue, buktinya saya bisa beres smua konten end game hanya dengan char seadanya🤭🤭🤭🤭 #BuildISSUE, SKILL ISSUE main game ini aja merasa kesusahan wkwkwk, f2p banyak mau kalo gua sih malu ya wkwkwkwkwk",bilang power creep apa passive global mereka ngikutin kembang patch skill issue build issue bukti beres konten end char ada buildissue skill issue susah wkwkwk f p malu wkwkwkwkwk,0
Pls fixed the texture gacha,fixed texture gacha,26
Gem gilak lag,gilak lag,-1
ini game saya suka. semoga kedepannya lebih bagus lagi. Saya tunggu updatenya selanjutnya,suka moga depan tunggu updatenya,7
Game nya rusak jangan di download,rusak download,5
"the best !! saya main ini dari awal, story ya bagus banget (lore). karakter2 ya juga bagus banget kek??? ITS SO PRETTY <33 habis itu juga kalo mau farm juga cepet, hadiah ya berlimpah limpahaaann !!!",story lore karakter pretty habis farm cepet hadiah limpah limpahaaann,-1
"Grafis mantap, tambah kan summon dan musuh yg unik yg bakal ganggu di tengah sengitnya pertempuran",grafis summon musuh unik ganggu sengit tempur,-1
Saya balik lagi login mohon atmin berikan saya black Swan min. Udah di gensin kenak rate off mosok di sini kenak rate off juga mohon min tabungan ku cumak 100 ticket ni mohon jangan kenak rate off min. Saya mohon sekali,login atmin black swan gensin nak rate mosok nak rate tabung ku cumak ticket nak rate,-1
Iayh banner,iayh banner,21
Okay game,okay,-1
"Sangat bagus, bagus sekali, cocok untuk saya, pokoknya bagus banget😁 pity",cocok pokok pity,-1
Cinta dengan game ini,cinta,-1
Nice game brooooooh😋,brooooooh,4
"kenapa hsr ini kebiasaan banget dah! pada saat ada dialog yang harusnya bisa di kasih cutscene, tapi malah cuma di kasih background hitam/putih. harusnya bisa kalian ini kasih cutscene padahal pendapatan kalian selalu masuk TOP 10 besar, untuk membayar animator harus nya sanggup. kan ujung-ujungnya juga yang Untung kalian sendiri, kalian yang akan dapat pujian dari para player, player akan tak sungkan untuk top up, player pun juga akan sukarela mempromosikan game kalian secara sukarela. GWS dah! banner",hsr biasa dialog cutscene background hitam putih cutscene dapat masuk top bayar animator sanggup ujung ujung untung puji player player sungkan top player sukarela promosi sukarela gws banner,0
Udah di apdet eh pas masuk malah eror,apdet eh masuk eror,-1
Isinya full powercreep astaga Player dipaksa spend duit cuma buat char,isi full powercreep astaga player paksa spend duit char,-1
waduh lag,lag,22
"Game terbaik dari awal rilis yang saya mainkan walaupun ada beberapa masalah inflasi hp,powercreep dan sekarang global passive,buat yang ga terima mungkin skill issue aja karena tidak bisa menyelesaikan beberapa konten..bagi saya nih game terbaik dengan alur cerita yang menurut saya bagus sekali dari semua game yang saya mainkan",baik rilis main inflasi hp powercreep global passive skill issue selesai konten nih baik alur cerita main,0
"game tidak dapat dimainkan, padahal handphone mendukung untuk memainkan game ini",main handphone dukung main,-1
can't jump,jump,6
Sejauh ini sangat memuaskan! Terimakasih atas Permainannya,muas main,-1
"Entah kenapa layar tiba tiba jadi hitam saat loading masuk game setelah kereta, kerena layarnya hitam mulu sampe dalam game, jadinya game keluar sendiri Mohon segera di perbaiki",layar hitam loading masuk kereta rena layar hitam mulu sampe baik,-1
"Game update terus...... baru diupdate, besok mau main login update lagi..... banner",update diupdate besok login update banner,-1
"Mohon tambahan fitur ""Hapus File Terdahulu"" seperti Genshin Impact sehingga player yang progres game nya sudah jauh bisa dapat ruang penyimpanan lebih.",tambah fitur hapus file genshin impact player progres ruang simpan,10
"bagus banget kalau engga lag 😁, yah wajar sih bukan hp gaming. keluar sendiri, kalau baru masuk ngelag banget dan cukup lama, memonya semoga ga makin naik yah",engga lag yah wajar hp gaming masuk ngelag memo moga yah,-1
bansos melimpah tapi pity gacha kerasss sekeras boss di konten endgame makin lama makin males maenin game nya,bansos limpah pity gacha kerasss keras boss konten endgame males maenin,14
"Paling suka game trun base karen tidak perlu intensitas tinggi dalam bermain gamenya dan bisa santai dan cukup berkonsentrasi, yang menurut saya kurang adalah keperluan character dalam meningkatkan skill dan juga material yg harus didapatkan menurut saya terlalu banyak pity",suka trun base karen intensitas main santai konsentrasi perlu character tingkat skill material dapat pity,0
"Up date gak ngotak 6Gb gua jadi gak bisa maen, pen maen lagi.",date pikir gb maen pen maen,-1
Gila gamenya bagus banget,gila,-1
"Sangat seru dan menyenangkan, di-update selanjutnya kalau bisa keluarin fitur Co-op biar makin seru main Ama temen seperti genshin",senang update keluarin fitur co op biar ama temen genshin,-1
Game santai tapi bagus,santai,-1
"Game nya bagus + seru, grafik nya cantik, alur menarik. Tapi tolong tambahin fitur buat duduk, soalnya saya dari dulu pengen duduk di kursi jingyuan",grafik cantik alur tarik tambah fitur duduk ken duduk kursi jingyuan,-1
gamenya bagus tapi tolong buatchallenge nya di sesuaikan buat karakter lama yang kalah saing sama karakter baru,buatchallenge sesuai karakter kalah saing karakter,-1
TERIMAKASIH GAME BAIK FIREFLY KU TIDAK MID,firefly ku mid,-1
Amazing,amazing,-1
Nais,nais,-1
"Tolong adakan fitur ""hapus data quest terdahulu seperti"" yang ada di gensin",adakan fitur hapus data quest gensin,10
Can't wait to play it,wait,-1
"Seruuuuuuuuuu, ya moga ga jadi game seberat genshin ya",seruuuuuuuuuu berat genshin,15
thank you mihoyo for releasing this game. this game is very exciting and in terms of plot it is also good and interesting and thanks also to mihoyo for giving 50/50 on the standard banner for the first time. Thank you very much for the game,mihoyo releasing exciting terms plot also interesting also mihoyo giving standard banner first time much,1
Sehat sehat Game baik.. 🥰 Makasih patch 1.6 di kasih Dr ratio,patch dr ratio,5
Kita coba kayak lmon,coba lmon,18
"Untuk awal loading screen patah"" sekali sampai sampai hp saya force close dengan sendirinya saat mengunduh data,jadi tolong perbaiki itu karena itu sangat menggangu sekali sekian terimakasih",loading screen patah hp force close unduh data baik menggangu sekian,-1
"Game yg bikin enjoy, nyaman buat di mainin Grafik keren Voice ny mantap F2P game",enjoy nyaman mainin grafik voice f p,-1
Gatau sy juga belom main hehe turn-based,bom hehe turn based,-1
powecreep nya gila,powecreep gila,8
game RPG kesukaan ku,rpg suka ku,-1
"powercreep ga ngotak, global passife lgi cuma buat char cwe, secara ga langsung hoyo maksa pemainnya buat mengeluarkan uang lebih demi bisa dpt tuh char global passife, mas hoyo mas hoyo 🙃🙃🙃",powercreep pikir global passife char cwe langsung hoyo maksa main keluar uang tuh char global passife mas hoyo mas hoyo,-1
Tidak gegabah,gegabah,-1
"overall gamenya seru, walaupun ngegunain metode game turn base yang awalnya bikin bingung, tapi lama-kelamaan nyaman sendiri. Gamenya juga nggak pelit-pelit untuk gacha karakter, jadi menurut gue sangat bagus.",overall ngegunain metode turn base bingung nyaman pelit pelit gacha karakter,0
"Game sangat menarik, tidak membosankan, bagi teman-teman yang memiliki penyakit disabilitas juga bisa langsung sembuh dengan bermain game ini 10 jam sehari",tarik bosan teman teman milik sakit disabilitas langsung sembuh main jam hari,-1
"tolong optimalkan lagi, saya sering terpental keluar dari game turn-based",optimal pental turn based,-1
Kenepa saya waktu main geme ini banyak bag . Kayak tembus tembok . Berkedip2 dinding. Kupikir hp gue gak nahan karena ada genhcin impeck .rupanya setelah aku hapus genhcin malah masih ada bag nya.tolong dong diperbaiki dan tanggapan pity,kenepa bag tembus tembok kedip dinding pikir hp nahan genhcin impeck hapus genhcin bag baik tanggap pity,-1
Setelah update 1.1 grafisnya hancur. Banyak tekstur yg hilang. Tolong di fix.,update grafis hancur tekstur hilang fix,-1
Awesome game banner,awesome banner,-1
Ada bug di main story adventuria (event film hamster) tombol hamster nya tidak bisa di pencet sama sekali jadinya main storynya stuck ga bisa di jalankan. Ketinggalan event gara gara main story nya tidak bisa diselesaikan. Tolong diperbaiki kalau tidak bisa minimal di kurangi musuhnya dan diperbanyak poinnya biar bisa selesai dan lanjut story.,bug story adventuria event film hamster tombol hamster pencet cerita stuck jalan tinggal event gara gara story selesai baik minimal kurang musuh banyak poin biar selesai story,0
"LOP YOUUU , cerita nya menarik banget",lop youuu cerita tarik,-1
Best game ever,ever,-1
Ga setuju sama global passive... turn-based,tuju global passive turn based,31
"Tipe game turn base cocok banget sama aku, story nya juga bagus , grafik mantap... the best dah ❤️",tipe turn base cocok story grafik,19
Game turnbase paling the best yg pernah ku mainin banner,turnbase ku mainin banner,-1
UHHH HERTA WANGY WANGY🥵🥵😋😋,uhhh herta wangy wangy,3
MIHOYO PLIS RESTUIN GW DAPET CASTORICE..KALO DAPET BARU GW EDIT,mihoyo restuin castorice edit,3
Game sialan banyak powercreepnya jadi rugi Hero limited B5 yg gw dpt in dulu jadi gk guna. Minimal baf lah Hero limited B5 yg dulu Edit: powercreepnya gk jelas makin kesini makin Hero lama gk guna karena power crep nya Minimal di baf lah,sial powercreepnya rugi hero limited b minimal baf hero limited b edit powercreepnya kesini hero power crep minimal baf,0
Boring,boring,25
power creep.pay to win gacha,power creep pay win gacha,-1
"Awal main aku masih bingung tp lama lama asik juga seru banget,apa lg kalau misi selesai pasti dapet hadiah jd makin pengen maen terus,mantap",bingung tp asik misi selesai hadiah ken maen,-1
"Gak bisa main kalau tidak bisa update data game game set,an anji,Ng👎👎👎👎🖕🖕🖕",update data set anji ng,-1
DELETE THE GLOBAL PASIVE,delete global pasive,31
"dari awal ini game rilis udah bagus banget,buat developer tetap semangat dalam mengembangkan game ini kedepan nya lag",rilis developer kembang depan lag,-1
"game bagus gini kena spam *1 sama player g modal, mana fomo lagi turn-based",gin kena spam player modal fomo turn based,11
enakkk bjirrr,enakkk bjirrr,4
Need fitur skip story!,need fitur skip story,10
Hadeh kenapa sih kadang sering disconect gacha,hadeh kadang disconect gacha,-1
Perfect game,perfect,27
Numpang kasih bintang aja,numpang bintang,-1
"Seru sihh, yang suka game play nya perang boleh coba nihh turn-based",sihh suka perang coba nihh turn based,-1
game nya seru! semoga ada peningkatan lebih baik lagi,moga tingkat,7
Akhirnya bug untuk mediatek helio p35 udah difix makasih banget ĺoh yah Hoyo lag,bug mediatek hio p difix oh yah hoyo lag,3
"Kenapa kukasih bintang satu. Itu karena aku cuman pernah menang pity 3 kali doang, dan aku reroll akun sampai 2 kali jugatetap selalu dapat ampas. Tolonglah ni sudah jalan 2 tahun main Honkai Star Rail dan cuman 3 kali menang rate off 50:50. Yah 50:50 yang bagiku 10:90.",kasih bintang cuman menang pity kali doang reroll akun kali jugatetap ampas tolong jalan honkai star rail cuman kali menang rate yah bagi,-1
Game nya bagus karakternya bagus cuman saya agak aneh aja kalau game gak ada tombol loncat banner,karakter cuman aneh tombol loncat banner,-1
Game nya keren banget rekomendasi buat dimainin pas lagi gabut,rekomendasi dimainin gabut,-1
L update,l update,5
"In terms of story and gameplay, it's good, but please provide features through the story to make it faster",terms story provide features story faster,1
Maaf saya memberi bintang 3 dikarenakan waktu saya baru install dan log in itu sangat lama dan saya sudah menunggu sekitar 10 menitan dan malah keluar mohon diperbaiki,maaf bintang install log tunggu menit baik,-1
Kalau mau main ini disarankan pake wifi jngn data soalnya mengeluarkan data banyak td saya sudah coba dan untuk downloadnya lama banget bikin ngantuk 2 jam nunggu disuruh nunggu lagi parahhh langsung saya hapus saja mls main.,saran pake wifi jngn data keluar data td coba downloadnya ngantuk jam tunggu suruh tunggu parahhh langsung hapus mls,2
Rate gacha nya paling ampas,rate gacha ampas,26
REMOTE RAID PASS-NYA TOLONG DIMURAHIN!!,remote raid pass dimurahin,9
Game nya bagus tapi sayang hp tidak memadai,sayang hp pada,-1
Tolong perbaiki sinyal pas login gagal terus jadi males main gacha,baik sinyal login gagal males gacha,2
bayak geme ini bangus kanta Tunber panti orang semua winbu bayak terimakasih update,bayak bangus kanta tunber panti orang winbu bayak update,-1
Acheron nya wangy polllll,acheron wangy polllll,3
Very bad gacha rate.... Almost imposible to get 5 star character unless you pay them $1.000.000 update,bad gacha rate almost imposible get star character unless pay update,1
"Good game, suka dengan genre turn based",suka genre turn based,11
Game sampah gausah mainin pelit banget masa gw spin 50 gak dapet Sampah,sampah gausah mainin pelit spin sampah,14
Keren bgt...bersifat kayak genshin juga. Cuman bedanya kalau star rail dia ini tuh lebih galaxy gitu yakan...sedangkan yang genshin impact itu terlalu advantcre gitu yah! Buat developer star rail thank you bgt yah membuat game ini dengan baik thank you! Guys for you and me good BYE~ lag,sifat genshin cuman beda star rail tuh galaxy gitu yakan genshin impact advantcre gitu yah developer star rail yah guys bye lag,-1
Keren banner,banner,24
"secara keseluruhan bagus bangett, tapi sangat di sayangkan gabisa mabar sama open world kaya di genshin gitu, tolong dong update an selanjutnya jadi bisa mabar🙏🏻",bangett sayang gabisa mabar open world kaya genshin gitu update mabar,-1
"""TOLONG"" mihoyo RNG relic/substat crit dmg, crit rate dinaikan, biar para player dengan mudah dan tidak perlu buang² credit sama trailblazer power itu saja yang aku pengen semoga membantu. turn-based",mihoyo rng relic substat crit dmg crit rate naik biar player mudah buang credit trailblazer power ken moga bantu turn based,0
Login eror terus ini. turn-based,login eror turn based,23
Tidak ada yang perlu dikritik 😅 turn-based,kritik turn based,16
Mntap,mntap,-1
