original_index,content,clean_final,pred_topic
16790,Nice kembangkan trus developer,kembang developer,-1
16791,"Developer dng0, gw udah top up google play tapi pas giliran mau top up di game lu malah tidak ke detected. Gw coba di game lain untuk memastikan dan emang bener di game lu ga ke detected",developer dng top google gilir top detected coba bener detected,-1
16793,NGEEENTOOOOOOOT,ngeeentooooooot,4
16794,"Tolong perbaiki bug texture hilang, sebenarnya saya suka game ini",baik bug texture hilang suka,17
16796,Lag banyak bug,lag bug,33
16797,"Its fine, but after a while it gets boring.. likee a lack of things to do, laggy, and others, its still cool even tho i already uninstalled the app",fine gets boring likee lack things laggy others still cool even tho already uninstalled aplikasi,0
16798,Ini sangat bagus untuk wibu yang seperti saya ini.hem bintang 5,wibu hem bintang,-1
16799,"Dari segi tampilan grafis, map, karakter, suara karakter dan cerita menarik dan bagus.",segi tampil grafis map karakter suara karakter cerita tarik,12
16800,Enak mantap prot prot dpt bailu,enak prot prot bailu,-1
16801,Woi hilangin iklan game bird di game turbo hpku sialan tiap main pakek kuota download game dengan sendirinya mana tidak ada pertanyaan sebelum ngedownload sendiri asal download aja trus ngasih notif pas udah selesai maksudnya apannnnn gw niat main bukan download game ngk jelass ngabisin kuota gw trus asw gw main genshin ngk ada gituan kenaoa cunan ini game yg ada begituan orang niat main malah download tower of fantasy sendiri ngotak lah kuota tu mahal malah download game gede sendiri,woi hilangin iklan bird turbo hpku sial pakek kuota download ngedownload download notif selesai maksud apannnnn niat download jelass ngabisin kuota asw genshin gituan kenaoa cun begitu orang niat download tower fantasy pikir kuota tu mahal download gede,-1
16802,"Kenapa setiap di map update an 1.2 kadang muter muter trus sinyal nya tolong dong dibenerin,kalu log out pas di posisi map itu gabisa masuk nyangkut di loading screen tapi ada suara ingame nya kayak bisa basic atk. Semoga dibenerin udah install ulang tetap aja sama.",map update kadang muter muter sinyal dibenerin kalu log posisi map gabisa masuk nyangkut loading screen suara ingame basic atk moga dibenerin install ulang,-1
16803,"Game rusak,sistem hoyoverse sekarang makin lama makin nyusahin player,udah 5 hari ngak bisa login,setiap login ada tulisa ""terlalu banyak permintaan',buat akun barupun ngak bisa,sudah nyoba contact cs pun kayak percuma",rusak sistem nyusahin player login login tulisa minta akun baru nyoba contact cs,-1
16804,Lama kali loading nya... G bisa masuk ke dalam game,kali loading masuk,34
16805,Ini game napa dah ada agronya gak sih kok yamg sering kena serang char laen mulu padahal tim gw ada gepard peservetion make lcnya nya juga yang buat nambah kesempatan diserang masih aja yang laen,napa agronya yamg kena serang char laen mulu tim gepard peservetion lcnya nambah sempat serang laen,-1
16806,"One suggestion from me, please developers please add coop mode so that we and our friends can play together happily and comfortably, while playing alone it feels empty and gets bored quickly:(",one suggestion developers add coop mode friends together happily comfortably playing alone feels empty gets bored quickly,0
16808,knp si pas di donlownd itu lama banget,donlownd,-1
16809,SETIDAKNYA MENANG RATE OFF KEK ANJ,menang rate anj,21
16810,Kewren,kewren,-1
16811,Game bagus sip tolong percepat ke planet selanjutnya. Dah bosan. GK ada Quest story,sip cepat planet bosan quest story,-1
16812,Gamenya bagus. Minus tidak ada fitur manjat2 tebing seperti genshin & tidak bisa bikin party / tim dengan sesama player.,minus fitur manjat tebing genshin party tim player,-1
16813,Game nya lumayan ramah buat F2P,lumayan ramah f p,-1
16814,Akun gw ampass bet laaa,akun ampass bet laaa,-1
16815,Sangat bagus untuk story dan gameplay sangat ramah juga untuk player f2p,story ramah player f p,-1
16818,game epepe,epepe,-1
16819,"Game idaman sih, Gameplay enak,bansos Banyak,Paling Banyakin Event ENDGAME aja",idam enak bansos banyak event endgame,-1
16820,Berkati aku dengan ke hokian,berkat hoki,-1
16821,"Sangat seru , saya suka Clara dan Himeko karena Damage yang mereka timbulkan sangat tinggi",suka clara himeko damage timbul,-1
16823,SERU BGT SMOOTH JUGA GRAFIK NY PDHL GA MAIN DI IP😋😋😋,smooth grafik pdhl ip,-1
16824,Well idk,well idk,23
16828,Susah banget masuk nya agak ngeleg gitu tolong perbaiki ya,susah masuk ngeleg gitu baik,-1
16829,"Good Game,Game Baik,Game Bagus,Developers nya gak pelit...mantap...",developers pelit,-1
16832,Game nya bagus grafik nya pass dan keren,grafik pass,-1
16833,yg penting g fullin hp memory :),fullin memory,-1
16834,Game m*m*k 2 akun selalu dpt rate off mulu,k akun rate mulu,-1
16835,...tol,tol,5
16837,FGO yg telah di sempurnakan 👍,fgo sempurna,-1
16840,"Aku suka gamenya tapi game ini jahat banget, capek2 aku nguli buat banner limited dikasi kalah rate off mulu :((",suka jahat lelah nguli banner limited kasi kalah rate mulu,-1
16841,bismillah menang rate off terus,bismillah menang rate,11
16843,Tambahin fitur chat donk,tambah fitur chat donk,3
16844,Best la,la,-1
16845,"Aku butuh 2 perubahan saja di game ini 1.cutscene mohon di perhalus,di hp sd 865 patah"",kaya genshin awal"" rilis,tpi genshin udah lancar karena banyak keluhan,semoga kedepannya bisa di lancarkan cutscene di mobile 2.ada fitur cancel brust/ultimate,sering gk sengaja kepencet ultymate atau terlanjur tekan,tpi musuh udah mau kati,jadi rugi konsumsi ultimatenya Itu saja keluhannya,semoga bisa didengar",butuh ubah cutscene halus sd patah kaya genshin rilis genshin lancar keluh moga depan lancar cutscene mobile fitur cancel brust ultimate sengaja pencet ultymate lanjur tekan musuh kati rugi konsumsi ultimatenya keluh moga dengar,-1
16846,"Gabisa dimainin, ""login error"" terus padahal udah pake akun hoyoverse udah download data penuh juga Device realme c55",gabisa dimainin login error pake akun download data penuh device realme c,1
16848,"Dari segi grafik, misi dan gameplay sangat bagus saya suka tapi saran saya karakternya bisa pilih senjata atau ganti baju",segi grafik misi suka saran karakter pilih senjata ganti baju,12
16850,"Game sangat bagus sekali banyak hadiah gratis pula sangat, menenangkan hati free player. Gamenya anime style, grafik bagus, story yang luar biasa, semangat terus developer dan para staf , hasil game kalian luar biasa",hadiah gratis tenang hati free player anime style grafik story developer staf hasil,-1
16851,Eventnya nggk worth buat f2p,eventnya nggk worth f p,-1
16853,Game nya berat sumpah sama ke gensi inmapact,berat sumpah gensi inmapact,-1
16854,Tembok sama lantainya transparan,tembok lantai transparan,-1
16855,"Jujur aja gw suka game nya apa lagi ini hadiahnya lumayan banyak banget setiap update nya jadi walaupun dah end game pun masih seru seru aja main tuh,entah dari update cerita,update event,atau yang lainnya. Terus juga bukan dari aspek itu aja dari gameplay,ceritanya tuh bagus baget,apa lagi nih game turn base yang pada dasarnya gw ini suka game turn base. Walaupun pasti ada kekurangan tapi segini aja udah cukup buat gw.",jujur suka hadiah lumayan update end tuh update cerita update event aspek cerita tuh baget nih turn base dasar suka turn base kurang gin,-1
16857,Udah nguli lama gacha ae gak dapet dapet sial banget aku,nguli gacha ae sial,-1
16859,"Still stuck on loading screen after updaet, pls fix it, Thankyou",still stuck loading screen updaet fix thankyou,0
16860,gemenya gak bisa masuk,gemenya masuk,-1
16861,"Cuma 144mb pas pengunduha data dalam game malah data dalam hp penuh, padahal ruang penyimpanan masih 7,14gb",mb pengunduha data data penuh ruang simpan gb,-1
16864,Kesel banget kalo mau login pake pake gampad pasti selalu gagal 👎☹👎,kesel login pake pake gampad gagal,1
16866,"Gamenya bagus, adiktif, cuman kalo trailblaze powernya habis, bingung mau ngapain, tapi karna eventnya menarik jadinya ketutupin",adiktif cuman trailblaze powernya habis bingung karna eventnya tarik ketutupin,15
16868,Bagus untuk mengisi kekosongan,isi kosong,-1
16869,Abis milih server malah stack di loading kereta payah,abis milih server stack loading kereta payah,-1
16871,mommy kafka wangy wangy 😋😋,mommy kafka wangy wangy,25
16872,"lama banget donwloud nya,,",donwloud,-1
16873,"Gameplaynya menarik tapi sayang sekali gacha artefaknya lebih sulit karena 6relic dan untuk mendapatkan set bonus membutuhkan banyak sekali power trailblaze + RNG dapet stat relicnya. Rewardnya bagus tidak seperti genshin, namun secara lore syaa belum bisa menikmati storynya karena belum jelas arah dan terkesan sangat singkat untuk setiap update patchnya sehingga sulit untuk menikmatinya, padahal biasanya kalo game turn based yang dijual juga storynya.",gameplaynya tarik sayang gacha artefak sulit relic set bonus butuh power trailblaze rng stat relicnya rewardnya genshin lore syaa nikmat storynya arah kes singkat update patchnya sulit nikmat turn based jual storynya,10
16874,Best turn based game ever,turn based ever,19
16875,"The game play already awesome storyline is so nice and the cutscenes is Soo cool!! I've been playing genshin impact for two years before this game came out, but since I lost my genshin account I'm devastated at first but since I knew that this game gonna came out soon Im waiting for years and I finally got to experience the same thing again! Thank you hoyovers for creating such a incredible game! Keep up the good work!!❤️❤️",already awesome storyline cutscenes soo cool playing genshin impact two years came since lost genshin account devastated first since knew gonna came soon im waiting years finally got experience thing hoyovers creating incredible keep work,0
16876,Bagus klo mau buat tidur jdi nyenyak bgt wkwk tapi keren kok sip deh,tidur nyenyak wkwk sip deh,-1
16878,"Keren, tp lebih keren lg kalau pas gacha, ak dpt kafka😋",tp gacha kafka,-1
16880,"Awal main ya bagus ,tapi layar game ya sering hilang contoh ya bagian tengah kereta ya, bangunan, jalanan,tiba tiba ke Bali ke menu utama tolong di perbaiki 😑🙏",layar hilang contoh kereta bangun jalan bal menu utama baik,-1
16882,"Saya mengalami keluhan, saya sudah tidak memiliki konten untuk mendapatkan stelar jade lagi musuhnya terlalu kuat 😭😭 build tim terlalu sulit karena mahal banget udah itu sampe sekarang gacha banner Fu Xuan ga dapat² padahal udah pity 79 tolong bantuannya developer",alami keluh milik konten stelar jade musuh kuat build tim sulit mahal sampe gacha banner fu xuan pity bantu developer,-1
16883,"Makin update makin lag,tolong di optimalkan gamenya..",update lag optimal,33
16884,Turn based RPG terbaik di yang pernah saya mainkan,turn based rpg baik main,-1
16885,"Grafik oke, figur karakternya manteb, cuman 1 minus nya cari relic susahnya masyaAllah :))))",grafik figur karakter cuman minus cari relic susah masyaallah,-1
16886,"Untuk developer ini untuk misi sulasi dunia chapter 2 nya susah sekali ya ini udah berapa kali mati, mohon perbaikannya soalnya kasian sama para pemula nya belum cukup level",developer misi sulasi dunia chapter susah kali mati baik kasi mula level,17
16888,"I really love many character in this game especially about design and their personality... Story is fascinating especially from Jarilo VI mission , GOOD JOB",really many character especially design personality story fascinating especially jarilo vi mission job,0
16889,BANSOS LIVESTREAMING DI KORUP KEK NEGARA KONOHA BJIR,bansos livestreaming korup negara konoha bjir,-1
16890,Mantap minn,minn,23
16892,Semoga hadiah anniversarynya bisa selektor,moga hadiah anniversarynya lektor,-1
16893,Setidaknya tidak pelit seperti kakaknya,pelit kakak,-1
16894,Makasih menciptakan game ini,cipta,5
16896,Game nya sampai 10gb lebih haduh,gb haduh,-1
16898,nvm just give me more jade,nvm give jade,-1
16899,Ga bisa lompat 😌,lompat,-1
16901,Gamenya bagus sih sebenarnya. Tapi perang nya gitu gitu mulu bikin bosen. Coba dibikin seru lagi perangnya kyk game sebelah.,perang gitu gitu mulu bosan coba bikin perang belah,-1
16902,"Cuma satu yg we ga suka tambahan resinnya kadang2 disetop ini charnya munculnya segambreng buildnya butuh resin lebih banyak drpd geshin ,,masak harus kasih bintang 3 baru geh",suka tambah resin kadang setop charnya muncul segambreng buildnya butuh resin drpd geshin masak bintang geh,-1
16903,"Gamenya keren, tapi karena hpku spek nya kentang jadi rada ngeleg dikit. Tapi tetep rame 👍",hpku spek kentang rada ngeleg dikit tetep ramai,-1
16904,Game hoyovers emang gak pernah gagal,hoyovers gagal,-1
16905,APAAN KERETANYA HILANG DI LOADINH SCREEN SAMA DI IN GAME JADI TRANSPARAN KERETANYA. TOLONG DI PERBAIKI LAGI,kereta hilang loadinh screen transparan kereta baik,17
16906,"Good game but, give me kemudahan dalam menggacha, dengan mendapatkan karakter dan signature di low pity:)",give mudah menggacha karakter signature low pity,-1
16907,Tolong beri saya relic yg bagus wahai hoyoverse!,relic,-1
16908,Grafik nya hade sekali mantap jiwa,grafik hade jiwa,-1
16909,"Gamenya Sangat Seru, Bikin Nowtagia untuk Mekanik Permainannnya, Banyak Fituur - Fitur Menarik yg menambah keseruannya",nowtagia mekanik permainannnya fituur fitur tarik tambah seru,-1
16910,update Segede gaban,update gede gaban,-1
16911,"Seru banget game nya , semoga lebih banyak hadiah yang akan diberikan kedepannya",moga hadiah depan,11
16914,Bagus game nya grafik nya mantul karakter nya Bagus bagus pokoknya ga nyesel maen ni game 🤩,grafik mantul karakter pokok nyesel maen,-1
16916,Hp spek kentang hanya bisa menangis,spek kentang menang,21
16917,SAYA GAK TAU HONKAI TAPI MENURUT GW KEREN BNGT!! TERUS LAH MAJUU?!!!!,tau honkai majuu,7
16919,Kasih aku low pity lah mihoyo,low pity mihoyo,-1
16920,Anniversary please collab with FGO,anniversary collab fgo,-1
16925,Game nya menarik. Dari segi grafik maupun story pun gak mengecewakan. Meski ada hambatan berupa lag saat pengerjaan misi atau story masih bisa Diatasilah. Itu aja semangat dev✊,tarik segi grafik story kecewa hambat lag kerja misi story atas dev,17
16926,Saya lihat geme ini bagus tapi loading ya lama banget sampai 9gb Jadi gak jadi main,lihat loading gb,-1
16927,"Game jelek, udah susah susah ngumpulin buat gacha pity 77 dapet clara, tolong beri char yang bagus saya sudah muak dengan clara",jelek susah susah kumpul gacha pity clara char muak clara,-1
16928,Gak dapet Dan Heng Imbibitor Lunae... 😔,heng imbibitor lunae,-1
16929,It's very exciting and the adventure is fun,exciting adventure fun,9
16930,Tambahin fitur shareit min biar bisa kasih eidolon karakter ke friendlist,tambah fitur shareit biar eidolon karakter friendlist,3
16931,Gabut pengen kasih b5,gabut ken b,-1
16932,"Mantep gamenya tipe turn base bisa main santai sambil dimanjain elemen"" grafik yg fresh, grinding juga lebih mudah menurut gw drpd sblh. First impression ni game bagus dan keren",tipe turn base santai dimanjain elemen grafik fresh grinding mudah drpd sblh first impression,-1
16933,Layar sering gelap saat secara tiba-tiba saat melakukan transisi,layar gelap transisi,-1
16934,"Masih ada bug seperti ketika battle karakter tidak bisa menyerang, lalu ketika sedang adventure dinding dan objek-objek tertentu transparan dan membuat saya bingung arah petanya",bug battle karakter serang adventure dinding objek objek transparan bingung arah peta,12
16935,"Terimakasih Mihoyo! game ini sangat memberikan gameplay yang memuaskan, serta Event yang sangat menarik!!",mihoyo muas event tarik,-1
16936,Semenjak update ke Fu xuan malah nambah gajelas lag parah nge frame pula,semenjak update fu xuan nambah gajelas lag parah nge frame,-1
16937,"Bintang 4 dulu, soalx masih install game nya :v",bintang soalx install v,-1
16938,"I phone use snapdragon 860,but today mostly force close 3 times.",phone use snapdragon today mostly force close times,0
16939,Teman ku ga dapat hadiah di event,teman ku hadiah event,-1
16940,gamenya keren patut di beri jempol 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍 sumpah gw kencanduan main game ini,patut jempol sumpah kencanduan,-1
16942,Saya harap bisa digunakan di segala device tidak lag atau pun force close,harap device lag force close,-1
16945,"Game kont ujian equilibrium susah bet taik,rate gacha juga gakjelas level kecil disuruh grinding mati²an mending tutup aja sekalianuntuk kalian yang mau download ni game sebaiknya pikir 2x",kont uji equilibrium susah bet taik rate gacha gakjelas level suruh grinding mati mending tutup sekalianuntuk download pikir x,-1
16946,Aku suka banget sama karakter nya tapi rada lag musiknya jadi player belum agak puas sih...... Tapi gpp lah :) masih ok,suka karakter rada lag musik player puas gpp,-1
16947,I like this game this game si beautifull I like this new update it's so fun don't forget to download this game guys omgg,beautifull new update fun forget download guys omgg,0
16948,"Fun, grafik memukau 👏👏👍👍",fun grafik pukau,-1
16952,ini saya agak bingung kan saya menggunakan wifi tapi kok pas pertama login tampilan awal kereta gak ada saat login kok gak ada grafik nya yang ada cuma karakter nya ini padahal koneksi wifi udah pas gak ada gangguan ping nya lancar ini jadi gimana masa saya main cuma liat karakter nya doang data game udah saya download semua ini gimana sih saya udah coba berberapa kali tetep begitu apakah karena saya pake hp,bingung wifi login tampil kereta login grafik karakter koneksi wifi ganggu ping lancar gimana lihat karakter doang data download gimana coba berapa kali tetep pake,-1
16953,Artefak yang bagus sangatlah sulit didapatkan,artefak sulit dapat,-1
16954,97 GB penuh cukup sudah londing... Hp rusak download,gb penuh londing rusak download,-1
16956,"Story mantap, grafik mantap, grinding juga gak terlalu susah, overall semuanya udah mantap",story grafik grinding susah overall,-1
16957,Maaf ini knp ya tiba tiba pas habis login baru masuk udah FC aja,maaf habis login masuk fc,-1
16961,Apa siih geme gk jelas,siih,4
16962,Nge stuck di login bjir,nge stuck login bjir,-1
16963,"Kenapa setiap kali main sering ngebug, layar tiba tiba hitam,sudah matikan daya smartphone dan mulai ulang smartphone,sudah hapus cache,ini harus hapus data atau hapus apk dan download lagi biar tidak ngebug lagi,sangat menganggu harus login ulang agar bisa memainkannya lagi:(",kali bug layar hitam mati daya smartphone ulang smartphone hapus cache hapus data hapus aplikasi download biar bug menganggu login ulang main,-1
16964,"Nih bintang lima, semoga akun gua selalu wangy dan hoki",nih bintang moga akun wangy hoki,-1
16965,Gaem burik login aja ga bisa ga bisaain ngabisin kota doang kapok donload gaem ini,gaem burik login bisaain ngabisin kota doang kapok donload gaem,2
16967,Susaahhhh logiiinnnnnn!!!!!,susaahhhh logiiinnnnnn,4
16968,Gua mah du dulu takut download data nya lama tapi liat orang komen seru 🤔🤔🤔,mah du takut download data lihat orang komen,-1
16970,Keren anime guys,anime guys,-1
16972,Dapet karakter wangy² 🗿👊🏻,karakter wangy,-1
16973,"Game nya bagus banget karakternya cakep cakep,petualangan dan tempat nya juga keren keren",karakter cakep cakep tualang,-1
16975,"bagus banget kalau engga lag 😁, yah wajar sih bukan hp gaming. keluar sendiri, kalau baru masuk ngelag banget dan cukup lama, memonya semoga ga makin naik yah",engga lag yah wajar gaming masuk ngelag memo moga yah,-1
16976,Aku mah pemula ajarin dong puh sepuh,mah mula ajarin puh sepuh,2
16977,"Bagus sekali, gameplay pun wenak, jangan lupa untuk tambahkan fitur hold saat peningkatan lv relic atau karakter",wenak lupa tambah fitur hold tingkat lv relic karakter,3
16978,Sumpah loading nya lama bgt,sumpah loading,-1
16979,Makin update makin beratt,update beratt,-1
16980,Download data 9gb ga bisa main🥲,download data gb,28
16982,Bikin yanh lite dong,yanh lite,-1
16983,Semoga gacha saya wangi,moga gacha wangi,11
16985,"Ada sedikit patah patah pada saat cutsin, tolong di optimalkan agar bisa lancar",patah patah cutsin optimal lancar,-1
16986,"Inilah fungsi kondom sebenarnya untuk mencegah lahirnya anak seperti ini, membuat emosi bangsa dan negara",fungsi kondom cegah lahir anak emosi bangsa negara,8
16987,EVENT SCAM!,event scam,-1
16989,Dx jelas semakan cma update dta ah,dx sema cma update dta ah,-1
16990,Gamenya masih fresh gameplay-nya simple tapi seru buat dimainin bikin nostalgia sama game RPG turn based dulu storynya juga bagus desain character sama eventnya juga menarik the best buat hoyoverse,fresh simple dimainin nostalgia rpg turn based storynya desain character eventnya tarik,-1
16991,Loading nya kok lama sih padahal internet bagus loh mohon di jelas kan ya >:(,loading internet loh,34
16992,Cepet bosen,cepet bosan,24
16994,hp gw ngeblank 😅,ngeblank,-1
16995,Game RPG turnbase terbaik👍,rpg turnbase baik,19
16996,Kasi tiga dulu kalo bagus saya tabah Dua lagi,tabah,-1
16997,Zhongli bagus,zhongli,25
16998,tambahkan tombol skip story,tambah tombol skip story,3
16999,Froce close,froce close,9
17000,Mantep . Gaj sia sia game gede tapi bagus wkwk,gaj sia sia gede wkwk,2
17002,Event live streaming penipuan,event live streaming tipu,-1
17004,Best play 4 trun base!,trun base,23
17005,Game bagus storynya menarik karakternya juga cakep2,storynya tarik karakter cakep,-1
17006,No complaint,complaint,5
17009,"Game sangat menarik, tidak membosankan, bagi teman-teman yang memiliki penyakit disabilitas juga bisa langsung sembuh dengan bermain game ini 10 jam sehari",tarik bosan teman teman milik sakit disabilitas langsung sembuh main jam hari,-1
17010,Force close setelah update,force close update,-1
17013,"Event streaming, dah capek capek streaming claim hadiah 3,5, dan 7 hilang, mungkin kalau di lanjut ikut event, hari 14 dan 21 juga di hapus",event streaming lelah lelah streaming claim hadiah hilang event hapus,-1
17014,Gachaku ampas 😁,gachaku ampas,29
17015,EROORRRRRRR,eroorrrrrrr,4
17016,udah bagus dari beberapa aspek cuma animasi jalannya aja yang kaku pas cut scene semoga bisa diperbaiki,aspek animasi jalan kaku cut scene moga baik,-1
17018,GAMENYA DAH BAGUS TINGGAL DI OPTIMALIN SAJA MASIH AGAK BERAT DAN PATAH PATAH DARIPADA GENSHIN,tinggal optimalin berat patah patah genshin,-1
17019,lama kli mau masuk gamenya,kli masuk,34
17020,Saya kecewa kenapa kok setelah update bagus servernya dan playgamenya,kecewa update servernya playgamenya,-1
17021,lumayan bagus dari sisi desain char...memanjakan mata tetapi sedikit mengganggu di bagiab ketika ngerjain story and potongan clip video story char malah ngelag,lumayan sisi desain char manja mata ganggu bagiab ngerjain story potong clip video story char ngelag,-1
17022,mending gak usah diadain event love streamingnya udah capek2 live stream malah limit....tertera tidak dijelaskan kalau limetd 🤬🤬🤬🤬,mending diadain event streamingnya lelah live stream limit tera limetd,-1
17023,Mihoyo babiii gacha dapet ampas ppq,mihoyo babiii gacha ampas ppq,-1
17024,"Kurang tau harus gimana jelasinnya,tp menurut ku aku lebih prefer ini dibandingkan genshin. Build yang ga ribet dan material ascend yang ga sulit untuk di dapat. Event dan puzzle nya ga sulit banget,characternya juga fresh,ga expect aja klo characternya kadang ga sesuai sm elemennya. Tp ttp bagus,dari segi grafis dan sizenya juga udah oke! Worth it to try!",tau gimana jelasinnya tp ku prefer banding genshin build ribet material ascend sulit event puzzle sulit characternya fresh expect characternya kadang sesuai elemen tp ttp segi grafis sizenya worth try,-1
17025,Game pelit gacha nya disuruh 80 kali rate off belum lagi bug kedip kedip kebanyakan interaksi di story dan hitam sendiri saat di keluar app sebentar belum di fixx dari beberapa versi hingga sekarang,pelit gacha suruh kali rate bug kedip kedip banyak interaksi story hitam aplikasi sebentar fixx versi,-1
17026,Spam iklan,spam iklan,-1
17027,"Saran yg main ini jangan cepet"" selesai in quest dari pada gabut",saran cepet selesai quest gabut,-1
17028,"Udah main dari awal rilis, waktu awal banyak bug dan suka nge lag. Tapi makin kesini perkembangannya makin bagus, lebih gampang juga buat dapet stellar jade di banding dapet primogem di genshin. Semangat mihoyo🫶 bismillah stellar jade 9000",rilis bug suka nge lag kesini kembang mudah stellar jade banding primogem genshin mihoyo bismillah stellar jade,-1
17029,meninggal jejak,tinggal jejak,-1
17030,Aplikasi bagus dan hebat,aplikasi hebat,-1
17031,Game hoyovers gapernah gagal,hoyovers gapernah gagal,2
17033,Terlalu banyak permintaan Gabisa login,minta gabisa login,1
17034,"Gamenya udah bagus dari segi story nya sama battle nya lunayan asik Tapi saya mohon untuk tambahin fitur loncat biar kalo explor jalan nya gk gabut gabut amat Sama tolong lebih di optimalij gamenya,masa di genshin lancar di hsr lag kadang fc",segi story battle lunayan asik tambah fitur loncat biar explor jalan gabut gabut optimalij genshin lancar hsr lag kadang fc,-1
17036,Please dikasih event biar bisa Gahca min,kasih event biar gahca,-1
17037,Game nya buaaaaaaaaagus cuma agak ngelek di aku,buaaaaaaaaagus ngelek,-1
17038,Tolong bug map transparan tolong di fix ya devoloper,bug map transparan fix devoloper,-1
17039,"KALIAN MUSTI DOWNLOAD, BAGUS! Ok, i love you Caelus.",musti download caelus,-1
17041,Hoyoverse kasih agak lemah dong svarog soal nya dia bisa ngeluarin sebuah tangan pengurung karakter nya kita dan kasih hilang tangan pengurung nya dong maaf bintang 4,lemah svarog keluar tangan urung karakter hilang tangan urung maaf bintang,-1
17042,"Ini game bagus si bansosnya banyak soundtrack bagus cuma gw kurang suka gameplaynya yang nyerangnya gantian ,tapi itu pendapat pribadi tapi kalo secara keseluruhan bagus",bansosnya soundtrack suka gameplaynya nyerangnya ganti dapat pribadi,15
17043,Ilang 10 ticket dc kntl,ilang ticket dc kntl,-1
17044,"PERTAMA KALI GACHA DI BANNER LIMITED FU XUAN 86× PULL BELUM DAPET APA², EMANG BAJINGANN NIH GAME, BUANG² WAKTU NGULI BERMINGGU²",kali gacha banner limited fu xuan pull bajingann nih buang nguli minggu,-1
17045,"Game kuomttoolllll ga rate off ga rate on dikasih B5 dipity 80+ Mulu kuotnnnntolllllll, kasih kek dipity rendahh anjinkkk hoyoversee luotktmtolllll",kuomttoolllll rate rate kasih b dipity mulu kuotnnnntolllllll dipity rendahh anjinkkk hoyoversee luotktmtolllll,-1
17047,Taek raimu,taek rai,-1
17051,Aku cinta MIHOYO,cinta mihoyo,-1
17052,"Game nya seruu bangett,sukaa banget sama karakter karakter nyaa,dua mc nya cakep bangett AKU BINGUNG HARUS PILIH YANG MANAA ;(, sebenarnya grafik nya bagus (kalo ngeliat org² main), cuma HP ku nya aja yg kentang jadinya kurang HD T^T tapiii tetep bagus kok ^^",seruu bangett sukaa karakter karakter nyaa mc cakep bangett bingung pilih manaa grafik ngeliat org ku kentang hd tapiii tetep,15
17053,Apakah semua yang game kalian kembangkan selalu ada masalah setelah melakukan update,kembang update,33
17054,Setelah update knapa ngga bisa login min jaringan eror mulu padahal login game lain bisa buka yt tiktok dll bisa tapi knapa login ni game ngga bisa mohon bantuan nya min,update login jaring eror mulu login buka yt tiktok dll login bantu,-1
17055,klo lgi rate off kasih menang rate off dong 😁😁😁,rate menang rate,21
17058,"Maaf kak kok saya nggak bisa login yah selalu jaringan error padahal internet saya baru beli tolong perbaiki, ini kalo aku nggak bisa main bisa tress kak 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",maaf login yah jaring error internet beli baik tress,1
17059,"Kenapa saya tidak bisa login? Koneksi eror mulu, padahal nonton yutub lancar2 saja",login koneksi eror mulu nonton yutub lancar,1
17060,"Dari grafik, cerita menarik bgt semangat terus ya dev",grafik cerita tarik dev,-1
17061,Permainan nya bgus sekali,main bgus,-1
17062,"tiba tiba gak bisa login, jaringan Error. padahal buka game lain lancar",login jaring error buka lancar,-1
17063,"KASIH AKU FU XUAN, JING LIU, CLARA, TOPAZ, SEELE, DAN MOMY KAFKAAAAAAAAAAA",fu xuan jing liu clara topaz seele momy kafkaaaaaaaaaaa,-1
17064,Pls soft pity + menang rate off sekali aja...,soft pity menang rate,21
17065,Permasalahan erorr 1000 1,masalah erorr,-1
17068,Ni game asik bah Aesthetic gitu semoga makin maju ya HONKAI STARRIL,asik bah aesthetic gitu moga maju honkai starril,-1
17070,Tolong untuk developer gamenya di optimisin untuk mediatek dimensity 8050 biar tidak patah2 mainnya🙏please bagus sebetulnya cuma kurang optimal di mediatek dimensity 8050 semoga update kedepannya bisa diperbaiki terima kasih,developer optimisin mediatek dimensity biar patah main optimal mediatek dimensity moga update depan baik,-1
17071,DESAIN KARAKTER KEREN DAN MODE PERMAINAN YANG SERU! COCOK BANGET UNTUK PENCINTA GAME RPG! ⭐❤,desain karakter mode main cocok cinta rpg,12
17072,Lup lup,lup lup,-1
17073,Kenapa pas cut scene lag parah ya?,cut scene lag parah,-1
17074,"Saya tidak bisa main dari rilis kemarin. Dibilang error terus, sudah bolak-balik ganti data tetap saja error",rilis kemarin bilang error bolak ganti data error,1
17075,"Waktu awal sebelum update terbaru aman aman aja,,, tapi pas update skrg"" Kok gabisa masuk mulu ya pas login,,, tolong dong knp ini developer nya ,,, tpi skrg mah lancar uyy mantap min mohon di tingkatkan lagi event juga spesial perita yg lebih menarik lgi",update baru aman aman update skrg gabisa masuk mulu login developer skrg mah lancar uyy tingkat event spesial perita tarik,-1
17076,Genshin anniversary apa kabar,genshin anniversary kabar,-1
17077,"Trash, stupid game i ever play",trash stupid ever,9
17078,"Game paling bagus ketiga dari Mihoyo menurutku setelah Genshin sama Honkai Impact, dari segi gameplay dan grafik udah bagus dan menarik",tiga mihoyo turut genshin honkai impact segi grafik tarik,7
