content,clean_final,pred_topic
HSR game turn base terbaik. Karya mihoyo selalu bagus dari GGZ,hsr turn base baik karya mihoyo ggz,-1
"Game burik ,setiap hari masa update 100 MB , penyimpanan gw langsung penuh gara-gara ni game, ada tombol nonjok gak digunain aneh, Mending Maen FF",burik update mb simpan langsung penuh gara gara tombol nonjok digunain aneh mending maen ff,-1
Ngasih relic bagus dikit napa statsnya,relic dikit napa statsnya,0
"Gamenya suka eror, mau login ada tulisan eror mulu pake 1000.1 apalah game jelek lag",suka eror login tulis eror mulu pake apa jelek lag,19
Ada lag meski handphone Android sudah kompetable,lag handphone android kompetable,-1
"Semenjak banner acheron gapernah menang rate off, dikasih hard pity terus",semenjak banner acheron gapernah menang rate kasih hard pity,0
gua ngikut aja sih siapa tahu hoyo kapok terus ngasih bansos 10 char B5 limited ke player bentuk permohonan maaf😹,ngikut hoyo kapok bansos char b limited player bentuk mohon maaf,-1
Tidak bisa masuk game terus keluar sendiri tolong di perbaiki,masuk baik,2
"Emang kalo setelah update terbaru harus download data berukuran 6gb++ kah?? Hmmm, buang"" waktu.",update baru download data ukur gb kah hmmm buang,-1
Game nya mantap tapi masih ada bug seperti achievement dan misi yg tidak dikasih punya saya ga dikasih misi hanya anak kecil dan achievement setelah mengumpulkan bounty yg tersebar di jarilo turn-based,bug achievement misi kasih kasih misi anak achievement kumpul bounty sebar jarilo turn based,1
"gamee baik, baruu main dapat castorice di pity 20😋",gamee baruu castorice pity,6
"Saya kurang menyukai animasi login karena sangat ngelag, saya harap bisa dikurangi efek atau grafik animasi login nya. pity",suka animasi login ngelag harap rang efek grafik animasi login pity,11
GAMENY BAGUS BGT GA KAYA DISEBELAH GAME KIKIR,gameny kaya belah kikir,-1
"selama sebulan terahkir, ni game cukup buat gua enjoy, dari story dan aspek lainnya, musik design karakter dsb, gameplay ny ga terlalu membingungkan, turn base dicampur dengan open world, baru kali ini nemu game ginian, masterpiece",bulan terahkir enjoy story aspek musik design karakter dsb bingung turn base campur open world kali nemu ginian masterpiece,-1
gatawu baru nyoba,gatawu nyoba,-1
"Untuk pertama kalinya saya memberikan rating 1 pada game karena keburukan gacha. Sebagai Player free to play saya sudah bermain game ini kurang lebih 6 bulan, sampai itu saya baru mendapatkan 4 character limited termasuk dr.Ratio, saya tak pernah sekalipun memenangkan 50:50 dan saya selalu berakhir pada tarikan 75+. Ini adalah pengalaman terburuk ku dalam gacha. Terdengar seperti alasan sepele untuk memeberi rating 1, tapi bagi saya memang lebih baik kalah dalam battle dari pada kalah pertaruhan",kali rating keburu gacha player free main character limited dr ratio menang tari alam buruk ku gacha dengar alas sepele memeberi rating kalah battle kalah taruh,1
"Karena aku mainnya di PC jadi untuk sekarang ini semuanya masih berjalan lancar, tidak ada error dan bug, bahkan tidak lag walaupun ping nya merah 🤩. Tapi anehnya saat aku download pertama kali dan downloadan nya selesai, eeeh katanya malah disuruh download ulang lagi, datanya malah hilang, mana download nya 10.12 GB dan pakai jaringan biasa lagi 😭. Apa mungkin karena aku download nya sempet kejeda yaa... 😢",main pc jalan lancar error bug lag ping merah aneh download kali downloadan selesai eeeh suruh download ulang data hilang download gb pakai jaring download sempet jeda yaa,-1
"Game nya sangat menarik, quest story yang disuguhkan juga sangat menarik, grafik nya juga sangat bagus",tarik quest story suguh tarik grafik,-1
game turnbase dengan system power creep yg ndak ngotak!,turnbase system power creep ndak pikir,14
"semangat bang hoyo gak usah dengerin para haters, keep going",bang hoyo dengerin haters keep going,-1
Seru BGTT jadi ketagihan 😀😀😀,tagih,3
Kerja bagus Heheheha,kerja heheheha,7
Gamenya memanjakan mata si grafiknya tapi yg gk sukanya cuma satu up datenya bikin kuota Menangis itu aj si.... update,manja mata grafik suka datenya kuota menang aj update,18
"The game feel empty, the story cant be skip",feel empty story cant skip,5
Gacha macam tai,gacha tai,15
Best turn based game in the mobile👍,turn based mobile,10
"Game seru gini banyak yg protes, heran player, padahal ini bukan game PVP, apa yg dirugiin dari global passive",gin protes heran player pvp dirugiin global passive,-1
"Kok kembali update 7gb sih , abis update 90an mb kembali update 7gb T.T",update gb abis update mb update gb,-1
Power creep ga ngotak,power creep pikir,14
"game baik banyak bansos nya, farm 1 jam udah dapat 1000 stellar 🔥😋",bansos farm jam stellar,-1
Update sekarang makin bagus. Cuma dibagian cutscene agak berat,update bagi cutscene berat,-1
Enak banget saran gw kalo main game ini paling kecil ramnya 4 nah kalo mau nggak lag ram nya harus 8+ turn-based,enak saran ram lag ram turn based,-1
"update game makin kesini makin kecewa, sudah 30 gb saja total penyimpanan gamenya, kecewa",update kesini kecewa gb total simpan kecewa,26
"yg bikin KECEWA BANGET adalah 1. penyakit powercreep gila. baru aja beberapa patch yg lalu lulus MoC 12, itu pun build karakter mati-matian. sekarang, apalagi update MoC sebelum nya (waktu banner aglaea kalo ga salah) MoC 10 dengan karakter yg sama pun ga lulus. 2. game ini GA RAMAH F2P. walaupun bansos sj emang banyak, dari event, DU dll, tetep aja ga bisa tamatin konten game pake karakter seadanya. apalagi ada poin pertama. 3. yg limited bukan karakter b5, tapi karakter b4, tambahin lah",kecewa sakit powercreep gila patch lulus moc build karakter mati mati update moc banner aglaea salah moc karakter lulus ramah f p bansos sj event du dll tetep tamatin konten pake karakter ada poin limited karakter b karakter b tambah,1
Turn base terbaik,turn base baik,10
Love this game! The characters are so good and beautiful<3,characters beautiful,5
sangat menarik,tarik,3
POWERCREEP ANJENG,powercreep anjeng,14
bagus kok siapa bilang susah mainya orang aku main gamenya bagus,bilang susah mai orang,-1
powercreep gila,powercreep gila,14
Game apa ini mending genshin porno 😋,mending genshin porno,0
Gk nyangka sekarang stabil banget game nya👍 Padahal dulu pas awal rilis gw uninstall karna agak patah²,nyangka stabil rilis uninstall karna patah,-1
"game paling ramah, paling baik, sering bagi bagi, banyak bansos, game juara, game baik, amanah, jujur, chara nya mantap semua CIHUY 😁 (BISSMILLAH RUAN MEI), Saya suka bansos, banyakin bansos lagi mas Saya setia main ini game Thx yah, sehat sehat developer baik 😍🥰 turn-based",ramah bansos juara amanah jujur chara cihuy bissmillah ruan mei suka bansos banyak bansos mas setia yah developer turn based,-1
Waste,waste,13
Bissmillah soft pity,bissmillah soft pity,5
Good game for device strong lag,device strong lag,-1
"Good, banyakin bansos aja hoyo",banyak bansos hoyo,-1
Best game pity,pity,24
G dpt lc jingyuan turn-based,lc jingyuan turn based,8
"The game is good, the graphics are good, the animation is really good, the prizes from the event are good, the game is all good, I recommend playing this game🤩🤩",graphics animation really prizes event recommend playing,4
"overall sebenernya story dan gameplay nya bagus, namun powercreep di ini game terlalu parah bahkan banyak karakter lama susah di mainkan di meta sekarang atau ga laku, membuat semuanya tidak jadi stabil, banyak monster bermacam macam variasi yg membuat karakter lama kesusahan, bahkan new player di ini game benar benar kesulitan, susah enjoy, apalagi moc sekarang terkena buff hp 20%",overall story powercreep parah karakter susah main meta laku stabil monster variasi karakter susah new player sulit susah enjoy moc kena buff hp,1
Gak bisa login error 1001 lag,login error lag,17
gua dapet relic ampas mulu aelahh,relic ampas mulu aelahh,0
"b4 makin dikit, charakter baru malah op semua",b dikit charakter op,6
Semoga dapat daimen banyak dari monton banner,moga daimen monton banner,8
Panjang umur game baik,umur,-1
"Sejauh ini oke, walau gameplay-nya benar-benar gameplay yang ku tidak pernah main, tapi overall semua berjalan lancar. Hal yang kuinginkan hanya co-op dalam game, agar dapat bermain dengan teman juga.",ku overall jalan lancar ingin co op main teman,-1
"terlalu berat di login game, tolong untuk login awal di peringan karena berat sekali saat ingin login ke dalam game... itu saja untuk sekarang keluhan saya, overall gamenya bagus bgt kecuali saat login nya",berat login login pering berat login keluh overall kecuali login,-1
Sory gua kasih bintang 3 soalnya gamenya berat baget di hp masa ram 8 kapasitas 125 ga bisa ngangkat dan ga bisa buka game.... Klo gamenya ga berat gua kasih bintang 5... Sory🙏 turn-based,sory bintang berat baget hp ram kapasitas ngangkat buka berat bintang sory turn based,-1
Dah mulai susah klo G punya chart tertentu,susah chart,16
Ini gak salah donwload sampai 13gb lebih ginih,salah donwload gb ginih,0
Uwaw,uwaw,-1
Kukira hubungan kita istimewa....,kira hubung istimewa,3
Topup topup topup biar bisa libas endgame gacha,topup topup topup biar libas endgame gacha,-1
Gud turn-based,turn based,10
Sehat sehat game baik update,update,9
Dev listen the community please,dev listen community,8
"padahal kmrin main ga ngelag, tiba tiba pas update 2.3 ngeleg ngeleg ga jelas",kmrin ngelag update ngeleg ngeleg,-1
Gamenya Bagus Storynya Berasa kayak nonton drama Anime ada senang suka plus gregetnya.overall bagus dah mechanisme battlenya bisa ambush musuh ya ngasih turn tambahan diawal. lag,cerita asa nonton drama anime senang suka plus gregetnya overall mechanisme battlenya ambush musuh turn tambah awal lag,18
"inflasi HPnya gak ngotak, turn-based",inflasi hpnya pikir turn based,10
"Aku suka game yg ada story nya, karena biasa main ps. Game² ps pun biasanya tdk punya voice pack jadi harus baca dialognya agar paham. cutscene nya juga tergantung ada yg panjang dan tidak. Banyak org tidak suka dg update terbaru, tapi menurutku fine² aja. Aku main game ini utk ngumpulin char kesukaan aku, bukan utk char meta yg banyak org komplain. main game ini juga utk santai² aj, bukan utk kompetisi. jadi utk apa marah². Well, i still like it",suka story ps ps voice pack baca dialog paham cutscene gantung org suka dg update baru turut fine kumpul char suka char meta org komplain santai aj kompetisi marah well still,1
Seruu,seruu,9
Terimakasih game baik gacha,gacha,15
bagus banget banner,banner,27
Untuk di versi android 13 cukup memuaskan.,versi android muas,29
Grafiknya mulus banget. VOnya juga juga oke. Lagu openingnya sukaaa pity,grafik mulus vonya lagu openingnya sukaaa pity,-1
"Seruuu parah pokonya,bansos nya nggak pelit,Dan kemarin dapet B5 Gratis lagi behhh!! Event2 banyak bange,Story 10/10 sih pokonya keren",seruuu parah poko bansos pelit kemarin b gratis behhh event bange story poko,-1
"GAME INI SANGAT RAMAH, BAIK HATI, BANSOS BERLIMPAH, SEHAT-SEHAT TERUS YA GAME BAIK, SANGAY BAIK 😍",ramah hati bansos limpah sangay,-1
"Alhamdulillah sering dikasih b5, sehat selalu game baik 🥰🥰 update",alhamdulillah kasih b update,7
"GAME NYA BAGUS BGTTT! suka bgt sama grafiknya yang bener-bener wow, karakternya juga enak dilihat. walaupun lag sedikit, no prob. tetap NICE <3 lag",bgttt suka grafik bener bener wow karakter enak lag prob lag,18
semangat mang hoyo walaupun banyak bocil fomo banner,mang hoyo bocil fomo banner,2
keren sekalehh,sekalehh,7
game baik hati 🥰🥰🥰💋💋,hati,-1
Makanya jangan powercreep gila-gilaan turn-based,powercreep gila gila turn based,14
"Keren bet gilaaa, gw udh maen dari pra sampe sekarang, banyak bet jokes kecil yg di selipkan di dalem story nya, mantap sih, teruskan 👍",bet gilaaa maen pra sampe bet jokes selip dalem story terus,-1
Keren mantp grafik nya,mantp grafik,-1
Good sangad,sangad,-1
"makasih hoyo, akhirnya aku bisa mendapatkan pujaan hati (FireFly 🥰💍)",hoyo puja hati firefly,-1
Game pelit gacha,pelit gacha,6
"Game seru,tidak terllau p2w. Tapi tolong sediakan fitur replay story beserta alternative story lainnya seperti fgo agar player yang lebih suka ke story nya hisa replay storynya.",terllau p sedia fitur replay story serta alternative story fgo player suka story hisa replay cerita,-1
force close mulu ihh:(,force close mulu ihh,0
Add jump fitur pls :) banner,add jump fitur banner,29
"game yang cocok dimainin buat penderita insomnia, story kebanyakan yapping doang udah gitu g bisa diskip, mau nyari relik atau semacamnya dapet stats ampas mulu, padahal udah sebulan full grinding nyari relik tapi yang didapat stats ampas g guna, udah gitu event yang ada kebanyakan cuma buat player yang udah maen lama, sedangkan buat player baru cuma seuprit, intinya nih game Gacha didalam Gacha lalu dalemnya lagi Gacha dalemnya lagi Gacha dalemnya lagi Gacha begitu seterusnya 😂😂",cocok dimainin derita insomnia story banyak yapping doang gitu skip cari relik macam stats ampas mulu bulan full grinding cari relik stats ampas gitu event banyak player maen player seuprit inti nih gacha dalam gacha dalem gacha dalem gacha dalem gacha,1
Kumaha game na,maha na,-1
Game tolol powercreep,tolol powercreep,14
"salah 1 game yang berkesan buat aku, game nya santai dalam segi story dan gameplay,bansos nya juga banyak Dev nya juga mendengar feedback player, sejauh ini yang membuat ku terganggu cuma layar hitam dan hp inflation, tapi untung nya aku g build issue jadi ezz libas all konten, kedepan nya semangat lagi diantara gempuran orng fomo yang ngespam b1 karna char op",salah kesan santai segi story bansos dev dengar feedback player ku ganggu layar hitam hp inflation untung build issue ezz libas konten depan gempur orng fomo ngespam b karna char op,1
Aga bagus sih,aga,13
Keren Bisa Support HP Kentang kayak ak + Banyak Hadiah Gratis Jadi Gak Bosen main lag,support hp kentang hadiah gratis bosan lag,-1
"Terima kasih game baik walau banyak di spam bintang 1 , tapi gw tetep suka dengan update kali ini maksih bansosnya",spam bintang tetep suka update kali bansosnya,-1
For me its good experience to playing this game and fun.,experience playing fun,5
Wah gamenya bagus banget saya suka permainan ini semoga kedepannya di update lagi!!!👍👍👍👍,suka main moga depan update,-1
Free 10 summon😶‍🌫 turn-based,free summon turn based,10
"gila keren bgt, udh bansos ny banyak karakter nya awww, intinya ni game bagus, kalau bisa ya, tambahin lagi bansos ny🗿",gila bansos karakter awww inti tambah bansos,-1
game keren pity,pity,24
apasi anjay kalo keluar dikit dari updatan langsung ke reset udahmah banyak lagi,apas anjay dikit updatan langsung reset udahmah,0
"This Game However Cant Jump I still Like Play and The story Quiet Fun and the Music Make the Game More Live like fantasy, And I was new Player Who Like Never Spen Many Jade for Gacha. turn-based",however cant jump still story quiet fun music live fantasy new player never spen many jade gacha turn based,4
"Game nya bagus cuma kurang, karena gk ada fitur telanjang",fitur telanjang,29
game bagus gacha,gacha,15
"Game scam, Welt gw E3.",scam welt e,-1
dulu aku login bisa habis itu appnya kedelete aku download lagi malah nggak ngeload,login habis appnya kedelete download ngeload,19
"RPG turn base terbagus yg pernah gw mainin sih,karakter sama story bagus, apa lagi mommy kafka 1 jutapun ku bayar!! update",rpg turn base bagus mainin karakter story mommy kafka juta ku bayar update,-1
Gameplaynya cocok banget buat yang suka strategi sama yang gak punya banyak waktu luang buat main game,gameplaynya cocok suka strategi luang,11
I want failed to join this game,want failed join,5
game nya bagus 👍🏻 turn-based,turn based,10
Panjang2 gane baikkk,gane baikkk,2
Gem ape ni!,ape,3
"i am quit, thanks for nothing gacha",quit nothing gacha,15
Rate off aja terus pity,rate pity,24
Game ini bagus sih tapi terkadang suara karakter nya suka menghilang dan serasa aneh itu saja sih tpi yg lainnya bagus jdi saya kasih bintang 5 saja gacha,terkadang suara karakter suka hilang serasa aneh bintang gacha,11
"This game is good, but it's not fair at the level, why does the opponent get ahead of the player's level?",fair level opponent get ahead player level,4
Game turn base yg tidak membosankan. Gameplay dan animasinya memukau dan keren,turn base bosan animasi pukau,10
My Favorite Game,favorite,21
The best game of all time.,time,13
"Hoyoverse,tolong bikin fitur ngulang story pliiss.. Pengen ngulang story penacony",fitur ngulang story pliiss ken ngulang story penacony,-1
coems🤑🤑,coems,24
Panjang umur game baik 🙏,umur,-1
Sebenarnya aku sudah main game ini tapi harus unduh nah itu unduh nya lama dan tolong buat unduhnya jangan banyak ya karna pertama kali main sudah suka banget soalnya aku suka karakter ceweknya❤️❤️❤️❤️❤️🥰🥰 gacha,unduh unduh unduh karna kali suka suka karakter cewek gacha,-1
Gamenya udah bagus cuma kurangnya itu gak bisa diskip bentar2 ngobrol bentar2 ngobrol gelutnya bentar banyakan bacot nih game capek kupencetin layar tolong lah kasih tombol skip,kurang skip bentar ngobrol bentar ngobrol gelut bentar banyak bicara nih lelah kupencetin layar tombol skip,-1
BEST GAME TURNBASE MOBILE,turnbase mobile,10
👋 tolong buat story yg lebih bagus lagi y,story,13
Kecil ram,ram,3
simpel saja game bagus dan jika ada mempermasalahkan global passive ya jangan gacha.. lagi pula ini game tidak ada mode coop yang mengharuskan kita lebih kuat dan unggul.,simpel masalah global passive gacha mode coop harus kuat unggul,-1
"saya suka konsep dan gameplay dari game ini tapi beberapa pengembangan waktu yang lalu terjadi powercreep yg sangat mengganggu, moc yang tidak masuk akal baik dari musuh yang dibuat selalu sesuai banner char rate up yang di gacha dan HP(Health Point) yang dibuat terlalu tinggi untuk char lampau. mohon untuk memperbaiki powercreep ini sehingga game dapat dinikmati oleh semua pemain hsr baik free ataupun pay",suka konsep kembang powercreep ganggu moc masuk akal musuh sesuai banner char rate gacha hp health point char lampau baik powercreep nikmat main hsr free pay,1
loading lama,loading,-1
Makasih game baik lag,lag,3
Cutscene nya nge laaaagggg!!! Padahal kalo di gensin lancar lancar aja...,cutscene nge laaaagggg gensin lancar lancar,-1
Gamenya seru recommended parah cuman berat buat HP spek pas²an,recommended parah cuman berat hp spek,-1
Maaf terpaksa bintang 1.....hbis download malah harus download file lagi sbesar 7gb ....la gila banget ni game,maaf paksa bintang hbis download download file sbesar gb la gila,20
awal main versi 2.2 game ini udh menjadi hiburanku dan story juga bagus walaupun powercreep emng gila tapi saya tetap main game ini semoga Honkai strail kedepannya makin bagus game ini,versi hibur story powercreep emng gila moga honkai strail depan,-1
"good lah game nya, player nya aja yg banyak maunya 🤪 update",player mau update,-1
Udah lama download begitu masuk kode eror 1001_31,download masuk kode eror,17
"Game baik, ga kek game sebelah.. Si kikir",belah kikir,2
Game bagus dan berkualitas tinggi,kualitas,3
Aku kasi bintang empat soal sering terkeluar sendiri padahal lagi asik main,bintang keluar asik,-1
Demi dm ml bb gradis🗿 lag,dm ml bb grad lag,0
Baru Rilis udah bagus. Sama seperti Genshin. semua nama karakter di ambil dari Honkai Impact. gacha,rilis genshin nama karakter ambil honkai impact gacha,8
"ketika mau quest atau event setidaknya musuhnya jangan terlalu susah, hampir 2 jam mau menyelesaikan, gabakal main nih game lagi banner",quest event musuh susah jam selesai gabakal nih banner,-1
"Nice, perbanyak lagi event event menariknya",banyak event event tarik,-1
Setiap download update luar jelek banget penggunaan sinyal dari gamennya,download update jelek guna sinyal gamennya,-1
Game ya sih bagus bagus aja grafik ya hd tapi kalo ngasih misi ngak ngotak tiap misi harus melawan musuh yang ngak jelas masa tiap melawan musuh hidup lagi musuh ya..ya susah lah kalo ngalahin musuh ya..padahal lv sudah sama dengan musuh tetap aja kalah!! Sama ada lagi kalo ngelawan musu ni harus geliran giliran bikin emosi aja jadi tambah lama kaya gitu kadang suka ngak bisa demeg jadi susah kalo ngelawan musuh..aku ya aja baru main dah di kasih musuh yang gak ngotak.. TERMAKASIH!!,grafik hd misi pikir misi lawan musuh lawan musuh hidup musuh susah ngalahin musuh lv musuh kalah ngelawan musu gir gilir emosi kaya gitu kadang suka deg susah ngelawan musuh musuh pikir termakasih,1
Bagus pity,pity,24
Amazing,amazing,21
game nya seru kok Alhamdulillah gua gacha wangi trus,alhamdulillah gacha wangi,6
Gamenya sih bagus dan seru tpi klo bisa perluas lagi device untuk para HP yang dibawah spesifikasi gamenya,luas device hp bawah spesifikasi,-1
"Gamenya sangat keren dan seru. Sayangnya masih belum mendukung untuk HP pas-pasan kebawah seperti HPku. Genshin yang ukurannya puluhan Giga dan tipe game open world aja udah mendukung untuk HPku, tapi game Turn based seperti ini tidak mendukung. Aku mengerti kalau ini masih game baru dan masih butuh pengembangan. Tapi kalau bisa pengembangan dan pengoptimalan masalah lag nya bisa dilakukan secepatnya karena game ini sangat seru gacha",sayang dukung hp pas bawah hpku genshin ukur puluh giga tipe open world dukung hpku turn based dukung erti butuh kembang kembang optimal lag cepat gacha,-1
Game elek,elek,25
"So many bug in this game after new update, need to fix",many bug new update need fix,4
"game power creep, nyari uangnya dari char op lama kelamaan jd ampas, kalau terus gini malas bet ngelanjutin game sepi ini",power creep cari uang char op ampas gin malas bet lanjut sepi,-1
Saya sebagai pemain yang baru bermain blm sampai 2 Minggu apa benar untuk kapasitas totalnya sampai 18gb? Dan setelah saya download full masalah dari pemutusan server dan sering keluar sendiri itu membuat saya gak nyaman bermain mohon developer dicek dan diperbaiki,main main minggu kapasitas total gb download full putus server nyaman main developer cek baik,-1
Game bagus udah untuk segi grafik tapi kalo soal memory mendingan Jangan pernah mainin gua udah coba game nya ok tapi ini game bisa sampai 6gb lebih tolong lah kalo bikin game tuh jangan peduliin grafik doang memory gua aja hampir penuh developer tolong memory nya jangan dikasih terlalu banyak🥲🥲kalo grafik nya ga bagus kita gapapa kok asalkan memory ga sampai 1gb+,segi grafik memory mending mainin coba gb tuh peduliin grafik doang memory penuh developer memory kasih grafik gapapa memory gb,-1
"INGAT, JANGAN MAIN GAME KODOK IMPEK, MAIN HSR AJA",kodok impek hsr,2
Pengalaman pertama yang buruk update,alam buruk update,-1
"Game keren, grafik pun bagus pity",grafik pity,-1
"Mengingatkan dengan permainan Persona dalam PS 1,2,3,4 dan 5. Santai dan menyenangkan. Kalau bisa ada moment keroyokan dan tidak hanya serangan/tindakan susulan. Rasanya kupang lengkap. Kalau bisa ada juga hidden element dan kalau non element sih sudah ada.",main persona ps santai senang moment keroyokan serang tindak susul kupang lengkap hidden element non element,-1
game bagus dan menarik buat di mainkan update,tarik main update,-1
Kafka mantap 😋😋😋😋😋😋🥰🥰🥰,kafka,25
"Perbaiki loading screen yang sering stuck, padahal jaringan lancar tapi suka ngestuck lag",baik loading screen stuck jaring lancar suka ngestuck lag,-1
Bagus banget tapi malah hp gw gakuat memory nyaaa😫😫😫😫😫😫😫KAFKAAAA,hp gakuat memory nyaaa kafkaaaa,-1
semoga dapet archeron gacha,moga archeron gacha,-1
powercreep ajg,powercreep ajg,14
"game nya bagus, tapi login nya lama bgt",login,17
Cocok ditinggal jaga toko😋👍,cocok tinggal jaga toko,-1
"Assalamualaikum mas Mihoyo, game nya Bagus bang. Terima kasih. Semoga Gw kerja di Mihoyo abis Naik Haji gacha",assalamualaikum mas mihoyo bang moga kerja mihoyo abis haji gacha,-1
Saran dari saya untuk cutscene mending di import video in game jangan real time dari game. Karena Banyak hp yang gk kuat di bagian cutscene HSR,saran cutscene mending import video real time hp kuat cutscene hsr,-1
Gamenya Bagus (-) nya di ceritanya banyak bet dialognya,cerita bet dialog,13
Kok loading nya lama banget ya gk masuk masuk ke game nya tolong diperbaiki,loading masuk masuk baik,-1
Download data ni game lama banget😭😭,download data,9
"Semangat geme baik,moga selalu baik beri bansos dan pty gacha lansung ret on",bansos pty gacha lansung ret,-1
Kalau bisa Yappingnya di kurang kurangin.,yappingnya rangin,-1
GAME SAMPAH TOLOL banner,sampah tolol banner,-1
singkat padat game ini bagus lag,singkat padat lag,3
Where is the 80x pull that in the ad? When I was just playing there were no tickets for gacha,x pull ad playing tickets gacha,8
Cewenya sok Iyah gaada cowo sigma update,cewenya sok iyah cowo sigma update,0
Di kasih ranting 3 dulu soalnya dowload data dalam game nya lama banget paket internet udah habis tapi tetap ngk bisa dan akhirnya gagal download,ranting dowload data paket internet habis gagal download,-1
GIVE BACK FIREFLYY 😭😭,give back fireflyy,5
Seru turn-based,turn based,10
Bagus game nya grafik nya mantul karakter nya Bagus bagus pokoknya ga nyesel maen ni game 🤩,grafik mantul karakter pokok nyesel maen,-1
Kurang optimal gamenya di beberapa cutscene ngecrash. Device poco x3,optimal cutscene ngecrash device poco x,-1
"Game sangat bagus dan menarik, karena mengambil genre jadul tetapi dengan grafik yang keren, saya sangat mengapresiasinya.",tarik ambil genre jadul grafik apresiasi,-1
Bagus game nya seru cuman loding screen nya agak lama turn-based,cuman loding screen turn based,10
Game baik pity,pity,24
game baguss,baguss,28
Bisa dapet diamon gratis,diamon gratis,3
good game strategi yg pernah aku main in,strategi,27
Grafik bagus animasinya pun bagus tapi KEBANYAKAN ANIMASI WO!!!!! 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬,grafik animasi banyak animasi wo,11
lancar banget gw mainin nya padahal spek hp helio g95,lancar mainin spek hp hio,-1
gak bisa login,login,17
"gamenya santai bangettt. buat kalian yg pada udah ngerasa tua gamau ambis2 bgt sama game tapi mau liat gameplay, apalagi karakter-karakter yg bagus, boleh langsung di download sj!!!!! plus translator bahasa game ini bener2 bagus dan santai dan lawak jadi buat kalian yg pada tua pada butuh hiburan sejenak bisa deh download. asli.",santai bangettt ngerasa tua gamau ambis lihat karakter karakter langsung download sj plus translator bahasa bener santai lawak tua butuh hibur deh download asli,1
Plis aku Nak dapet tribbe buat the herta dan semoga relicnya wangi AMIIN,nak tribbe herta moga relicnya wangi amiin,-1
yey bansos Ruan Mei 🥰,yey bansos ruan mei,-1
"Dri lore,grafik udh asik sih,cuma sayang ternyata turnbase",dri lore grafik asik sayang turnbase,-1
mantapp turn-based,mantapp turn based,28
"Suka banget sama gamenya!!🥰 Alurnya menarik dan lengkap, gameplay-nya bagus, karakternya juga bagus, grafisnya sangat memanjakan mata😍 eventnya juga banyak. Overall baik sih, keren gamenya👍🏻 update",suka alur tarik lengkap karakter grafis manja mata eventnya overall update,11
"Genshin impact, Honkai impact.. dua2nya keren lah",genshin impact honkai impact,8
Hi ini kenapa aku baru saja download game ini kembali tapi account yg ku miliki tiba tiba saja hilang dan kembali ke awal permainan tolong di pertanggungjawaban kan soal ny akun itu udh banyak progres ny tapi hilang ketika aku mendownload game ny lagi gimana iki aku pen download patch baru doang knp harus ilang progres ku,hi download account ku milik hilang main pertanggungjawaban akun progres hilang mendownload gimana iki pen download patch doang ilang progres ku,-1
"aku udah donlot datanya loh kok malah pas mau main lagi suruh donlot data lagi, mana lama banget donlot data nya",unduh data loh suruh unduh data unduh data,26
Best game so far lag,far lag,3
"i never win rate off in character wrap, why?",never win rate character wrap,5
Hard pity!! lose 50:50,hard pity lose,5
uWu banget si kamu,uwu,24
"Keseluruhan map nya hilang kalo mau main story rada susah nabrak tembok terus. Padahal sebelum update 1.3 sampai update terbaru gak gini, bisa di perbaiki tidak yah?",map hilang story rada susah nabrak tembok update update baru gin baik yah,23
Sangat amat bagus saya suka sekali,suka,22
"Terimakasih banyak HSR, sudah memberikan welt. Emang terbaik",hsr welt baik,2
Game bagus banner,banner,27
minimal kasih gw menang rate off lah.. pity,minimal menang rate pity,0
gameny bagus tapi lebih bagus lagi ada fitur swap min😁,gameny fitur swap,29
Cool,cool,21
Game nya seru dan grafik nya bagus terus lawan bos nya menantang,grafik lawan bos tantang,-1
"Awalnya bagus"" aj,tapi pas udh mulai download dlm10+gb pas kelar mau main waktu udh pencet masuk malah masalah koneksi Mulu yang muncul.padahal,jaringannya baik baik saja dan saat bermain game lain jaringan saya baik baik saja.jika ini bug tolong di perbaiki tapi kalo masalahnya di sini tolong di kasih solusi",aj download gb kelar pencet masuk koneksi mulu muncul jaring main jaring bug baik solusi,19
Mantap gacha,gacha,15
Mantap slurrrrr,slurrrrr,7
"Untuk user samsung download di galaxy store, lebih stabil",user samsung download galaxy store stabil,-1
Saya donwload resources seketika itu di suruh donwload balik aku tidak tau mengapa tolong di perbaiki secepat nya juga,donwload resources suruh donwload tau baik cepat,-1
Hari hari kalah rate off Mulu Sekali sekali kasih menang rate off lah hoyo lag,kalah rate mulu menang rate hoyo lag,0
"Banyak yang bilang Hp inflation lah, buff char lama lah karena mulai ampas.Sekalinya hoyo buat char OP kayak Castorice malah pada demo terlalu OP😂. Lucu bet emang fandomnya🤣😂",bilang hp inflation buff char ampas sekali hoyo char op castorice demo op lucu bet fandomnya,1
Ratenya ga ngotak kasi lah b5 sekali pull,ratenya pikir b pull,0
Saya ingin ngeluh kenapa map nya sama pas masuk kerjanya gak ada dan map hitam padahal awalnya oke aja tapi ko tiba tiba pas masuk ke gituya,ngeluh map masuk kerja map hitam ko masuk gituya,-1
"Gamenya bagus, bansosnya banyak, banyak pria tamvan, pokoknya udah bagus dehh😘",bansosnya pria tamvan pokok dehh,0
bansos banyakin :),bansos banyak,-1
Kecewa berad,kecewa rad,-1
