content,clean_final,pred_topic
"Heran sering banget ERROR login karena jaringan, semoga bisa diperbaiki kedepannya krn menghambat bgt padahal suka banget sm game nya.",heran error login jaring moga baik depan hambat suka,0
yang kasih rate b1 skill issue samua😹,rate b skill issue samua,3
Dx jelas semakan cma update dta ah,dx sema cma update dta ah,-1
Mantaaaaap,mantaaaaap,2
"anti fomo,gtw apa² kok ngasih b1",anti fomo gtw b,-1
Udah bagus tapi ada bug loading lama,bug loading,8
"it's a really good game, keep it going HoYoverse! I like The characters and i enjoyed the gameplay!",really keep going characters enjoyed,4
"Game nya bagus beut, tapi please di perbaiki bug pas masuk login, padahal pas update tadi awalnya masih bagus pas gacha, sekarang nge blank ga karuan, ada suara nya tapi animasi nya kedap kedip",beut baik bug masuk login update gacha nge blank karuan suara animasi kedap kedip,0
"tolong tambahkan bintang 4 nya dong, makin ke sini makin dikit B4 nya",tambah bintang dikit b,12
"Jalan cerita bagus & menarik, gameplay santai & gak terlalu sulit, yang terpenting gk pelit bansos, dan juga saya main di HP POCO X6 Pro lancar bgt + suhu adem padahal grafik high😊 sangat nyaman & enjoyable untuk dimainkan",jalan cerita tarik santai sulit penting pelit bansos hp poco x pro lancar suhu adem grafik high nyaman enjoyable main,1
simulasi universe nya bagus update,simulasi universe update,7
Gacha gwah bau sayonara hsr 🙂,gacha gwah bau sayonara hsr,-1
Grafik Sangat bagus,grafik,19
udah bagus dari beberapa aspek cuma animasi jalannya aja yang kaku pas cut scene semoga bisa diperbaiki,aspek animasi jalan kaku cut scene moga baik,-1
"Gal bisa login njirr eror mulu, padahal jaringan udh bagus bet, 5g malahan.Padahal hp gw juga sanggup main ny, tp ttp erorr",gal login njirr eror mulu jaring bet hp sanggup tp ttp erorr,0
bagus bangettt,bangettt,2
Hehe,hehe,2
udah kalah rate off hard pity SJ seret pula,kalah rate hard pity sj seret,9
Game dermawan,dermawan,-1
Saya tidak tahu tapi saya lihat di google tentang informasi size honkai Star rail tertulis bahwa untuk android itu butuh 5-7 GB dan yang PC butuh 20 GB tetapi saat saya memainkan game ini saya disuruh untuk mendownload data data lainnya sebesar 18 GB 🙏,lihat google informasi size honkai star rail tulis android butuh gb pc butuh gb main suruh mendownload data data gb,1
nyi nyi nyi,nyi nyi nyi,-1
baru main bentar udah kena bug bikin hp jadi ngelag parah gak lagi lagi dah gua download game gak liat ulasan dulu entah hp gw yg kentang atau game nya yg bermasalah gw kasih bintang 3 ilangin dulu bug nya baru gw kasih bintang 5,bentar kena bug hp ngelag parah download lihat ulas hp kentang masalah bintang ilangin bug bintang,0
Global pasif no no,global pasif,-1
"ngebantuin biar ngga turun, banyak bocah fomo",ngebantuin biar turun bocah fomo,12
"power creep, jade sedikit untuk quest yg sangat panjang side quest yg membosankan dan lama banyak lagi",power creep jade quest side quest bosan,-1
Tiap update segede gaban gimana gk jadi bengkak,update gede gaban gimana bengkak,0
Bagus banget ketimbang main ghensin -_-,ketimbang ghensin,-1
emg debest,debest,-1
Feeling bad when loading screen appears gacha,feeling bad loading screen appears gacha,4
"Powercreep Star Rail, Tambahkan lagi global pasif, kuras trus itu dompet player update",powercreep star rail tambah global pasif kuras dompet player update,-1
"This game is really amazing, but somehow i cant log in anymore😭😭 when i wanted to log in with my google email, i can't log in and it literly work yesterday, can you please give me some advice😭",really amazing somehow cant log anymore wanted log google email log literly work yesterday give advice,4
Grafik ok. karakter good looking. story bagus. enemy ga ngotak. turn-based,grafik karakter looking story enemy pikir turn based,4
Pity hijau terusss 😂😂 turn-based,pity hijau terusss turn based,-1
Ini gameplay yg saya cari-cari dari dulu🥳🥳🥳. Sangat cocok buat orang yang gak suka lama lama pity,cari cari cocok orang suka pity,-1
Selalu eror kalau mau login,eror login,17
Saya suka game ini. Game turn base yang sangat bagus mempunyai detail yang bagus dan rinci. Hoyoverse Kasi aku archeron plisss,suka turn base detail rinci archeron,13
"Karena Sekarang saya sudah bisa login, menurut saya gamenya makin lama makin menarik tapi kadang ada aja yang bikin bosen, entah itu tentang percakapan yang terlalu panjang dan lumayan sulit di pahami jadi harus baca 2 kali (ini menurutku) dan dll. Tapi sejauh ini aku suka sama gamenya, karena menurut aku game ini ga susah, kalopun susah itu cuma sedikit doang. turn-based",login tarik kadang bosan cakap lumayan sulit paham baca kali turut dll suka susah kalo susah doang turn based,-1
Game nya bagus sih tapi kok Pas Awal Main Kayak patah patah Tolong diperbaiki,patah patah baik,-1
Better than genshin frfr,better genshin frfr,-1
"Game play nya enak di mainkan dan dalang cerita nya juga sangat menarik untuk di baca dan di tonton, aku enggak sia-sia menunggu game ini sejak dulu. Oleh karena itu aku kasih bintang lima semangat hoyoverse dan jangan menyerah dengan komen yang tidak bagus tetap percaya diri ya hoyoverse, aku bangga sekali sama game dari hoyoverse✨😊😊👍💞",enak main dalang cerita tarik baca tonton sia sia tunggu bintang serah komen percaya bangga,-1
BEST GAME EVER,ever,15
"Ga mengecewakan, ga kecewa nunggu lama Terima kasih 😊👍🏻 moga kedepannya dukung 120 fps 🤭 banner",kecewa kecewa tunggu depan dukung fps banner,-1
Bagus banget untukku ini bagus+story nya jg wajib diberikan jempol namun jg ada kekurangan walaupun begitu masih bisa diterima lah pokoknya boleh dicoba dan recommended banget dehh,untuk story wajib jempol kurang terima pokok coba recommended dehh,22
penyakit powercreep gila,sakit powercreep gila,20
"Inflationary hp, unbalanced characters and global passives make things worse ,I am one of the victims of an unbalanced system, many of my old characters are no longer relevant when brought into end game content.",inflationary hp unbalanced characters global passives things worse one victims unbalanced system many old characters longer relevant brought end content,4
"Nice game, but if i lost my 50/50 please i need himeko",lost need himeko,-1
"Keren bet , cuman yang kurang cuman 1 setiap cutscene lag bet nya minta ampun kalau tentang gameplay okelah",bet cuman cuman cutscene lag bet ampun,-1
Cool gacha,cool gacha,11
Best story game ever,story ever,-1
My seele has been scratched for too long,seele scratched long,-1
Plot 3.0 dijalani sambil merenung. Banyak kalimat filosofis dan bahkan pas Oronyx bicara pun aku merinding. Suka fitur buku tiap karakter yang ngasih cerita epos itu gacha,plot jalan renung kalimat filosofis oronyx bicara merinding suka fitur buku karakter cerita epos gacha,1
Keren bet anjay,bet anjay,2
"Selamat pagi game baik🙏, game ini sangat bagus‼️, banyak char yang cantik/ganteng dan unik😍, udh gitu banyak bansoss💯🤭, grafiknya pun HD🤩, sehat sehat game baik😇🤗",selamat pagi char cantik ganteng unik gitu bansoss grafik hd,-1
Unduh data di awal game terlalu besar...23GB pity,unduh data gb pity,-1
Goof,goof,15
Ga sabar bet mainnya 😖😖😖,sabar bet main,9
bagus gacha,gacha,11
Greatest game ever 👍👍👍,greatest ever,-1
"Suka sama game nya, gameplay nya meskipun turn based tapi tetep unik, desain Character nya juga bagus-bagus, story juga bikin penasaran banget, sayang cuma ga terlalu open world, Map nya agak terbatas, tapi sejauh ini saya ga ada kendala selama main Semoga update kedepannya makin banyak fitur menarik yah!!",suka turn based tetep unik desain character story penasaran sayang open world map batas kendala moga update depan fitur tarik yah,-1
Thank u update,u update,7
Perfect,perfect,10
game nya enak aja gak ada masalah,enak,6
"bagus game nya, yang ngasih b1 kebanyakn fomo😹 pity",b kebanyakn fomo pity,16
"heii hoyo, gamenya udah bagus, tapi adain fitur coop dong, cuma buat jalan-jalan sambil cari cest doang, masa cuma bisa buat pinjem karakter 😞 turn-based",heii hoyo adakan fitur coop jalan jalan cari cest doang pinjem karakter turn based,24
"kechee, aku Sukak ni game yang kasih bintang 1 tu fomoo",kechee sukak bintang tu fomoo,9
Bagus tapi hard pity mulu setiap gacha manuk.,hard pity mulu gacha manuk,12
Sangat menyenangkan 😁,senang,6
great game.. anime style.. Wibu.. The gameplay was great.. Overall good.. Good job hoyoverse... The minus pity gacha quite strange.. turn-based,great anime style wibu great overall job minus pity gacha quite strange turn based,4
"Bagus, cuman ini game lebih ke story, pertarungannya kurang suka, menurut pribadi lebih suka tarungnya honkai impact",cuman story tarung suka pribadi suka tarung honkai impact,26
Ini geme bagus bangett!!!!,bangett,2
Great... After the update it keeps forcing me out,great update keeps forcing,4
iya untuk game nya bagus lah tapi hoyo tolong serangan bos di kurangi masih sakit udah di nerf hp bos ny,iya hoyo serang bos kurang sakit nerf hp bos,-1
Blom coba sih hehe,coba hehe,-1
"Love This game! Dari Graphics nya bagus, Karakternya juga bagus, Event nya juga seru banget Jujur dari awal Cerita Udah tertarik banget buat main game ini Pokoknya bagus deh👌",graphics karakter event jujur cerita tarik pokok deh,-1
player skill issue yapping😂🫵,player skill issue yapping,-1
"Powercreap gila, banyakin lagi animasi interaksi kayak zzz, tambahin capturing kayak genshin banner",powercreap gila banyak animasi interaksi zzz tambah capturing genshin banner,-1
"Ini game sangat bagus sekali, apa lagi di hp saya yg kalo main genshin biasanya grafik rendah dan itupun masih ngelag dikit. Di game ini gw bisa nikmatin visual nya banget cuy dan juga kalo di genshin itu eksplorasi mapnya itu susah dan banyak banget tapi kalo di sini mudah dan gampang karena mapnya di bikin kecil kecil, secara gameplay juga udah bagus banget turn based nya serun, karakter gratisannya juga op cuy, kalo ada yg bilang gak bisa loncat pertanyaannya adalah lu mau loncat kemana njir",hp genshin grafik rendah itu ngelag dikit nikmatin visual cuy genshin eksplorasi map susah mudah mudah map turn based serun karakter gratis op cuy bilang loncat tanya loncat mana njir,1
"Sesuai yang di harap kan, gamenya sangat bagus tetapi terkadang pas lagi bertarung kadang kadang agak lag, padahal lancar jaringan saya, jadi saya kasih bintang 5",sesuai harap terkadang tarung kadang kadang lag lancar jaring bintang,-1
Rating 5 biar selalu dapet caracter B5:),rating biar caracter b,9
Kenapa si harus daftar,daftar,19
Bagi ku game Honkai: star Rail grafik nya juga bagus dan karakter nya jga bagus tapi si gacha nya kurang beruntung 🗿,ku honkai star rail grafik karakter gacha untung,-1
Woof,woof,10
Coba dulu,coba,-1
Kalah rate off 2 kali babi turn-based,kalah rate kali babi turn based,9
Jangan pelit pelit dongz 😁,pelit pelit dongz,2
aku suka reward nya dan sistem gacha nya gak kayak game sebelah,suka reward sistem gacha belah,-1
Grafiknya bagus banget,grafik,19
game seru dan banyak event yg menarik untuk di dapatkan terus dan permainan yg sangat seru sekali,event tarik dapat main,9
Game nya bagus banget banyak karakter yang bagus bagus,karakter,15
"Optimalisasi lagi dong, lag banget",optimalisasi lag,-1
belum coba HP nggak kuat,coba hp kuat,-1
Seru si tapi klo hp Lo kentank map nya kelap kelip 😊😍,hp lo kentank map kelap kelip,-1
LULUS SNBT PILIHAN 1 ATAU PILIHAN 2 YA TUHAN AMIN update,lulus snbt pilih pilih tuhan amin update,-1
"Tolong perbaiki bug texture hilang, sebenarnya saya suka game ini",baik bug texture hilang suka,9
"i afraid my chromebook storage it's full, but i hope this game will be in geforce now too :)",afraid chromebook storage full hope geforce,4
"DEVELOPER SLOW RESPON, GK BISA NGATASIN MASALAH, TIBA TIBA GK BISA MAIN ""Terlalu banyak permintaan"" GANTI AKUN AJA KAGA!!! MINTA SOLUSI KE CS, TAPI SLOW RESPON, KEBURU MALAS MAIN",developer slow respon atas minta ganti akun solusi cs slow respon keburu malas,0
turn base tapi size ga ngotak cokkk,turn base size pikir cokkk,9
"Amazing lore,storyline,character design,also RPG system that combine between open world and turn based system!!",amazing lore storyline character design also rpg system combine open world turn based system,4
"Udh mau sebulan nunggu, misi baru pun ngk ad trabelizer udh lvel 50, misi pun ngk ad keliling² kyak orng begok,",bulan tunggu misi ad trabelizer lvel misi ad keliling kyak orng begok,-1
Bagus hannya saja terlalu ngelag,hannya ngelag,-1
loadingnya lama kenapa harus pake top up waktu sihhhh banner,loadingnya pake top sihhhh banner,-1
Setelah update terbaru gamebya jadi sering force close pas mau masuk game atau pas lawan boss spt pantalia,update baru gamebya force close masuk lawan boss pantalia,-1
"Tolong untuk pihak dev ,adakan fitur hpus data quest seperti game² lain ny genshin dan hi3 ,kasian hp yg spek mid range ke bwh tidak cukup internal karena size game terlalu besar ,beda dengan genshin dan hi3 meskipun besar tapi bisa di hapus data quest jdi bisa melegakan internal yg sedikit,mohon di baca untuk pihak dev.",dev adakan fitur hpus data quest genshin hi kasi hp spek mid range bwh internal size beda genshin hi hapus data quest lega internal baca dev,1
"Please tolong,habis update ga bisa dibuka keluar terus, padahal udah selesai update, tolong solusinya pengen gacha ini yaampun,ditunggu:)",habis update buka selesai update solusi ken gacha yaampun tunggu,0
"Menurut saya game ini bagus dan menyenangkan tapi ada bug dimana saat saya sedang bermain keluar sendiri dan ketika merubah grafik selain sangat Rendah tiba-tiba berubah jadi putih semua hanya Itu masalah dari yg ku dapat kalau sudah diperbaiki nanti saya kasih Rating bintang 5,",senang bug mana main rubah grafik rendah ubah putih ku baik rating bintang,1
Saran min aku pengen banget ada fitur 3x dipercepat battlenya😁,saran ken fitur x cepat battlenya,5
Please be nice always low pity,always low pity,-1
game baikk👍👍,baikk,2
size ny terlalu bsr utk d download loading ny lma dan BKIN nge lag,size bsr download loading lma bkin nge lag,-1
"power creep gila,,,,trs 180 kali gacha baru dapet 1 limited,,, bansos dikit hoyo pelitt banner",power creep gila kali gacha limited bansos dikit hoyo pelitt banner,-1
Amazing game,amazing,10
Mantap lah dari segi story dan backsoundnya 11 12 sama genshin dan voice actor Englishnya lebih bagus yang ini daripada genshin dan 1 lagi mulut char nya ngepas banget sama teks yang diomongin Good job HOYOVERSE,segi story backsoundnya genshin voice actor englishnya genshin mulut char ngepas teks diomongin job,-1
Sungguh merupakan maha karya yang tidak ada duanya 👍👍👍👍👍👍,sungguh maha karya dua,10
Game bagus saya suka gameplay nya gacha nya karakter nya 😁,suka gacha karakter,13
Super keren,super,10
"visual ok👌 storynya bagus, ramah f2p pokoknya mantaplah",visual cerita ramah f p pokok mantap,22
Turu based penuh waifu,turu based penuh waifu,3
Aduh aduh game bagus banget turn-based,aduh aduh turn based,20
"Dosa besar HSR ••penyakit powercreep gila ••Inflasi star rail ••Yapping Star rail cerita makin Mid kebanyaan Yapping ngak jelas ••Global Passive yg akan menciptakan powercreep terbaru ••dibumbui Agenda Jomok Yuri,asal mula dari Hi3 emang penyuka Yuri ••cerita kebanyaan BlackScreen 6)DEV Batu dll",dosa hsr sakit powercreep gila inflasi star rail yapping star rail cerita mid kebanyaan yapping global passive cipta powercreep baru bumbu agenda jomok yuri hi suka yuri cerita kebanyaan blackscreen dev batu dll,1
Opsional,opsional,15
"Rpg semi giliran, kirain mmorpg, dowload data dalem awal nyampe 7gb, gila but tipe game gini doang nyampe gede bgt, gw g tau setelah download 7gb ada daleman lagi apa engak, soalnya gw juga sama lagi download, bisa seharian lebih mana wifi lemot",rpg semi gilir kirain mmorpg dowload data dalem gb gila tipe gin doang gede tau download gb dalem engak download hari wifi lot,-1
"Saran terbaik yang bisa saya berikan perihal drama ""global pasif"" ini adalah untuk merubah/revamp menjadi ""party pasif"", jadi persyaratannya berubah CASTORICE HARUS BERADA DIPARTY untuk mendapatkan efek Edo tensei tersebut. Hal ini juga sudah termasuk berlebihan karena powercreep Fu Xuan E2 dan Bailu, namun hal ini juga lebih baik daripada mekanisme ""global"" yang membuat player protes & banyak KAUM FOMO NORAK yang ikutan rating 1 star pada APLIKASI ANDA....",saran baik perihal drama global pasif rubah revamp party pasif syarat ubah castorice diparty efek edo tensei powercreep fu xuan e bailu mekanisme global player protes kaum fomo norak ikut rating star aplikasi,1
Game hsr kebanyakan yapping kaya sidang isbat kemarin,hsr banyak yapping kaya sidang isbat kemarin,-1
yoiii pity,yoiii pity,-1
perfect,perfect,10
"sebenernya ga terlalu masalah sma global passive tpi mungkin itu mlh ngebuat jdi gambang bgt apa lgi castorine ga pake global passive udh op bgt bisa heal, dmg bagus, bisa nahan dmg, ngasih taunt apa lgi di tambah global passive, tpi ak sih masi bisa terima. trus klo bisa itu quest baru yg amphoreus jangan yapping mulu napa hoyo jdi mirip quest sumeru kan panjang lebar, tpi sumeru masi asik sih, overall dri chara, story, sma mekanik oke sih",global passive mlh ngebuat gambang castorine pake global passive op heal dmg nahan dmg taunt global passive mas quest amphoreus yapping mulu napa hoyo quest sumeru lebar sumeru mas asik overall dri chara story mekanik,21
Mayan,lumayan,6
udah pensi sih tapi gapapa lah ikutan bintang 1,pensi gapapa ikut bintang,12
Makasi hoyoplers udah ngasi 5 biji Chara B5 di Trailblazer gw yg ke 18,makas hoyoplers ngasi biji chara b trailblazer,3
Game yang menarik dan panjang perjalannya.. update,tarik jalan update,-1
"Its a turn based game , with some combination of tactics u can use. The game storyline isnt fascinating as honkai impact or maybe even genshin but it is enjoyable. The performance on the game still need to be optimized, its a small world nothing like a freeroam genshin so it should be better performance. The grinding in this game isnt bad but not good either, the drop maybe can be more fixed lik why Quantum relics got healing boost etc. banner",turn based combination tactics u use storyline isnt fascinating honkai impact maybe even genshin enjoyable performance still need optimized small world nothing freeroam genshin better performance grinding isnt bad either drop maybe fixed lik quantum relics got healing boost etc banner,4
"Game T*L*L Nggak Kreatif, inflasi Nggak Ngotak , Nggak Ada Mekanisme Baru Yang Menarik Buat Jualan Char👎👎👎 Padahal Dulunya Baik-baik Aja ni Game",l l kreatif inflasi pikir mekanisme tarik jual char dulunya,-1
"sebagai player yang awal rilis udah main, untuk gameplay di update an sekarang bener² kerasa banget powercreep dan HP inflationnya. untuk nyelesain end game content aja kewalahan.",player rilis update bener rasa powercreep hp inflationnya nyelesain end content kewalahan,5
"UH OH .... Ini terlalu keren....!? btw, huo huo kapan rerun anjer",uh oh btw huo huo rerun anjer,16
Sangat puas,puas,6
Kenapa hitam trs ga masuk2,hitam masuk,-1
Plis lah mendadak grafis map banyak yang kabur/ blur padahal dulu tidak seperti itu didevice Tecno pova 4 pity,dadak grafis map kabur blur didevice tecno pova pity,3
sudah bagus tapi tolong pitynya di kurangi dari 90 ke 80 saja 🗿,pitynya kurang,23
"Bagus cuma aing minta tolong dong tim di perbarui yang awalannya cuma 4 org doang ,per tim jadi 5 ,soalnya kadang pengen nambah karakter dmg cuma slot nya kureng ,soalnya di tim ada 2 healer 1 shield, 2 healer supaya kalau healer 1 nya otw mati ada 1 healer lagi 💀😁",aing tim baru awal org doang tim kadang ken nambah karakter dmg slot reng tim healer shield healer healer otw mati healer,21
"untuk game nya oke sih, cuma pas udah download data nya, udah selesai, udah loading, pas masuk malah keluar keluar ga jelas padahal syarat hp gw udah terpenuhi anj",download data selesai loading masuk syarat hp penuh anj,0
"1. Passive global gak ngotak 2. Hp inflation 3. No B4 baru, minimal bisa buat versi lite nya b5 meta 4. POWERCREEP BRUTAL 5. Desain char cewek kaya template, terutama bagian dada 6. Char cowok dinerf brutal demi char cewek bisa masuk meta",passive global pikir hp inflation b minimal versi lite b meta powercreep brutal desain char cewek kaya template dada char cowok dinerf brutal char cewek masuk meta,1
Bagus sekali grafik nya apa lagi alun cerita nya bagus semua cuma ketika disuruh melawan robot malas banget seandainya tidak setia pada saat ada robot tapi aku tetap suka ❤,grafik alun cerita suruh lawan robot malas anda setia robot suka,-1
"Yg ditunggu""rilis juga😋",tunggu rilis,7
Aku main dari season awal dan sekarang aku mau pamitan karna hp ku udah kepenuhan size dari hsr sebenernya sedih klo mo dihapus tapi mo gimana lagi..Mungkin di season ini aku berhenti main dan mau ucapin terima kasih hsr telah memberikan permainan yang sangat menarik dan sekarang saya ucapkan terimakasih banyak😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,season pamit karna hp ku penuh size hsr sedih mo hapus mo gimana season henti ucapin hsr main tarik ucap,-1
"Jujur gamenya sudah bagus gw bener bener pengin main ni game lagi karena update, hp ram gw gak cukup lagi gw harap nanti ada honkai star rail cloud. Supaya bisa jadi alternatif player yang pengin main ni game bisa coba sama merasakan serunya nih game",jujur bener bener pengin update hp ram harap honkai star rail cloud alternatif player pengin coba rasa seru nih,5
Makasih Game Baik gacha,gacha,11
"grafik mantap, waifu mantap, loli mantap, semua mantap uhuhe",grafik waifu loli uhuhe,3
"Extreme Power creep, P2W is real",extreme power creep p real,-1
Lah kok nge bug pas udah beresin tantangan universal bagian ke 3 malah nge blenk item semua layar padahal sebelumnya lancar aja main kok ini jadi item semua layar tolong di perbaiki bug nya aduh lagi jalanin misi universitas tiba-tiba item semua sangat menganggu tidak bisa kembali bermain semua hitam layarnya tidak ada gambar saya kira hp saya yang elor ternyata game nya,nge bug resin tantang universal nge blenk item layar lancar item layar baik bug aduh jalanin misi universitas item menganggu main hitam layar gambar hp elor,1
"Game Honkai ini ternyata bagus banget, aslii bagus bangeet.. Pengalaman seru di luar angkasa .. update",honkai asli bangeet alam angkasa update,26
game terbaik sepanjang masa👍 turn-based,baik turn based,18
Tolong bug nya di fix,bug fix,8
Untuk gameplay dan story itu okayy banget terus dari setiap design charakter nya keren keren di tambah voice nya juga yang pas ke setiap charakter nya sama soundtrack juga enak enak Dan untuk mihoyo tolong kembalikan game pendahulu yaitu Houkai Gakuen 2 soalnya bener bener pengen ber nostalgia banget sama game pertamanya mihoyo semenjak game nya tutup,story okayy design charakter voice charakter soundtrack enak enak mihoyo kembali dahulu houkai gakuen bener bener ken ber nostalgia pertama mihoyo semenjak tutup,26
"Tinggal tambahin fitur skip story aja Soalnya side quest storynya ga penting"" bgt ga harus di perhatiin bgt jadi setidaknya bisa skip sekalian hemat waktu sama tenaga buat mencet""in text yg loadnya lama kalo buat story utama gaada juga ga masalah soalnya penting",tinggal tambah fitur skip story side quest cerita perhatiin skip hemat tenaga mencet text loadnya story utama,-1
The gameplay is so good. But chan you put dhis game ini ps/play stasion so I'm chan play in good gratis pls😢😢 I be wait,chan put dhis ps stasion chan gratis wait,3
"Login bisa tapi gak bisa masuk ke game. Resource download failed, padahal udah di update semua. HSR doang yang kayak gini genshin sama HI3 langsung masuk ke game",login masuk resource download failed update hsr doang gin genshin hi langsung masuk,0
"Tolong ada bug,saat saya mengedit team saya saat keluar masih berada di layar edit tetapi sudah berada di gameplay tolong ini membuat saya harus keluar masuk aplikasinya",bug edit team layar edit masuk aplikasi,17
Sangat bagus untuk game santai,santai,6
mantap men,men,15
Aku menyukai gamenya,suka,13
Mantap karakter,karakter,15
"Kok Himeko Sama Dan Heng Ga Ada Suaranya , Plis Jangan Hilangkan Voice inggris itu aja jalan satu satunya aku bisa ngerti story, pliss kalau ga tambahin voice Indonesia Karena Indonesia juga bahasa yang terkenal dan bahasa Asia.dan Hapus Voice Inggris jika Strike VA makin Parah",himeko heng suara hilang voice inggris jalan satu ngerti story tambah voice indonesia indonesia bahasa kenal bahasa asia hapus voice inggris strike va parah,1
GW KALAH RATE OFF MULU ANJGGGG KASI MENANG KE,kalah rate mulu anjgggg menang,12
Cool,cool,10
Mohon maaf nih admin setelah patch 1.3 ko sering nge freze yah pdhl ram hp masih banyak kemarin aja lancar trs TPI skrng sering nge freze,maaf nih admin patch ko nge freze yah pdhl ram hp kemarin lancar skrng nge freze,0
"Relic just scam, to hard for get event just 1, 1 patch i no one got good relic, i got one nice core (ITS was so hard), but sub stat so trash, i got all nice (use modeling resin+wishfull resin btw) but upgrade gacha so trash all def or hp up, not fun at all, wuthering waves more better then this game",relic scam hard get event patch one got relic got one core hard sub stat trash got use modeling resin wishfull resin btw upgrade gacha trash def hp fun wuthering waves better,4
sungguh bagus dan luar biasa,sungguh,10
Uhhhh gim sangat baikkk,uhhhh baikkk,2
Gacha ampas mending genshin walaupun sistem nya sama The gacha is very trashy,gacha ampas mending genshin sistem gacha trashy,-1
"sehat sehat game baik, game kikir ga diajak",kikir ajak,-1
"sayang banget dev dari segi manapun udh perfect bagi gua tpi karena adanya global passive ini ko malah jadi down,bagi gua sih ga masalah fun fun aja cuman bagi player yg lain yg main dari awal rilis pasti kerasa perbedaannya ga seimbang,tolong untuk kedapan nya lebih diperhatikan lagi dev banner",sayang dev segi mana perfect global passive ko fun fun cuman player rilis rasa beda imbang kedap perhati dev banner,1
Bilangin ke hoyoverse makasih udh buatin game sebagus ini gacha,bilangin buat bagus gacha,12
Loadingnya kebanyakan nguras data + lama,loadingnya banyak nguras data,0
Game ini sangat bagus dan cerita cukup menarik. Saya suka sekali,cerita tarik suka,13
game baik pity,pity,23
Bintang 4 Itu voice argenti yang en gada suara nya Tolong di perbaiki Mohon sangat mohon ya Saya ngerjain story quest nya jadi kurang nyaman karena voice argenti en nya gada Jadi kaya datar aja gitu Mohon ya segera di perbaiki sekian.,bintang voice argenti en gada suara baik ngerjain story quest nyaman voice argenti en gada kaya datar gitu baik sekian,1
Gmae favorit banner,gmae favorit banner,-1
Story tellingnya yapping sangat! kebiasaan hoyo dari dulu gk pernah berubah.,story tellingnya yapping biasa hoyo ubah,-1
nice update,update,7
"Kalau dari desain character, grafik dan story nya memang juara dan mantap.",desain character grafik story juara,-1
game ini cukup baik tapi saya kurang menikmat suasana dari game nya karena setiap saya bermain layar saya ngelag mulu pls fix supaya lebih smooth.,nikmat suasana main layar ngelag mulu fix smooth,22
Min tolong kasih saya hokiii jangan 80 pity trus😭,hokiii pity,-1
"game turn based gini disamain kayak open world, gaada event apa apa seret farming gaada quest gblok wkwkwkwkwk, pelit amat hdeh dev tll",turn based gin disamain open world event seret farming quest gblok wkwkwkwkwk pelit hdeh dev tll,21
Bansosnya bynk,bansosnya bynk,-1
plis menang rate off biar tidak ubah rating,menang rate biar ubah rating,9
Mwah ily hsr,mwah ily hsr,16
Semoga firefle hidup lgi,moga firefle hidup,25
"oke sih, banyak karakter bagus & ganteng' cuma suka kesel quest gabisa di skip, makan waktu berjam-jam & banyak puzzle yg tricky. overall bagus sih, oh iya suka kesel juga untuk farming relic nya, selalu ga puas dgn stats nya. kita butuh nya HP% malah di kasih ATK%, nanti kita butuh nya ATK% malah di kasih sebaliknya, jujur cape bgt farming relic nya meskipun skrng udh ada item baru yg bisa custom stats n substats tapi tetep aja substats nya yg pas di up tetap random.",karakter ganteng suka kesel quest gabisa skip makan jam jam puzzle tricky overall oh iya suka kesel farming relic puas stats butuh hp atk butuh atk jujur cape farming relic skrng item custom stats n substats tetep substats random,1
powercreep,powercreep,20
Game ya waktu awal rilis masih aman buat HP yg kentang tpi setelah update malah makin berat jdi mohon buat develop y update yg gk usah berlebihan masah sakali ad update lansung 7 gb cuma itu dowang si selebihnya udh bgus,rilis aman hp kentang update berat develop update masah sakal ad update lansung gb dowang lebih bgus,-1
"Gamenya banyak glitch setidaknya untuk hp saya, dari 1.1 sampai sekarang belum diperbaiki",glitch hp baik,-1
Bagussss bangettt gacha,bagussss bangettt gacha,2
"You'll change your name and change your mind, and leave this place behind banner",change name change mind leave place behind banner,4
Game nya seru banget cocok buat gw yang punya keseharian jaga toko dirumah jadi bisa jaga sekaligus main yang paling gw suka sih auto nya ya jadi enak aja bisa ditinggal,cocok hari jaga toko rumah jaga suka auto enak tinggal,-1
keep doing great🫶🏻,keep great,14
Kerja bagus,kerja,-1
Raja Bansos gacha,raja bansos gacha,11
So many BuG turn-based,many bug turn based,18
makasih sudah merilis ayang castorice saya hoyo 🥰,rilis ayang castorice hoyo,3
"Ini game memang beda dari game Hoyo lainnya, saya sangat suka dengan jenis permainannya apalagi story nya yang keren, teks nya kadang kadang bikin ngakak, keren dah ni game, terus ga pelit Stellar Jade emang the best ni game. Anw selamat Honkai Star Rail atas Award yang telah diraih 😁",beda hoyo suka jenis main story teks kadang kadang ngakak pelit stellar jade anw selamat honkai star rail award raih,26
Pengalaman saya bermain game ini sangat baik,alam main,6
buat f2p bener2 susah buat gacha char lagi dan lagi karena powercreep yg disengaja,f p bener susah gacha char powercreep sengaja,-1
sejujurnya saya gak terlalu peduli dengan power creep sama hp inflasi soalnya saya tipikal orang yang fokus story 🗿,jujur peduli power creep hp inflasi tipikal orang fokus story,-1
"mukul nya gantian, bug nya banyak apalah terancam resiko kesukaan hoyovers update",mukul ganti bug apa ancam resiko suka hoyovers update,-1
