content,clean_final
"Sejauh ini sangat puas dengan apa yang di sajikan, baik dari karakter, latar belakang, kisah tiap karakter, dan bahkan story utama. Ditambah mekanisme dalam game yang cukup simpel tapi menarik",puas saji karakter latar kisah karakter story utama tambah mekanisme simpel tarik
mending genshin,mending genshin
Very Lag and Not Support 😖,lag support
Kasih gw kafkalah min gacha ampas mulu aku lag,kafkalah gacha ampas mulu lag
"mohon maaf saya kasih bintang satu karena update kali ini membuat honkai star rail sekarang suka keluar sendiri dan layar tiba tiba jadi hitam, Padahal di update sebelumnya saya tidak mengalami hal seperti ini",maaf bintang update kali honkai star rail suka layar hitam update alami
Please make it easier for players to play at various events and please be friendly to players. update,easier players various events friendly players update
terimakasih sudah menciptakan pria setampan Jingyuan dan Mydei❤️,cipta pria tampan jingyuan mydei
Best pokoknya,pokok
"Why does every login to the game always error even though the network is smooth, I've tried several ways to fix this problem. I don't know what else to do, please fix this problem Hoyoverse😢",every login always error even though network smooth tried several ways fix problem know else fix problem
Setelah update 2.0 sering kali game mengalami force close saat battle dimulai pity,update kali alami force close battle pity
Asli seru sih story nya dan skill dr karakter²ny juga kece abiss yah meski banyak kekurangan ny sih tp itu g menutup aku berhenti main hsr,asli story skill dr karakter kece abiss yah kurang tp tutup henti hsr
Berharap event tidak permanen,harap event permanen
Gas sampe EoS. gacha,gas sampe eos gacha
"Mantap coy gameplay nya, semoga semakin di update semakin bagus story nya, biar gak ngantuk",moga update story biar ngantuk
"menurutku gamenya udh bagus storynya juga gak ngebosenin,cuma yang jadi permasalahan sih tentang end game content nya aja setelah ada hp inflasi rasanya jadi berat buat clear content end gamenya, menurutku harus di optimalisasi lagi aja si buat end game contentnya",turut cerita ngebosenin masalah end content hp inflasi berat clear content end turut optimalisasi end contentnya
Full bansos😅😋,full bansos
Cool gacha,cool gacha
Kasih aku lucky lagi username :mico,lucky username mico
kecewa,kecewa
"Game baik,Tapi JARINGAN LELET,semua operator sama saja lelet,dan di suruh update 58mb-an,apaan nih! The heck. Tolong di perbaiki!!.",jaring lelet operator lelet suruh update mb nih heck baik
Masih banyak bug tolong di perbaiki lagi,bug baik
"Wkwkwk, giliran cwe aja dibuat op & global passive, char cwo dinista mulu ama ini game😹 keliatan banget jualan nya tuh😹",wkwkwk gilir cwe op global passive char cwo nista mulu ama liat jual tuh
Saya mau 180 jade perhari 😂,jade hari
"Ini kenapa ya kok sehabis update bukannya tambah enak sistemnya malah makin banyak bugnya, ada anggota magang kah?",habis update enak sistem bugnya anggota magang kah
"Thank you for the CS for helping me fixing my login error account, i hope it won't come back again. Here's your 5 star :)",cs helping fixing login error account hope come back star
Mirip kikir impact,kikir impact
"Game nya cukup menarik, dari segi grafis dan alur cerita nya udah mantep sih",tarik segi grafis alur cerita
Kw matiin semua waifuku badjingan,kw mati waifuku badjingan
"Saya gk pernah pakek mod atau pun cheat malah kena ban hari ini, padahal kemaren juga gk login gk jelas banget, plis fix lah🙏🙏 pity",pakek mod cheat kena ban kemaren login fix pity
"game nya seru, oh iya kalau ni game powercreep nya gak cepet menurutku jadi nge bosenin sih",oh iya powercreep cepet turut nge bosan
Game nya bagus dan tolong munculkan fitur online atau multiplayer,muncul fitur online multiplayer
Game nya enak santai banner,enak santai banner
"gamenya seru, yg ngasih bintang satu banyak maunya jir😂😂😂",bintang mau jir
"Tolong bikin screen di bagian praunduh nya jadi lebih ringan, supaya batrai handphone saya tak habis, saya sudah ngulang 2 x karena ini, respon dong mihoyo🙏🙏🙏😭",screen praunduh ringan batrai handphone habis ngulang x respon mihoyo
baguss,baguss
"nih dengerin hoyo apa susah sih ngadain fitur skip story? kalian kira semua orang suka dengan story nih game? dan kalian kira semua orang punya waktu luang banyak, buat ngerjain story yang membosankan dan dialog yang panjang lebar? kalau pun ada yang mau ngikutin story ya mereka ga usah pake fitur, yang lebih parahnya lagi sekarang event aja harus dialog panjang lebar dulu bikin males main. kalian secara tidak langsung memaksa untuk ngikutin stroy yang membosankan itu. sial gak bisa tulis lebih turn-based",nih dengerin hoyo susah ngadain fitur skip story orang suka story nih orang luang ngerjain story bosan dialog lebar ngikutin story pake fitur parah event dialog lebar males langsung paksa ngikutin stroy bosan sial tulis turn based
Seru buat yg lagi rebahan,rebah
"Stuck pas download data 5 gb, suruh update pas udah update malah stuck. Gk ada tampilan download nya 🤦",stuck download data gb suruh update update stuck tampil download
Thanks because always get no rate up Makes me think is not worth to top up to this game Thank you to developer Always rate off and get pity (:,always get rate makes think worth top developer always rate get pity
Pertama install,install
Map nya mana yg baruuuu,map baruuuu
Login eror code pity,login eror code pity
"aku tidak punya alasan yang bagus untuk menyarankan orang lain memainkan game ini, developernya tamak dan tidak mendengarkan para player. semakin lama ketamakannya semakin menjadi-jadi. powercreep semua karakter lama, inflasi HP musuh yang tidak masuk akal, tidak ada lagi karakter bintang 4 yang rilis, karakter yang rilis selalu memiliki kekurangan besar dalam kitnya dan akan teratasi dengan eidolon atau Lightcone signature sama dengan menciptakan masalah dan menjual solusi.",alas saran orang main developer tamak dengar player tamak powercreep karakter inflasi hp musuh masuk akal karakter bintang rilis karakter rilis milik kurang kit atas eidolon lightcone signature cipta jual solusi
"Langsung Ke Intinya Aja Lahh,Intinya Sehat-sehat Game Baik banner",langsung inti lahh inti banner
ga gacha ga jalan,gacha jalan
Shaoji Anjng,shaoji anjng
"minus 1 buat cerita main quest di amphoreus terlalu banyak informasi gk penting untuk cerita. ada yg meninggal aja gw GK simpati sama karakter yang mati, karena terlalu lama....",minus cerita quest amphoreus informasi cerita tinggal simpati karakter mati
"SEMOGA KEDEPANNYA SEMAKIN INOVATIF, KREATIF DAN MAKIN BANYAK FITUR DAN HADIAH UNTUK PLAYER!! SEMANGAT HSR! SEMANGAT MIHOYOO AND WE LOVE YOU CASTORICE!!!💜💜💜💜🫶🏻",moga depan inovatif kreatif fitur hadiah player hsr mihoyoo castorice
Banyak bansos gratis turn-based,bansos gratis turn based
LET'S GOO,let goo
"Bagus, tolong kembangin ceritanya lebih bagus lagi",kembangin cerita
Honkai sleep raill😴,honkai sleep raill
Semoga bansos lancar terus,moga bansos lancar
"Saat melakukan banyak hal benda tersebut tidak ada, saat explorasi dinding dan lantai hilang. Tolong di betulkan hal-hal tersebut, sampai aku gak sanggup main. gacha",benda explorasi dinding lantai hilang betul sanggup gacha
Saya suka game ini,suka
Baru instal moga bagus 🙃 pity,instal pity
keren bnget ni game. apalagi ga pelit 🗿👍,pelit
Pelit turn-based,pelit turn based
Hope it will be the best game of this year.,hope year
"GAME APAAN SI GAME 3B (BURIK,BURUK,BUTUT) KALO GA NIAT BIKIN GAME GAUSA BIKIN LAH.. MINIMAL JANGAN TURNBASE LAHH.. GRAFIK NYA STABIL KAN JANGAN SMPE KEK EPEP.. PLAGIAT GI.. DAH GITU DOANG.. THANKS",b burik buruk butut niat gausa minimal turnbase lahh grafik stabil smpe epep plagiat gi gitu doang
"No words to say, just thank you for creating this game",words say creating
Udah nunggu 2 hari buat download2 malah gk bisa dibuka,tunggu download buka
"Some amazing game again from hoyoverse!! i like it, very recommended to download, it's much fun to play.",amazing recommended download much fun
"game bagus bgt char ny desain nya mantap, game nya juga GK ribet , story nya juga bagus , event nya juga enak2 semua pokoknya gamenya bagus",char desain ribet story event enak pokok
game ini baik banget aku baru main langsung dikasih bocil di pity rendah mantap,langsung kasih bocil pity rendah
game jlek. bagusan ff,jlek bagus ff
game nya bagus cuma setelah update berulang kali mb nya besar dan membuat HP patah2,update ulang kali mb hp patah
"yang kasih bintang satu karena global passive, mereka tuh build issue aja🤭🤭, game mudah gini apa ruginya global passive kayak gitu, bot bilang aja🤭🤭",bintang global passive tuh build issue mudah gin rugi global passive gitu bot bilang
"nice game, build lumayan gampang, bansos lancar, gacha alhamdulillah win banner. cuman cutscene di hp gw ngeleg🗿",build lumayan mudah bansos lancar gacha alhamdulillah win banner cuman cutscene hp ngeleg
Gagal dari segala aspek,gagal aspek
"""Hp Inflation, Powercreep, Imbalance"" Star Rail😛",hp inflation powercreep imbalance star rail
"Saya kasih b5 karena ini bagus dari segi grafik maupun suara tapi ini cuman saya atau semua, story lorenya sedikit kurang paham karena complex banget nama""nya.semoga saya bisa lebih paham dan menikmatinya",b segi grafik suara cuman story lorenya paham complex nama moga paham nikmat
"Saya suka game ini dari segi grafik,Cerita,ama karakter nya cuman sayang aja gak bisa lompat ama jatuh hehe moga aja di denger keluhan saya ya... Soalnya kejadian padahal kalau bisa lompat itu enak banget mempercepat langkah...entah lompat ke tangga yg lain atau jatuh dari ketinggian.. sekian dri saya terimakasih",suka segi grafik cerita ama karakter cuman sayang lompat ama jatuh hehe denger keluh jadi lompat enak cepat langkah lompat tangga jatuh tinggi sekian dri
game yang gak ramah untuk bisa di mainkan device rendah :D dah beli hp spek menengah nanti di tambah lag bintangnya :D,ramah main device rendah beli hp spek tengah lag bintang
cooler banner,cooler banner
literally the best game ever man,literally ever man
fiuhhh,fiuhhh
Game baik dikasih pity ijo mulu gw😁,kasih pity ijo mulu
Game nya seru story nya bagus gameplay simpel dan bisa di laksanakan saat sedang mengerjakan kegiatan lain karena fitur auto playnya soal nya aku ga begitu memfokuskan ke game play dan lebih kepenikmat story.,story simpel laksana giat fitur auto playnya fokus nikmat story
bug. setiap main pasti crash dan forclose padahal devise mumpuni,bug crash forclose devise mumpuni
global passiv,global passiv
Kasih saya silver wolf,silver wolf
Menunggu,tunggu
"Grafiknya bagus, ceritanya juga bagus..cuma kurang suka aja sama mode bertarung yang pakai battle turn base",grafik cerita suka mode tarung pakai battle turn base
Sangat bagus dan cocok bagi orang yang main sambil makan atau kerja 😁😘 Hehehe.... 🤭,cocok orang makan kerja hehehe
"Game nya bagus tapi capek ngikutin meta untuk kaum f2p ,darah musuh semakin tebal untuk karakter lama wkwk",lelah ngikutin meta kaum f p darah musuh tebal karakter wkwk
Sangat cocok pity,cocok pity
"pleasee benerin optimalisasi nya, soalnya tiap update makan ruangnya banyak bet",pleasee benerin optimalisasi update makan ruang bet
"bagus bangeeeet, dari segi grafik dan gameplaynya sangat menarik!! Ada fitur auto-battle, cocok banget buat yang males farming. Batas maksimum dari trailblaze powernya sudah bertambah cukup banyak dari yang sebelumnya 😍",bangeeeet segi grafik gameplaynya tarik fitur auto battle cocok males farming batas maksimum trailblaze powernya tambah
Game nya sangat bagus walaupun game turd-based tapi seru karakter yang ada pun sangat menarik apalagi game ini cocok buat yang suka game yang ngak terlalu banyak mekanik dan karakter di game ini saya suka karena disain dari berbagai karakter itu sangat menarik apalagi firefly beh pokoknya game ini bagus wajib untuk di coba,turd based karakter tarik cocok suka mekanik karakter suka disain karakter tarik firefly beh pokok wajib coba
HSR game turn base terbaik. Karya mihoyo selalu bagus dari GGZ,hsr turn base baik karya mihoyo ggz
"Game burik ,setiap hari masa update 100 MB , penyimpanan gw langsung penuh gara-gara ni game, ada tombol nonjok gak digunain aneh, Mending Maen FF",burik update mb simpan langsung penuh gara gara tombol nonjok digunain aneh mending maen ff
Ngasih relic bagus dikit napa statsnya,relic dikit napa statsnya
"Gamenya suka eror, mau login ada tulisan eror mulu pake 1000.1 apalah game jelek lag",suka eror login tulis eror mulu pake apa jelek lag
Ada lag meski handphone Android sudah kompetable,lag handphone android kompetable
"Semenjak banner acheron gapernah menang rate off, dikasih hard pity terus",semenjak banner acheron gapernah menang rate kasih hard pity
gua ngikut aja sih siapa tahu hoyo kapok terus ngasih bansos 10 char B5 limited ke player bentuk permohonan maaf😹,ngikut hoyo kapok bansos char b limited player bentuk mohon maaf
Tidak bisa masuk game terus keluar sendiri tolong di perbaiki,masuk baik
"Emang kalo setelah update terbaru harus download data berukuran 6gb++ kah?? Hmmm, buang"" waktu.",update baru download data ukur gb kah hmmm buang
Game nya mantap tapi masih ada bug seperti achievement dan misi yg tidak dikasih punya saya ga dikasih misi hanya anak kecil dan achievement setelah mengumpulkan bounty yg tersebar di jarilo turn-based,bug achievement misi kasih kasih misi anak achievement kumpul bounty sebar jarilo turn based
"gamee baik, baruu main dapat castorice di pity 20😋",gamee baruu castorice pity
"Saya kurang menyukai animasi login karena sangat ngelag, saya harap bisa dikurangi efek atau grafik animasi login nya. pity",suka animasi login ngelag harap rang efek grafik animasi login pity
GAMENY BAGUS BGT GA KAYA DISEBELAH GAME KIKIR,gameny kaya belah kikir
"selama sebulan terahkir, ni game cukup buat gua enjoy, dari story dan aspek lainnya, musik design karakter dsb, gameplay ny ga terlalu membingungkan, turn base dicampur dengan open world, baru kali ini nemu game ginian, masterpiece",bulan terahkir enjoy story aspek musik design karakter dsb bingung turn base campur open world kali nemu ginian masterpiece
gatawu baru nyoba,gatawu nyoba
"Untuk pertama kalinya saya memberikan rating 1 pada game karena keburukan gacha. Sebagai Player free to play saya sudah bermain game ini kurang lebih 6 bulan, sampai itu saya baru mendapatkan 4 character limited termasuk dr.Ratio, saya tak pernah sekalipun memenangkan 50:50 dan saya selalu berakhir pada tarikan 75+. Ini adalah pengalaman terburuk ku dalam gacha. Terdengar seperti alasan sepele untuk memeberi rating 1, tapi bagi saya memang lebih baik kalah dalam battle dari pada kalah pertaruhan",kali rating keburu gacha player free main character limited dr ratio menang tari alam buruk ku gacha dengar alas sepele memeberi rating kalah battle kalah taruh
"Karena aku mainnya di PC jadi untuk sekarang ini semuanya masih berjalan lancar, tidak ada error dan bug, bahkan tidak lag walaupun ping nya merah 🤩. Tapi anehnya saat aku download pertama kali dan downloadan nya selesai, eeeh katanya malah disuruh download ulang lagi, datanya malah hilang, mana download nya 10.12 GB dan pakai jaringan biasa lagi 😭. Apa mungkin karena aku download nya sempet kejeda yaa... 😢",main pc jalan lancar error bug lag ping merah aneh download kali downloadan selesai eeeh suruh download ulang data hilang download gb pakai jaring download sempet jeda yaa
"Game nya sangat menarik, quest story yang disuguhkan juga sangat menarik, grafik nya juga sangat bagus",tarik quest story suguh tarik grafik
game turnbase dengan system power creep yg ndak ngotak!,turnbase system power creep ndak pikir
"semangat bang hoyo gak usah dengerin para haters, keep going",bang hoyo dengerin haters keep going
Seru BGTT jadi ketagihan 😀😀😀,tagih
Kerja bagus Heheheha,kerja heheheha
Gamenya memanjakan mata si grafiknya tapi yg gk sukanya cuma satu up datenya bikin kuota Menangis itu aj si.... update,manja mata grafik suka datenya kuota menang aj update
"The game feel empty, the story cant be skip",feel empty story cant skip
Gacha macam tai,gacha tai
Best turn based game in the mobile👍,turn based mobile
"Game seru gini banyak yg protes, heran player, padahal ini bukan game PVP, apa yg dirugiin dari global passive",gin protes heran player pvp dirugiin global passive
"Kok kembali update 7gb sih , abis update 90an mb kembali update 7gb T.T",update gb abis update mb update gb
Power creep ga ngotak,power creep pikir
"game baik banyak bansos nya, farm 1 jam udah dapat 1000 stellar 🔥😋",bansos farm jam stellar
Update sekarang makin bagus. Cuma dibagian cutscene agak berat,update bagi cutscene berat
Enak banget saran gw kalo main game ini paling kecil ramnya 4 nah kalo mau nggak lag ram nya harus 8+ turn-based,enak saran ram lag ram turn based
"update game makin kesini makin kecewa, sudah 30 gb saja total penyimpanan gamenya, kecewa",update kesini kecewa gb total simpan kecewa
"yg bikin KECEWA BANGET adalah 1. penyakit powercreep gila. baru aja beberapa patch yg lalu lulus MoC 12, itu pun build karakter mati-matian. sekarang, apalagi update MoC sebelum nya (waktu banner aglaea kalo ga salah) MoC 10 dengan karakter yg sama pun ga lulus. 2. game ini GA RAMAH F2P. walaupun bansos sj emang banyak, dari event, DU dll, tetep aja ga bisa tamatin konten game pake karakter seadanya. apalagi ada poin pertama. 3. yg limited bukan karakter b5, tapi karakter b4, tambahin lah",kecewa sakit powercreep gila patch lulus moc build karakter mati mati update moc banner aglaea salah moc karakter lulus ramah f p bansos sj event du dll tetep tamatin konten pake karakter ada poin limited karakter b karakter b tambah
Turn base terbaik,turn base baik
Love this game! The characters are so good and beautiful<3,characters beautiful
sangat menarik,tarik
POWERCREEP ANJENG,powercreep anjeng
bagus kok siapa bilang susah mainya orang aku main gamenya bagus,bilang susah mai orang
powercreep gila,powercreep gila
Game apa ini mending genshin porno 😋,mending genshin porno
Gk nyangka sekarang stabil banget game nya👍 Padahal dulu pas awal rilis gw uninstall karna agak patah²,nyangka stabil rilis uninstall karna patah
"game paling ramah, paling baik, sering bagi bagi, banyak bansos, game juara, game baik, amanah, jujur, chara nya mantap semua CIHUY 😁 (BISSMILLAH RUAN MEI), Saya suka bansos, banyakin bansos lagi mas Saya setia main ini game Thx yah, sehat sehat developer baik 😍🥰 turn-based",ramah bansos juara amanah jujur chara cihuy bissmillah ruan mei suka bansos banyak bansos mas setia yah developer turn based
Waste,waste
Bissmillah soft pity,bissmillah soft pity
Good game for device strong lag,device strong lag
"Good, banyakin bansos aja hoyo",banyak bansos hoyo
Best game pity,pity
G dpt lc jingyuan turn-based,lc jingyuan turn based
"The game is good, the graphics are good, the animation is really good, the prizes from the event are good, the game is all good, I recommend playing this game🤩🤩",graphics animation really prizes event recommend playing
"overall sebenernya story dan gameplay nya bagus, namun powercreep di ini game terlalu parah bahkan banyak karakter lama susah di mainkan di meta sekarang atau ga laku, membuat semuanya tidak jadi stabil, banyak monster bermacam macam variasi yg membuat karakter lama kesusahan, bahkan new player di ini game benar benar kesulitan, susah enjoy, apalagi moc sekarang terkena buff hp 20%",overall story powercreep parah karakter susah main meta laku stabil monster variasi karakter susah new player sulit susah enjoy moc kena buff hp
Gak bisa login error 1001 lag,login error lag
gua dapet relic ampas mulu aelahh,relic ampas mulu aelahh
"b4 makin dikit, charakter baru malah op semua",b dikit charakter op
Semoga dapat daimen banyak dari monton banner,moga daimen monton banner
Panjang umur game baik,umur
"Sejauh ini oke, walau gameplay-nya benar-benar gameplay yang ku tidak pernah main, tapi overall semua berjalan lancar. Hal yang kuinginkan hanya co-op dalam game, agar dapat bermain dengan teman juga.",ku overall jalan lancar ingin co op main teman
"terlalu berat di login game, tolong untuk login awal di peringan karena berat sekali saat ingin login ke dalam game... itu saja untuk sekarang keluhan saya, overall gamenya bagus bgt kecuali saat login nya",berat login login pering berat login keluh overall kecuali login
Sory gua kasih bintang 3 soalnya gamenya berat baget di hp masa ram 8 kapasitas 125 ga bisa ngangkat dan ga bisa buka game.... Klo gamenya ga berat gua kasih bintang 5... Sory🙏 turn-based,sory bintang berat baget hp ram kapasitas ngangkat buka berat bintang sory turn based
Dah mulai susah klo G punya chart tertentu,susah chart
Ini gak salah donwload sampai 13gb lebih ginih,salah donwload gb ginih
Uwaw,uwaw
Kukira hubungan kita istimewa....,kira hubung istimewa
Topup topup topup biar bisa libas endgame gacha,topup topup topup biar libas endgame gacha
Gud turn-based,turn based
Sehat sehat game baik update,update
Dev listen the community please,dev listen community
"padahal kmrin main ga ngelag, tiba tiba pas update 2.3 ngeleg ngeleg ga jelas",kmrin ngelag update ngeleg ngeleg
Gamenya Bagus Storynya Berasa kayak nonton drama Anime ada senang suka plus gregetnya.overall bagus dah mechanisme battlenya bisa ambush musuh ya ngasih turn tambahan diawal. lag,cerita asa nonton drama anime senang suka plus gregetnya overall mechanisme battlenya ambush musuh turn tambah awal lag
"inflasi HPnya gak ngotak, turn-based",inflasi hpnya pikir turn based
"Aku suka game yg ada story nya, karena biasa main ps. Game² ps pun biasanya tdk punya voice pack jadi harus baca dialognya agar paham. cutscene nya juga tergantung ada yg panjang dan tidak. Banyak org tidak suka dg update terbaru, tapi menurutku fine² aja. Aku main game ini utk ngumpulin char kesukaan aku, bukan utk char meta yg banyak org komplain. main game ini juga utk santai² aj, bukan utk kompetisi. jadi utk apa marah². Well, i still like it",suka story ps ps voice pack baca dialog paham cutscene gantung org suka dg update baru turut fine kumpul char suka char meta org komplain santai aj kompetisi marah well still
Seruu,seruu
Terimakasih game baik gacha,gacha
bagus banget banner,banner
Untuk di versi android 13 cukup memuaskan.,versi android muas
Grafiknya mulus banget. VOnya juga juga oke. Lagu openingnya sukaaa pity,grafik mulus vonya lagu openingnya sukaaa pity
"Seruuu parah pokonya,bansos nya nggak pelit,Dan kemarin dapet B5 Gratis lagi behhh!! Event2 banyak bange,Story 10/10 sih pokonya keren",seruuu parah poko bansos pelit kemarin b gratis behhh event bange story poko
"GAME INI SANGAT RAMAH, BAIK HATI, BANSOS BERLIMPAH, SEHAT-SEHAT TERUS YA GAME BAIK, SANGAY BAIK 😍",ramah hati bansos limpah sangay
"Alhamdulillah sering dikasih b5, sehat selalu game baik 🥰🥰 update",alhamdulillah kasih b update
"GAME NYA BAGUS BGTTT! suka bgt sama grafiknya yang bener-bener wow, karakternya juga enak dilihat. walaupun lag sedikit, no prob. tetap NICE <3 lag",bgttt suka grafik bener bener wow karakter enak lag prob lag
semangat mang hoyo walaupun banyak bocil fomo banner,mang hoyo bocil fomo banner
keren sekalehh,sekalehh
game baik hati 🥰🥰🥰💋💋,hati
Makanya jangan powercreep gila-gilaan turn-based,powercreep gila gila turn based
"Keren bet gilaaa, gw udh maen dari pra sampe sekarang, banyak bet jokes kecil yg di selipkan di dalem story nya, mantap sih, teruskan 👍",bet gilaaa maen pra sampe bet jokes selip dalem story terus
Keren mantp grafik nya,mantp grafik
Good sangad,sangad
"makasih hoyo, akhirnya aku bisa mendapatkan pujaan hati (FireFly 🥰💍)",hoyo puja hati firefly
Game pelit gacha,pelit gacha
"Game seru,tidak terllau p2w. Tapi tolong sediakan fitur replay story beserta alternative story lainnya seperti fgo agar player yang lebih suka ke story nya hisa replay storynya.",terllau p sedia fitur replay story serta alternative story fgo player suka story hisa replay cerita
force close mulu ihh:(,force close mulu ihh
Add jump fitur pls :) banner,add jump fitur banner
"game yang cocok dimainin buat penderita insomnia, story kebanyakan yapping doang udah gitu g bisa diskip, mau nyari relik atau semacamnya dapet stats ampas mulu, padahal udah sebulan full grinding nyari relik tapi yang didapat stats ampas g guna, udah gitu event yang ada kebanyakan cuma buat player yang udah maen lama, sedangkan buat player baru cuma seuprit, intinya nih game Gacha didalam Gacha lalu dalemnya lagi Gacha dalemnya lagi Gacha dalemnya lagi Gacha begitu seterusnya 😂😂",cocok dimainin derita insomnia story banyak yapping doang gitu skip cari relik macam stats ampas mulu bulan full grinding cari relik stats ampas gitu event banyak player maen player seuprit inti nih gacha dalam gacha dalem gacha dalem gacha dalem gacha
Kumaha game na,maha na
Game tolol powercreep,tolol powercreep
"salah 1 game yang berkesan buat aku, game nya santai dalam segi story dan gameplay,bansos nya juga banyak Dev nya juga mendengar feedback player, sejauh ini yang membuat ku terganggu cuma layar hitam dan hp inflation, tapi untung nya aku g build issue jadi ezz libas all konten, kedepan nya semangat lagi diantara gempuran orng fomo yang ngespam b1 karna char op",salah kesan santai segi story bansos dev dengar feedback player ku ganggu layar hitam hp inflation untung build issue ezz libas konten depan gempur orng fomo ngespam b karna char op
Aga bagus sih,aga
Keren Bisa Support HP Kentang kayak ak + Banyak Hadiah Gratis Jadi Gak Bosen main lag,support hp kentang hadiah gratis bosan lag
"Terima kasih game baik walau banyak di spam bintang 1 , tapi gw tetep suka dengan update kali ini maksih bansosnya",spam bintang tetep suka update kali bansosnya
For me its good experience to playing this game and fun.,experience playing fun
Wah gamenya bagus banget saya suka permainan ini semoga kedepannya di update lagi!!!👍👍👍👍,suka main moga depan update
Free 10 summon😶‍🌫 turn-based,free summon turn based
"gila keren bgt, udh bansos ny banyak karakter nya awww, intinya ni game bagus, kalau bisa ya, tambahin lagi bansos ny🗿",gila bansos karakter awww inti tambah bansos
game keren pity,pity
apasi anjay kalo keluar dikit dari updatan langsung ke reset udahmah banyak lagi,apas anjay dikit updatan langsung reset udahmah
"This Game However Cant Jump I still Like Play and The story Quiet Fun and the Music Make the Game More Live like fantasy, And I was new Player Who Like Never Spen Many Jade for Gacha. turn-based",however cant jump still story quiet fun music live fantasy new player never spen many jade gacha turn based
"Game nya bagus cuma kurang, karena gk ada fitur telanjang",fitur telanjang
game bagus gacha,gacha
"Game scam, Welt gw E3.",scam welt e
dulu aku login bisa habis itu appnya kedelete aku download lagi malah nggak ngeload,login habis appnya kedelete download ngeload
"RPG turn base terbagus yg pernah gw mainin sih,karakter sama story bagus, apa lagi mommy kafka 1 jutapun ku bayar!! update",rpg turn base bagus mainin karakter story mommy kafka juta ku bayar update
Gameplaynya cocok banget buat yang suka strategi sama yang gak punya banyak waktu luang buat main game,gameplaynya cocok suka strategi luang
I want failed to join this game,want failed join
game nya bagus 👍🏻 turn-based,turn based
Panjang2 gane baikkk,gane baikkk
Gem ape ni!,ape
"i am quit, thanks for nothing gacha",quit nothing gacha
Rate off aja terus pity,rate pity
Game ini bagus sih tapi terkadang suara karakter nya suka menghilang dan serasa aneh itu saja sih tpi yg lainnya bagus jdi saya kasih bintang 5 saja gacha,terkadang suara karakter suka hilang serasa aneh bintang gacha
"This game is good, but it's not fair at the level, why does the opponent get ahead of the player's level?",fair level opponent get ahead player level
Game turn base yg tidak membosankan. Gameplay dan animasinya memukau dan keren,turn base bosan animasi pukau
My Favorite Game,favorite
The best game of all time.,time
"Hoyoverse,tolong bikin fitur ngulang story pliiss.. Pengen ngulang story penacony",fitur ngulang story pliiss ken ngulang story penacony
coems🤑🤑,coems
Panjang umur game baik 🙏,umur
Sebenarnya aku sudah main game ini tapi harus unduh nah itu unduh nya lama dan tolong buat unduhnya jangan banyak ya karna pertama kali main sudah suka banget soalnya aku suka karakter ceweknya❤️❤️❤️❤️❤️🥰🥰 gacha,unduh unduh unduh karna kali suka suka karakter cewek gacha
Gamenya udah bagus cuma kurangnya itu gak bisa diskip bentar2 ngobrol bentar2 ngobrol gelutnya bentar banyakan bacot nih game capek kupencetin layar tolong lah kasih tombol skip,kurang skip bentar ngobrol bentar ngobrol gelut bentar banyak bicara nih lelah kupencetin layar tombol skip
BEST GAME TURNBASE MOBILE,turnbase mobile
👋 tolong buat story yg lebih bagus lagi y,story
Kecil ram,ram
simpel saja game bagus dan jika ada mempermasalahkan global passive ya jangan gacha.. lagi pula ini game tidak ada mode coop yang mengharuskan kita lebih kuat dan unggul.,simpel masalah global passive gacha mode coop harus kuat unggul
"saya suka konsep dan gameplay dari game ini tapi beberapa pengembangan waktu yang lalu terjadi powercreep yg sangat mengganggu, moc yang tidak masuk akal baik dari musuh yang dibuat selalu sesuai banner char rate up yang di gacha dan HP(Health Point) yang dibuat terlalu tinggi untuk char lampau. mohon untuk memperbaiki powercreep ini sehingga game dapat dinikmati oleh semua pemain hsr baik free ataupun pay",suka konsep kembang powercreep ganggu moc masuk akal musuh sesuai banner char rate gacha hp health point char lampau baik powercreep nikmat main hsr free pay
loading lama,loading
Makasih game baik lag,lag
Cutscene nya nge laaaagggg!!! Padahal kalo di gensin lancar lancar aja...,cutscene nge laaaagggg gensin lancar lancar
Gamenya seru recommended parah cuman berat buat HP spek pas²an,recommended parah cuman berat hp spek
Maaf terpaksa bintang 1.....hbis download malah harus download file lagi sbesar 7gb ....la gila banget ni game,maaf paksa bintang hbis download download file sbesar gb la gila
awal main versi 2.2 game ini udh menjadi hiburanku dan story juga bagus walaupun powercreep emng gila tapi saya tetap main game ini semoga Honkai strail kedepannya makin bagus game ini,versi hibur story powercreep emng gila moga honkai strail depan
"good lah game nya, player nya aja yg banyak maunya 🤪 update",player mau update
Udah lama download begitu masuk kode eror 1001_31,download masuk kode eror
"Game baik, ga kek game sebelah.. Si kikir",belah kikir
Game bagus dan berkualitas tinggi,kualitas
Aku kasi bintang empat soal sering terkeluar sendiri padahal lagi asik main,bintang keluar asik
Demi dm ml bb gradis🗿 lag,dm ml bb grad lag
Baru Rilis udah bagus. Sama seperti Genshin. semua nama karakter di ambil dari Honkai Impact. gacha,rilis genshin nama karakter ambil honkai impact gacha
"ketika mau quest atau event setidaknya musuhnya jangan terlalu susah, hampir 2 jam mau menyelesaikan, gabakal main nih game lagi banner",quest event musuh susah jam selesai gabakal nih banner
