content,clean_final
"This game is really amazing, but somehow i cant log in anymore😭😭 when i wanted to log in with my google email, i can't log in and it literly work yesterday, can you please give me some advice😭",really amazing somehow cant log anymore wanted log google email log literly work yesterday give advice
Grafik ok. karakter good looking. story bagus. enemy ga ngotak. turn-based,grafik karakter looking story enemy pikir turn based
Pity hijau terusss 😂😂 turn-based,pity hijau terusss turn based
Ini gameplay yg saya cari-cari dari dulu🥳🥳🥳. Sangat cocok buat orang yang gak suka lama lama pity,cari cari cocok orang suka pity
Selalu eror kalau mau login,eror login
Saya suka game ini. Game turn base yang sangat bagus mempunyai detail yang bagus dan rinci. Hoyoverse Kasi aku archeron plisss,suka turn base detail rinci archeron
"Karena Sekarang saya sudah bisa login, menurut saya gamenya makin lama makin menarik tapi kadang ada aja yang bikin bosen, entah itu tentang percakapan yang terlalu panjang dan lumayan sulit di pahami jadi harus baca 2 kali (ini menurutku) dan dll. Tapi sejauh ini aku suka sama gamenya, karena menurut aku game ini ga susah, kalopun susah itu cuma sedikit doang. turn-based",login tarik kadang bosan cakap lumayan sulit paham baca kali turut dll suka susah kalo susah doang turn based
Game nya bagus sih tapi kok Pas Awal Main Kayak patah patah Tolong diperbaiki,patah patah baik
Better than genshin frfr,better genshin frfr
"Game play nya enak di mainkan dan dalang cerita nya juga sangat menarik untuk di baca dan di tonton, aku enggak sia-sia menunggu game ini sejak dulu. Oleh karena itu aku kasih bintang lima semangat hoyoverse dan jangan menyerah dengan komen yang tidak bagus tetap percaya diri ya hoyoverse, aku bangga sekali sama game dari hoyoverse✨😊😊👍💞",enak main dalang cerita tarik baca tonton sia sia tunggu bintang serah komen percaya bangga
BEST GAME EVER,ever
"Ga mengecewakan, ga kecewa nunggu lama Terima kasih 😊👍🏻 moga kedepannya dukung 120 fps 🤭 banner",kecewa kecewa tunggu depan dukung fps banner
Bagus banget untukku ini bagus+story nya jg wajib diberikan jempol namun jg ada kekurangan walaupun begitu masih bisa diterima lah pokoknya boleh dicoba dan recommended banget dehh,untuk story wajib jempol kurang terima pokok coba recommended dehh
penyakit powercreep gila,sakit powercreep gila
"Inflationary hp, unbalanced characters and global passives make things worse ,I am one of the victims of an unbalanced system, many of my old characters are no longer relevant when brought into end game content.",inflationary hp unbalanced characters global passives things worse one victims unbalanced system many old characters longer relevant brought end content
"Nice game, but if i lost my 50/50 please i need himeko",lost need himeko
"Keren bet , cuman yang kurang cuman 1 setiap cutscene lag bet nya minta ampun kalau tentang gameplay okelah",bet cuman cuman cutscene lag bet ampun
Cool gacha,cool gacha
Best story game ever,story ever
My seele has been scratched for too long,seele scratched long
Plot 3.0 dijalani sambil merenung. Banyak kalimat filosofis dan bahkan pas Oronyx bicara pun aku merinding. Suka fitur buku tiap karakter yang ngasih cerita epos itu gacha,plot jalan renung kalimat filosofis oronyx bicara merinding suka fitur buku karakter cerita epos gacha
Keren bet anjay,bet anjay
"Selamat pagi game baik🙏, game ini sangat bagus‼️, banyak char yang cantik/ganteng dan unik😍, udh gitu banyak bansoss💯🤭, grafiknya pun HD🤩, sehat sehat game baik😇🤗",selamat pagi char cantik ganteng unik gitu bansoss grafik hd
Unduh data di awal game terlalu besar...23GB pity,unduh data gb pity
Goof,goof
Ga sabar bet mainnya 😖😖😖,sabar bet main
bagus gacha,gacha
Greatest game ever 👍👍👍,greatest ever
"Suka sama game nya, gameplay nya meskipun turn based tapi tetep unik, desain Character nya juga bagus-bagus, story juga bikin penasaran banget, sayang cuma ga terlalu open world, Map nya agak terbatas, tapi sejauh ini saya ga ada kendala selama main Semoga update kedepannya makin banyak fitur menarik yah!!",suka turn based tetep unik desain character story penasaran sayang open world map batas kendala moga update depan fitur tarik yah
Thank u update,u update
Perfect,perfect
game nya enak aja gak ada masalah,enak
"bagus game nya, yang ngasih b1 kebanyakn fomo😹 pity",b kebanyakn fomo pity
"heii hoyo, gamenya udah bagus, tapi adain fitur coop dong, cuma buat jalan-jalan sambil cari cest doang, masa cuma bisa buat pinjem karakter 😞 turn-based",heii hoyo adakan fitur coop jalan jalan cari cest doang pinjem karakter turn based
"kechee, aku Sukak ni game yang kasih bintang 1 tu fomoo",kechee sukak bintang tu fomoo
Bagus tapi hard pity mulu setiap gacha manuk.,hard pity mulu gacha manuk
Sangat menyenangkan 😁,senang
great game.. anime style.. Wibu.. The gameplay was great.. Overall good.. Good job hoyoverse... The minus pity gacha quite strange.. turn-based,great anime style wibu great overall job minus pity gacha quite strange turn based
"Bagus, cuman ini game lebih ke story, pertarungannya kurang suka, menurut pribadi lebih suka tarungnya honkai impact",cuman story tarung suka pribadi suka tarung honkai impact
Ini geme bagus bangett!!!!,bangett
Great... After the update it keeps forcing me out,great update keeps forcing
iya untuk game nya bagus lah tapi hoyo tolong serangan bos di kurangi masih sakit udah di nerf hp bos ny,iya hoyo serang bos kurang sakit nerf hp bos
Blom coba sih hehe,coba hehe
"Love This game! Dari Graphics nya bagus, Karakternya juga bagus, Event nya juga seru banget Jujur dari awal Cerita Udah tertarik banget buat main game ini Pokoknya bagus deh👌",graphics karakter event jujur cerita tarik pokok deh
player skill issue yapping😂🫵,player skill issue yapping
"Powercreap gila, banyakin lagi animasi interaksi kayak zzz, tambahin capturing kayak genshin banner",powercreap gila banyak animasi interaksi zzz tambah capturing genshin banner
"Ini game sangat bagus sekali, apa lagi di hp saya yg kalo main genshin biasanya grafik rendah dan itupun masih ngelag dikit. Di game ini gw bisa nikmatin visual nya banget cuy dan juga kalo di genshin itu eksplorasi mapnya itu susah dan banyak banget tapi kalo di sini mudah dan gampang karena mapnya di bikin kecil kecil, secara gameplay juga udah bagus banget turn based nya serun, karakter gratisannya juga op cuy, kalo ada yg bilang gak bisa loncat pertanyaannya adalah lu mau loncat kemana njir",hp genshin grafik rendah itu ngelag dikit nikmatin visual cuy genshin eksplorasi map susah mudah mudah map turn based serun karakter gratis op cuy bilang loncat tanya loncat mana njir
"Sesuai yang di harap kan, gamenya sangat bagus tetapi terkadang pas lagi bertarung kadang kadang agak lag, padahal lancar jaringan saya, jadi saya kasih bintang 5",sesuai harap terkadang tarung kadang kadang lag lancar jaring bintang
Rating 5 biar selalu dapet caracter B5:),rating biar caracter b
Kenapa si harus daftar,daftar
Bagi ku game Honkai: star Rail grafik nya juga bagus dan karakter nya jga bagus tapi si gacha nya kurang beruntung 🗿,ku honkai star rail grafik karakter gacha untung
Woof,woof
Coba dulu,coba
Kalah rate off 2 kali babi turn-based,kalah rate kali babi turn based
Jangan pelit pelit dongz 😁,pelit pelit dongz
aku suka reward nya dan sistem gacha nya gak kayak game sebelah,suka reward sistem gacha belah
Grafiknya bagus banget,grafik
game seru dan banyak event yg menarik untuk di dapatkan terus dan permainan yg sangat seru sekali,event tarik dapat main
Game nya bagus banget banyak karakter yang bagus bagus,karakter
"Optimalisasi lagi dong, lag banget",optimalisasi lag
belum coba HP nggak kuat,coba hp kuat
Seru si tapi klo hp Lo kentank map nya kelap kelip 😊😍,hp lo kentank map kelap kelip
LULUS SNBT PILIHAN 1 ATAU PILIHAN 2 YA TUHAN AMIN update,lulus snbt pilih pilih tuhan amin update
"Tolong perbaiki bug texture hilang, sebenarnya saya suka game ini",baik bug texture hilang suka
"i afraid my chromebook storage it's full, but i hope this game will be in geforce now too :)",afraid chromebook storage full hope geforce
"DEVELOPER SLOW RESPON, GK BISA NGATASIN MASALAH, TIBA TIBA GK BISA MAIN ""Terlalu banyak permintaan"" GANTI AKUN AJA KAGA!!! MINTA SOLUSI KE CS, TAPI SLOW RESPON, KEBURU MALAS MAIN",developer slow respon atas minta ganti akun solusi cs slow respon keburu malas
turn base tapi size ga ngotak cokkk,turn base size pikir cokkk
"Amazing lore,storyline,character design,also RPG system that combine between open world and turn based system!!",amazing lore storyline character design also rpg system combine open world turn based system
"Udh mau sebulan nunggu, misi baru pun ngk ad trabelizer udh lvel 50, misi pun ngk ad keliling² kyak orng begok,",bulan tunggu misi ad trabelizer lvel misi ad keliling kyak orng begok
Bagus hannya saja terlalu ngelag,hannya ngelag
loadingnya lama kenapa harus pake top up waktu sihhhh banner,loadingnya pake top sihhhh banner
Setelah update terbaru gamebya jadi sering force close pas mau masuk game atau pas lawan boss spt pantalia,update baru gamebya force close masuk lawan boss pantalia
"Tolong untuk pihak dev ,adakan fitur hpus data quest seperti game² lain ny genshin dan hi3 ,kasian hp yg spek mid range ke bwh tidak cukup internal karena size game terlalu besar ,beda dengan genshin dan hi3 meskipun besar tapi bisa di hapus data quest jdi bisa melegakan internal yg sedikit,mohon di baca untuk pihak dev.",dev adakan fitur hpus data quest genshin hi kasi hp spek mid range bwh internal size beda genshin hi hapus data quest lega internal baca dev
"Please tolong,habis update ga bisa dibuka keluar terus, padahal udah selesai update, tolong solusinya pengen gacha ini yaampun,ditunggu:)",habis update buka selesai update solusi ken gacha yaampun tunggu
"Menurut saya game ini bagus dan menyenangkan tapi ada bug dimana saat saya sedang bermain keluar sendiri dan ketika merubah grafik selain sangat Rendah tiba-tiba berubah jadi putih semua hanya Itu masalah dari yg ku dapat kalau sudah diperbaiki nanti saya kasih Rating bintang 5,",senang bug mana main rubah grafik rendah ubah putih ku baik rating bintang
Saran min aku pengen banget ada fitur 3x dipercepat battlenya😁,saran ken fitur x cepat battlenya
Please be nice always low pity,always low pity
game baikk👍👍,baikk
size ny terlalu bsr utk d download loading ny lma dan BKIN nge lag,size bsr download loading lma bkin nge lag
"power creep gila,,,,trs 180 kali gacha baru dapet 1 limited,,, bansos dikit hoyo pelitt banner",power creep gila kali gacha limited bansos dikit hoyo pelitt banner
Amazing game,amazing
Mantap lah dari segi story dan backsoundnya 11 12 sama genshin dan voice actor Englishnya lebih bagus yang ini daripada genshin dan 1 lagi mulut char nya ngepas banget sama teks yang diomongin Good job HOYOVERSE,segi story backsoundnya genshin voice actor englishnya genshin mulut char ngepas teks diomongin job
Sungguh merupakan maha karya yang tidak ada duanya 👍👍👍👍👍👍,sungguh maha karya dua
Game bagus saya suka gameplay nya gacha nya karakter nya 😁,suka gacha karakter
Super keren,super
"visual ok👌 storynya bagus, ramah f2p pokoknya mantaplah",visual cerita ramah f p pokok mantap
Turu based penuh waifu,turu based penuh waifu
Aduh aduh game bagus banget turn-based,aduh aduh turn based
"Dosa besar HSR ••penyakit powercreep gila ••Inflasi star rail ••Yapping Star rail cerita makin Mid kebanyaan Yapping ngak jelas ••Global Passive yg akan menciptakan powercreep terbaru ••dibumbui Agenda Jomok Yuri,asal mula dari Hi3 emang penyuka Yuri ••cerita kebanyaan BlackScreen 6)DEV Batu dll",dosa hsr sakit powercreep gila inflasi star rail yapping star rail cerita mid kebanyaan yapping global passive cipta powercreep baru bumbu agenda jomok yuri hi suka yuri cerita kebanyaan blackscreen dev batu dll
Opsional,opsional
"Rpg semi giliran, kirain mmorpg, dowload data dalem awal nyampe 7gb, gila but tipe game gini doang nyampe gede bgt, gw g tau setelah download 7gb ada daleman lagi apa engak, soalnya gw juga sama lagi download, bisa seharian lebih mana wifi lemot",rpg semi gilir kirain mmorpg dowload data dalem gb gila tipe gin doang gede tau download gb dalem engak download hari wifi lot
"Saran terbaik yang bisa saya berikan perihal drama ""global pasif"" ini adalah untuk merubah/revamp menjadi ""party pasif"", jadi persyaratannya berubah CASTORICE HARUS BERADA DIPARTY untuk mendapatkan efek Edo tensei tersebut. Hal ini juga sudah termasuk berlebihan karena powercreep Fu Xuan E2 dan Bailu, namun hal ini juga lebih baik daripada mekanisme ""global"" yang membuat player protes & banyak KAUM FOMO NORAK yang ikutan rating 1 star pada APLIKASI ANDA....",saran baik perihal drama global pasif rubah revamp party pasif syarat ubah castorice diparty efek edo tensei powercreep fu xuan e bailu mekanisme global player protes kaum fomo norak ikut rating star aplikasi
Game hsr kebanyakan yapping kaya sidang isbat kemarin,hsr banyak yapping kaya sidang isbat kemarin
yoiii pity,yoiii pity
perfect,perfect
"sebenernya ga terlalu masalah sma global passive tpi mungkin itu mlh ngebuat jdi gambang bgt apa lgi castorine ga pake global passive udh op bgt bisa heal, dmg bagus, bisa nahan dmg, ngasih taunt apa lgi di tambah global passive, tpi ak sih masi bisa terima. trus klo bisa itu quest baru yg amphoreus jangan yapping mulu napa hoyo jdi mirip quest sumeru kan panjang lebar, tpi sumeru masi asik sih, overall dri chara, story, sma mekanik oke sih",global passive mlh ngebuat gambang castorine pake global passive op heal dmg nahan dmg taunt global passive mas quest amphoreus yapping mulu napa hoyo quest sumeru lebar sumeru mas asik overall dri chara story mekanik
Mayan,lumayan
udah pensi sih tapi gapapa lah ikutan bintang 1,pensi gapapa ikut bintang
Makasi hoyoplers udah ngasi 5 biji Chara B5 di Trailblazer gw yg ke 18,makas hoyoplers ngasi biji chara b trailblazer
Game yang menarik dan panjang perjalannya.. update,tarik jalan update
"Its a turn based game , with some combination of tactics u can use. The game storyline isnt fascinating as honkai impact or maybe even genshin but it is enjoyable. The performance on the game still need to be optimized, its a small world nothing like a freeroam genshin so it should be better performance. The grinding in this game isnt bad but not good either, the drop maybe can be more fixed lik why Quantum relics got healing boost etc. banner",turn based combination tactics u use storyline isnt fascinating honkai impact maybe even genshin enjoyable performance still need optimized small world nothing freeroam genshin better performance grinding isnt bad either drop maybe fixed lik quantum relics got healing boost etc banner
"Game T*L*L Nggak Kreatif, inflasi Nggak Ngotak , Nggak Ada Mekanisme Baru Yang Menarik Buat Jualan Char👎👎👎 Padahal Dulunya Baik-baik Aja ni Game",l l kreatif inflasi pikir mekanisme tarik jual char dulunya
"sebagai player yang awal rilis udah main, untuk gameplay di update an sekarang bener² kerasa banget powercreep dan HP inflationnya. untuk nyelesain end game content aja kewalahan.",player rilis update bener rasa powercreep hp inflationnya nyelesain end content kewalahan
"UH OH .... Ini terlalu keren....!? btw, huo huo kapan rerun anjer",uh oh btw huo huo rerun anjer
Sangat puas,puas
Kenapa hitam trs ga masuk2,hitam masuk
Plis lah mendadak grafis map banyak yang kabur/ blur padahal dulu tidak seperti itu didevice Tecno pova 4 pity,dadak grafis map kabur blur didevice tecno pova pity
sudah bagus tapi tolong pitynya di kurangi dari 90 ke 80 saja 🗿,pitynya kurang
"Bagus cuma aing minta tolong dong tim di perbarui yang awalannya cuma 4 org doang ,per tim jadi 5 ,soalnya kadang pengen nambah karakter dmg cuma slot nya kureng ,soalnya di tim ada 2 healer 1 shield, 2 healer supaya kalau healer 1 nya otw mati ada 1 healer lagi 💀😁",aing tim baru awal org doang tim kadang ken nambah karakter dmg slot reng tim healer shield healer healer otw mati healer
"untuk game nya oke sih, cuma pas udah download data nya, udah selesai, udah loading, pas masuk malah keluar keluar ga jelas padahal syarat hp gw udah terpenuhi anj",download data selesai loading masuk syarat hp penuh anj
"1. Passive global gak ngotak 2. Hp inflation 3. No B4 baru, minimal bisa buat versi lite nya b5 meta 4. POWERCREEP BRUTAL 5. Desain char cewek kaya template, terutama bagian dada 6. Char cowok dinerf brutal demi char cewek bisa masuk meta",passive global pikir hp inflation b minimal versi lite b meta powercreep brutal desain char cewek kaya template dada char cowok dinerf brutal char cewek masuk meta
Bagus sekali grafik nya apa lagi alun cerita nya bagus semua cuma ketika disuruh melawan robot malas banget seandainya tidak setia pada saat ada robot tapi aku tetap suka ❤,grafik alun cerita suruh lawan robot malas anda setia robot suka
"Yg ditunggu""rilis juga😋",tunggu rilis
Aku main dari season awal dan sekarang aku mau pamitan karna hp ku udah kepenuhan size dari hsr sebenernya sedih klo mo dihapus tapi mo gimana lagi..Mungkin di season ini aku berhenti main dan mau ucapin terima kasih hsr telah memberikan permainan yang sangat menarik dan sekarang saya ucapkan terimakasih banyak😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,season pamit karna hp ku penuh size hsr sedih mo hapus mo gimana season henti ucapin hsr main tarik ucap
"Jujur gamenya sudah bagus gw bener bener pengin main ni game lagi karena update, hp ram gw gak cukup lagi gw harap nanti ada honkai star rail cloud. Supaya bisa jadi alternatif player yang pengin main ni game bisa coba sama merasakan serunya nih game",jujur bener bener pengin update hp ram harap honkai star rail cloud alternatif player pengin coba rasa seru nih
Makasih Game Baik gacha,gacha
"grafik mantap, waifu mantap, loli mantap, semua mantap uhuhe",grafik waifu loli uhuhe
"Extreme Power creep, P2W is real",extreme power creep p real
Lah kok nge bug pas udah beresin tantangan universal bagian ke 3 malah nge blenk item semua layar padahal sebelumnya lancar aja main kok ini jadi item semua layar tolong di perbaiki bug nya aduh lagi jalanin misi universitas tiba-tiba item semua sangat menganggu tidak bisa kembali bermain semua hitam layarnya tidak ada gambar saya kira hp saya yang elor ternyata game nya,nge bug resin tantang universal nge blenk item layar lancar item layar baik bug aduh jalanin misi universitas item menganggu main hitam layar gambar hp elor
"Game Honkai ini ternyata bagus banget, aslii bagus bangeet.. Pengalaman seru di luar angkasa .. update",honkai asli bangeet alam angkasa update
game terbaik sepanjang masa👍 turn-based,baik turn based
Tolong bug nya di fix,bug fix
Untuk gameplay dan story itu okayy banget terus dari setiap design charakter nya keren keren di tambah voice nya juga yang pas ke setiap charakter nya sama soundtrack juga enak enak Dan untuk mihoyo tolong kembalikan game pendahulu yaitu Houkai Gakuen 2 soalnya bener bener pengen ber nostalgia banget sama game pertamanya mihoyo semenjak game nya tutup,story okayy design charakter voice charakter soundtrack enak enak mihoyo kembali dahulu houkai gakuen bener bener ken ber nostalgia pertama mihoyo semenjak tutup
"Tinggal tambahin fitur skip story aja Soalnya side quest storynya ga penting"" bgt ga harus di perhatiin bgt jadi setidaknya bisa skip sekalian hemat waktu sama tenaga buat mencet""in text yg loadnya lama kalo buat story utama gaada juga ga masalah soalnya penting",tinggal tambah fitur skip story side quest cerita perhatiin skip hemat tenaga mencet text loadnya story utama
The gameplay is so good. But chan you put dhis game ini ps/play stasion so I'm chan play in good gratis pls😢😢 I be wait,chan put dhis ps stasion chan gratis wait
"Login bisa tapi gak bisa masuk ke game. Resource download failed, padahal udah di update semua. HSR doang yang kayak gini genshin sama HI3 langsung masuk ke game",login masuk resource download failed update hsr doang gin genshin hi langsung masuk
"Tolong ada bug,saat saya mengedit team saya saat keluar masih berada di layar edit tetapi sudah berada di gameplay tolong ini membuat saya harus keluar masuk aplikasinya",bug edit team layar edit masuk aplikasi
Sangat bagus untuk game santai,santai
mantap men,men
Aku menyukai gamenya,suka
Mantap karakter,karakter
"Kok Himeko Sama Dan Heng Ga Ada Suaranya , Plis Jangan Hilangkan Voice inggris itu aja jalan satu satunya aku bisa ngerti story, pliss kalau ga tambahin voice Indonesia Karena Indonesia juga bahasa yang terkenal dan bahasa Asia.dan Hapus Voice Inggris jika Strike VA makin Parah",himeko heng suara hilang voice inggris jalan satu ngerti story tambah voice indonesia indonesia bahasa kenal bahasa asia hapus voice inggris strike va parah
GW KALAH RATE OFF MULU ANJGGGG KASI MENANG KE,kalah rate mulu anjgggg menang
Cool,cool
Mohon maaf nih admin setelah patch 1.3 ko sering nge freze yah pdhl ram hp masih banyak kemarin aja lancar trs TPI skrng sering nge freze,maaf nih admin patch ko nge freze yah pdhl ram hp kemarin lancar skrng nge freze
"Relic just scam, to hard for get event just 1, 1 patch i no one got good relic, i got one nice core (ITS was so hard), but sub stat so trash, i got all nice (use modeling resin+wishfull resin btw) but upgrade gacha so trash all def or hp up, not fun at all, wuthering waves more better then this game",relic scam hard get event patch one got relic got one core hard sub stat trash got use modeling resin wishfull resin btw upgrade gacha trash def hp fun wuthering waves better
sungguh bagus dan luar biasa,sungguh
Uhhhh gim sangat baikkk,uhhhh baikkk
Gacha ampas mending genshin walaupun sistem nya sama The gacha is very trashy,gacha ampas mending genshin sistem gacha trashy
"sehat sehat game baik, game kikir ga diajak",kikir ajak
"sayang banget dev dari segi manapun udh perfect bagi gua tpi karena adanya global passive ini ko malah jadi down,bagi gua sih ga masalah fun fun aja cuman bagi player yg lain yg main dari awal rilis pasti kerasa perbedaannya ga seimbang,tolong untuk kedapan nya lebih diperhatikan lagi dev banner",sayang dev segi mana perfect global passive ko fun fun cuman player rilis rasa beda imbang kedap perhati dev banner
Bilangin ke hoyoverse makasih udh buatin game sebagus ini gacha,bilangin buat bagus gacha
Loadingnya kebanyakan nguras data + lama,loadingnya banyak nguras data
Game ini sangat bagus dan cerita cukup menarik. Saya suka sekali,cerita tarik suka
game baik pity,pity
Bintang 4 Itu voice argenti yang en gada suara nya Tolong di perbaiki Mohon sangat mohon ya Saya ngerjain story quest nya jadi kurang nyaman karena voice argenti en nya gada Jadi kaya datar aja gitu Mohon ya segera di perbaiki sekian.,bintang voice argenti en gada suara baik ngerjain story quest nyaman voice argenti en gada kaya datar gitu baik sekian
Gmae favorit banner,gmae favorit banner
Story tellingnya yapping sangat! kebiasaan hoyo dari dulu gk pernah berubah.,story tellingnya yapping biasa hoyo ubah
nice update,update
"Kalau dari desain character, grafik dan story nya memang juara dan mantap.",desain character grafik story juara
game ini cukup baik tapi saya kurang menikmat suasana dari game nya karena setiap saya bermain layar saya ngelag mulu pls fix supaya lebih smooth.,nikmat suasana main layar ngelag mulu fix smooth
Min tolong kasih saya hokiii jangan 80 pity trus😭,hokiii pity
"game turn based gini disamain kayak open world, gaada event apa apa seret farming gaada quest gblok wkwkwkwkwk, pelit amat hdeh dev tll",turn based gin disamain open world event seret farming quest gblok wkwkwkwkwk pelit hdeh dev tll
Bansosnya bynk,bansosnya bynk
plis menang rate off biar tidak ubah rating,menang rate biar ubah rating
Mwah ily hsr,mwah ily hsr
Semoga firefle hidup lgi,moga firefle hidup
"oke sih, banyak karakter bagus & ganteng' cuma suka kesel quest gabisa di skip, makan waktu berjam-jam & banyak puzzle yg tricky. overall bagus sih, oh iya suka kesel juga untuk farming relic nya, selalu ga puas dgn stats nya. kita butuh nya HP% malah di kasih ATK%, nanti kita butuh nya ATK% malah di kasih sebaliknya, jujur cape bgt farming relic nya meskipun skrng udh ada item baru yg bisa custom stats n substats tapi tetep aja substats nya yg pas di up tetap random.",karakter ganteng suka kesel quest gabisa skip makan jam jam puzzle tricky overall oh iya suka kesel farming relic puas stats butuh hp atk butuh atk jujur cape farming relic skrng item custom stats n substats tetep substats random
powercreep,powercreep
Game ya waktu awal rilis masih aman buat HP yg kentang tpi setelah update malah makin berat jdi mohon buat develop y update yg gk usah berlebihan masah sakali ad update lansung 7 gb cuma itu dowang si selebihnya udh bgus,rilis aman hp kentang update berat develop update masah sakal ad update lansung gb dowang lebih bgus
"Gamenya banyak glitch setidaknya untuk hp saya, dari 1.1 sampai sekarang belum diperbaiki",glitch hp baik
Bagussss bangettt gacha,bagussss bangettt gacha
"You'll change your name and change your mind, and leave this place behind banner",change name change mind leave place behind banner
Game nya seru banget cocok buat gw yang punya keseharian jaga toko dirumah jadi bisa jaga sekaligus main yang paling gw suka sih auto nya ya jadi enak aja bisa ditinggal,cocok hari jaga toko rumah jaga suka auto enak tinggal
keep doing great🫶🏻,keep great
Kerja bagus,kerja
Raja Bansos gacha,raja bansos gacha
So many BuG turn-based,many bug turn based
makasih sudah merilis ayang castorice saya hoyo 🥰,rilis ayang castorice hoyo
"Ini game memang beda dari game Hoyo lainnya, saya sangat suka dengan jenis permainannya apalagi story nya yang keren, teks nya kadang kadang bikin ngakak, keren dah ni game, terus ga pelit Stellar Jade emang the best ni game. Anw selamat Honkai Star Rail atas Award yang telah diraih 😁",beda hoyo suka jenis main story teks kadang kadang ngakak pelit stellar jade anw selamat honkai star rail award raih
Pengalaman saya bermain game ini sangat baik,alam main
buat f2p bener2 susah buat gacha char lagi dan lagi karena powercreep yg disengaja,f p bener susah gacha char powercreep sengaja
sejujurnya saya gak terlalu peduli dengan power creep sama hp inflasi soalnya saya tipikal orang yang fokus story 🗿,jujur peduli power creep hp inflasi tipikal orang fokus story
"mukul nya gantian, bug nya banyak apalah terancam resiko kesukaan hoyovers update",mukul ganti bug apa ancam resiko suka hoyovers update
Thanks banget hoyoverse bug nya sudah di perbaiki 🥰😘🥳 Tapi aku ada bug satu lagi di luofu yang di starskiff jetty yaitu bug nya saat ingin berlari efek visual yang seperti aurora dan yang biru² itu nembus jadi tolong di perbaiki ya. love you hoyoverse 😚,bug baik bug luofu starskiff jetty bug lari efek visual aurora biru nembus baik
Kepada developer yang terhomat tolong tanggapi komentar ini tolong segera di perbaiki servernya karena saya mau login gak masuk too many request terus jadi saya kasih bintang 2 dulu yah kalo udah di perbaiki ntar saya kasih bintang 5,developer terhomat tanggap komentar baik servernya login masuk many request bintang yah baik bintang
Turn base is the only reason that I love this game... its look like Final Fantasy Game...,turn base reason look final fantasy
"Dari keseluruhan aku sangat suka game ini, Setiap mode nyaman dan seru buat di mainkan, story nya juga Bagus Namun jika bisa hadirkan Fitur Down Superimpose, Saat Gacha LC Argenti saya mendapatkan 2 sekaligus, dan langsung saya Superimpose, Dan saya menyesal karna Charakter Erudition saya kekurangan CR.D, saya Harap di hadirkan Fitur Downgrade Superimpose terimakasih",suka mode nyaman main story hadir fitur superimpose gacha lc argenti langsung superimpose sesal karna charakter erudition kurang cr harap hadir fitur downgrade superimpose
Ko gak bisa masuk sih,ko masuk
Global passive bikin rusak,global passive rusak
"Mungkin ini Game turn based rpg terbaik yang pernah gua mainkan dihp, mulai dari segi grafis yang keren layaknya anime, character dan dunia dengan basis 3D dimana gua bisa bebas mengeksplorasi berbagai tempat yang berbeda ,musuh yang sangat beragam, serta ada banyak lagi fitur fitur lain yang belum gua temukan pada game rpg turn based lainnya, dan untuk sistem gachanya lumayan lah (walau agak susah buat f2p dapetin char B5 hehe), ditunggu update keren kedepannya",turn based rpg baik main dihp segi grafis layak anime character dunia basis mana bebas eksplorasi beda musuh agam fitur fitur temu rpg turn based sistem gachanya lumayan susah f p char b hehe tunggu update depan
menurut saya game ini lumayaan menarik daan mmemiliki kualitas yang bagus dari segi character daan gameplay yang tidak monoton dan berinovasi turn-based,lumayaan tarik daan mmemiliki kualitas segi character daan monoton inovasi turn based
Nambah rate aja,nambah rate
Game ini terlalu baik tidak seperti game sebelah😰😭,belah
GAME NYA SERUUUUUU😖😖 lag,seruuuuuu lag
Best game gacha,gacha
Gk ada fitur pindah server,fitur pindah server
Mantep pity,pity
"Untuk update sekarang kurang menarik di karena untuk update 7,1gb an harusnya Minimal 2 boss fight",update tarik update gb minimal boss fight
Saran = jaringan di perbaiki kerna bisa 175ms padahal di game lain bisa sampe 75/50ms dan tidak ada tombol skip kerna quets nya bisa bikin ngantuk tolong di baca 🗿🫵,saran jaring baik kerna ms sampe ms tombol skip kerna quets ngantuk baca
fps stuck di 30 padahal dulu bisa lebih dan perangkat saya support dan fps sudah saya setting di 60 tetap stuck di 30 tidak turun dan tidak naik semenjak 3.0 membuat saya tidak betah maen hsr tolong developer betulkan bug ini,fps stuck perangkat support fps setting stuck turun semenjak betah maen hsr developer betul bug
"yahahahha mampus rating 1,kebanyakan kasih powercreeph sii,layar hitam,karakter baru terus seterusnya lama2 GK relavan,kasih ajah basos,engk guna kalah gtu mah😂,udh ini MH game orng kaya2 yng BLH main",yahahahha mampus rating banyak powercreeph sii layar hitam karakter relavan ajah basos engk kalah gtu mah mh orng kaya blh
best game ever,ever
"Plis hilangkan rate off, kesel rasanya kalah rate off di high pity",hilang rate kesel kalah rate high pity
"Otw download nih, tapi nanti ya kalo ada WiFi :v",otw download nih wifi v
gemenya Bagus banget,gemenya
Besar amat data yg mau di download Ga bisa login lag,data download login lag
"Yang ngerating rendah karena g bisa login, budayakan membaca ,ini server di buka tanggal 26 tod lag",ngerating rendah login budaya baca server buka tanggal tod lag
pertama kali cobain ini game.. keren juga ternyata,kali cobain
Reward nya banyak,reward
terlalu banyak narasi dan tidak bisa di skip jadi bermain menjadi membosankan karena terlalu lama menunggu,narasi skip main bosan tunggu
SUKAKKKK PLIS DEHH 😭❤💗🌹✨,sukakkkk dehh
GAME BANGSAT,bangsat
bestttt,bestttt
