content,clean_final
"powercreep yang terlalu terasa banget,saran saya mending untuk update patch kedepannya ada buff dan nerf daro beberapa character supaya char dulu dulu masih bisa ikut bersaing dan memiliki value lebih",powercreep saran mending update patch depan buff nerf daro character char saing milik value
Iklan mulu ganggu,iklan mulu ganggu
"Akhirnya yg di tunggu"" muncul juga",tunggu muncul
I lose my account in lv 30 in the same gmail. Wont to play this again in any response pity,lose account lv gmail wont response pity
Tumben gw nyaman sama game biasanya cpt bosen,tumben nyaman cpt bosan
Digenshin tidak begitu,digenshin
"game yang bagus, dengan segala issue yang dimiliki nya",issue milik
Tidak seperti yang saya bayangkan Mana ada game perang nyerangnya ganti an Emang di grafik nya keren tapi gameplay nya itu yg kurang menarik dan membosankan,bayang perang nyerangnya ganti grafik tarik bosan
"game enak banget buat nyantai, tapi susah banget ngelawan monster2 karena pake team gratisan",enak nyantai susah ngelawan monster pake team gratis
"Cuma di game ini gw menang rate off sampe 5 kali lebih, sehat sehat game baik🥺🫶",menang rate sampe kali
Gacor kang,gacor kang
Yanqing is my 1st ⭐5,yanqing st
"patch 1.1 force closed, pls fix",patch force closed fix
"keren mas hoyoverse yang chapter lawan cocolia mantap wak,btw mas kalau gua gacha tolong lah kasi b5 terserah mas gua mau gacha gua hoki mas hoyoverse",mas chapter lawan cocolia wak btw mas gacha b serah mas gacha hoki mas
asik bang,asik bang
Game nya bagus terus grafiknya smooth,grafik smooth
"saya pribadi menikmati game honkai star rail karna dari segi visual sama musiknya enak di dengar, story nya juga bagus. Desain karakter nya juga menarik. Bansosnya apalagi🥰 turn-based",pribadi nikmat honkai star rail karna segi visual musik enak dengar story desain karakter tarik bansosnya turn based
Rekomen gacha wangy,rekomen gacha wangy
yg ngasih rating satu sdm rendah,rating sdm rendah
"Jujur pengalaman ku semenjak awal rilis HSR ini cukup excited yg dimana aku bisa bermain game hoyo lagi, udah lama sekali semenjak bermain game hoyo dimulai dari honkai impact sampai ke genshin dan itu pun membuatku boring. Game yang cukup fleksibel dan mudah utk dimainkan menurutku terutama farming gold segala macamnya itu bisa di otomatis.., event atau pun bansos juga banyak.., TAPI KENAPA HOYO SELALU MEMBERIKU LOST PITY SAMPE-SAMPE BAILU E3, AKU PADAHAL SUDAH MENUNGGU RERUN-NYA FU XUAN.. WHY?",jujur alam ku semenjak rilis hsr excited mana main hoyo semenjak main hoyo honkai impact genshin buat boring fleksibel mudah main turut farming gold macam otomatis event bansos hoyo beri lost pity sampe sampe bailu e tunggu rerun fu xuan
ini kenapa sejak ada fitur hapus data. setiap mau ganti selalu donlot data yg mayan gede. buset dah. sangat mengecewakan 🤡😭🤬,fitur hapus data ganti unduh data lumayan gede buset kecewa
baik banget aku dikasi menang rate off 8× makasiii gacha,kasi menang rate makasiii gacha
hehe,hehe
Iri,iri
overall gamenya bagus dan sangat bisa dinikmati dengan segala konten gamenya yang menarik,overall nikmat konten tarik
Semakin kikir gachanya,kikir gachanya
"My account instantly deleted after update, I'm never felt this disappointed to mihoyo. lag",account instantly deleted update never felt disappointed mihoyo lag
Sangat Bagus Dari Segi Alur Cerita Dan Karakter Yang Ditampilkan Sangat Lucu Dan Cantik Dilihat,segi alur cerita karakter tampil lucu cantik
"game nya udah bangus, dan bagi yang memiliki keluhan terkait karakter yg sulit di dapatkan, makanya jangan miskin, udah miskin banyak mau lagi, tinggal farming apa susah kalian aja yang terlalu malas farming gob...k, kemudian game ini emang mengfokuskan ke battle, story dan puzzle, bagi yg ngeluh puzzle nya sulit, makanya otaknya di pake jgn nonton bkp jk yg kalian tau... update",bangus milik keluh kait karakter sulit dapat miskin miskin tinggal farming susah malas farming gob k mengfokuskan battle story puzzle ngeluh puzzle sulit otak pake nonton bkp jk tau update
Login elor terus,login elor
Bagus tambah fitur skip sama back story' min,fitur skip back story
Game Sepi Event.... banner,sepi event banner
mantap dapet jingyuan update,jingyuan update
"Secara keseluruhan sangat memuaskan. -1 bintang karna mata uang di tiap tempat tidak sesuai. Contoh hertareum saya 470 kurang 30 sudah dicari misi dan quest tapi dah bersih semua. Sedangkan kota kedua mata uang shield malah kelebihan ampe 400 padahl sudah tidak ada yg bisa di beli :"") lag",muas bintang karna mata uang sesuai contoh hertareum cari misi quest bersih kota mata uang shield lebih padahl beli lag
"Game ga pelit, beda sama kakaknya..... Di sini gw jg lebih hoki drpd kakaknya",pelit beda kakak hoki drpd kakak
Masih kurang bagus soalnya masih ada masalah login eror padahal jaringan lancar,login eror jaring lancar
Depeloper nya ga baik mimiti hari se menang kan hero bintang 5 kaduya babari bosen da hari se menang kan diyamon na tadi alus gera pik game Namah tapi utama bari bosen aku ge erek di hapus hah,depeloper mimiti menang hero bintang kaduya babar bosan da menang diyamon na alus gera pik namah utama bari bosan ge erek hapus hah
game bagus cerita menarik seperti kaka nya,cerita tarik kaka
Game nya bagus aj kok🗿👍,aj
"Dari segi gameplay okelah, game nya santai, kalau untuk story nya bagus banget, gasabar update story nya",segi santai story gasabar update story
Game tolol blok,tolol blok
castorice the bestttttttt❤️,castorice bestttttttt
"Ternyata harus download ulang, mantap min😁",download ulang
"pengalaman bermain sekarang terasa tidak menyenangkan seperti dulu, semua konten dipaksa mengikuti meta karakter baru yang diharuskan untuk gacha, dan sekarang malah ada global pasive yang merusak keseimbangan dalam game",alam main senang konten paksa ikut meta karakter harus gacha global pasive rusak imbang
ILoveIt:),iloveit
Alur menarik + waifunya op semua🥰,alur tarik waifunya op
"disuruh download terus tiap mau login, udah mana download nya ga kecil(300-800mb) aneh padahal udah ke download semua dan udah 19gb",suruh download login download mb aneh download gb
"Game sangat inovatif, dari gameplay bertarung dan jalan cerita bisa mendapatkan kesan baru dan pengalaman baru dalam bermain game turn-base, sedikit saran tolong di berikan menu settingan yang berbeda untuk cut-scene / film pendeknya, soalnya beberapa kali cut-scene muncul masih sering lag + patah-patah🙏",inovatif tarung jalan cerita kesan alam main turn base saran menu settingan beda cut scene film pendek kali cut scene muncul lag patah patah
you gave me 100 sj for my birthday? you are the only one made my day fr,gave sj birthday one made day fr
"Setelah update, kenapa muncul tulisan login eror terus? Jadi gak bisa masuk ke gamenya. Tolong dong perbaiki",update muncul tulis login eror masuk baik
no debat pity,debat pity
Sbnrny klo udh end game bingung mau ngapain,sbnrny end bingung
Baik hati😁 banner,hati banner
Mana bansos ny ?,bansos
"gamenya seruu kerennn animasinya, ga bikin bosann dan ga beratt dihp mantapp lahhh",seruu kerennn animasi bosann beratt dihp mantapp lahhh
Not bad,bad
Gamenya bagus dan seru untuk dimainkan,main
Very good for weeaboos to play: D turn-based,weeaboos turn based
Seru untuk di mainkan dan menyenangkan banner,main senang banner
Game membosankan,bosan
Grindingnya malesin njir,grindingnya malesin njir
"Tidak di sarankan untuk pengguna yg memakai data telp. Karena game ini sangat menguras data anda, karena sering update",saran guna pakai data telp uras data update
Seru parah,parah
"game gacor banyak bansos,ga mirip kayak sebelah :v update",gacor bansos belah v update
GAME INI TERLALU BAIK! JAYA TERUS GAME BAIK banner,jaya banner
"since the last update featuring rappa, the game always randomly crashing in battle. edit: ok wth, now the game is almost unplayable. the game is always crashing midfight, even qingque tile isn't visible what the pattern is",since last update featuring rappa always randomly crashing battle edit wth almost unplayable always crashing midfight even qingque tile visible pattern
baguss banget gila,baguss gila
"ok lah , cuma utk kedepan buat developer , klw bisa di ringan kan lah spesifikasinya kasian banyak player yang hp kentang tapi kepengen ikut main hsr",depan developer klw ringan spesifikasi kasi player hp kentang ken hsr
login gagal truss.jaringan eror.ga jelas ini game,login gagal truss jaring eror
bagus grafik nya juga Ama karakter nya juga bagus banget tapi ada sedikit Nge glich ya Adain fitur lompat lah masa gak ada,grafik ama karakter nge glich adakan fitur lompat
"Ayolah developer, musuhnya di nerf dikit, apalagi aventurin,walau udh di nerf,damage karakter GK ada apa apanya",ayo developer musuh nerf dikit aventurin nerf damage karakter
Bagus banget tapi questnya aja susah banget,questnya susah
Error.,error
hapus fitur golbal passif update,hapus fitur golbal passif update
Game dengan story dan grafik yang bagus,story grafik
gacha 90 kali kalah rate off game p2w,gacha kali kalah rate p
Akan lebih seru jika tersedia mode multiplayer!,sedia mode multiplayer
"Mau login mesti eror, padahal hp udh redmi note 11 pro 5G Kode eror : 1001_2",login mesti eror hp redmi note pro kode eror
Intinya mh mantap👍,inti mh
RELIC AMPAS!,relic ampas
Nice 👍 Tolong di perbanyakin reward yang banyak buat f2p 🗿,perbanyakin reward f p
tolong dong mihoyo kalo bisa fix dong semua bug nya pas 1.0 tuh lancar bgt semenjak update 1.1 malah berat bgt,mihoyo fix bug tuh lancar semenjak update berat
Kok gk dpt karakter bagus aku udh gacha berapa kali sampe aku ngestuck di misi ku karena lawan terlalu susah jadi agk kecewa sama ni game!,karakter gacha kali sampe ngestuck misi ku lawan susah agk kecewa
Please tambahin fitur co-op,tambah fitur co op
Kode Eror 1001_5 Mau login gini terus,kode eror login gin
Mnjiw banner,mnjiw banner
"please developer nyari Relic gampangin lagi lah, gila farming relic susahnya minta ampun, selalu stat yang keluar jelek bener",developer cari relic mudah gila farming relic susah ampun stat jelek bener
penyakit power creep,sakit power creep
Game anak emas coiii,anak emas coiii
"Ini game turn base terbaik yang pernah saya mainkan. Jujur dari segi grafik, gameplay, plot, karakter, dan music sudah sangat bagus. Tapi... Firefly",turn base baik main jujur segi grafik plot karakter music firefly
"Mudah dimainkan ceritanya bagus, hanya naman karakter nya B aja . Tp overall A ni game",mudah main cerita naman karakter b tp overall
"jangan pernah nyobain nih game,game ini mengandung narkotik yg bikin kecanduan dan tidak baik untuk dompet,yg punya kelainan seperti dompet tipis isi ribuan,jg sekali kali mencoba game ini,anda akan terkena dampak emotional damage,iri,dengki,dg para spender kelas kakap.AWAS,PERINGATAN TERAKHIR,JG MENYESAL",nyobain nih kandung narkotik candu dompet lain dompet tipis isi ribu kali coba kena dampak emotional damage iri dengki dg spender kelas kakap awas ingat sesal
Mantap bansosnya,bansosnya
"Gamenya seru pake banget,terus design karakter dan dunianya bagus banget,storynya lumayan bagus walau kadang agak sedikit ngebosenin tapi tetap seru",pake design karakter dunia cerita lumayan kadang ngebosenin
game hebat,hebat
Login selalu keluar & ga bisa costume grafik,login costume grafik
"ASIKKK BGT apa coba yg gk asik, gk ada di hsr mah",asikkk coba asik hsr mah
dari baner the herta sampe castorice rate off semua mksdnya apa nih hoyo?,baner herta sampe castorice rate mksdnya nih hoyo
Updatenya gilak sama kayak download ulang dari awal,updatenya gilak download ulang
Uwoooggg Fu xuan 🥵,uwoooggg fu xuan
"Ayolah saat kita gacha dan pity sudah di atas 80 itu kumohon 100% win 50/50, rasanya sakit banget kalo pity udah di atas 80 dan kalah rate of",ayo gacha pity mohon win sakit pity kalah rate
"Di Penacony memiliki story yang bagus, Grafik yang mantap, Kualitas music yang tinggi (bagus) Dan Teka Teki Ilusi yang sangat luar biasa. The best HoYo Team !! lag",penacony milik story grafik kualitas music teka teki ilusi hoyo team lag
"gw kasih rate tinggi ya awas lu gak kasih gw gacha bagus, kalo ngampas lagi gw turunin nih rate pake banyak akun",rate awas gacha ngampas turunin nih rate pake akun
Beeew,beeew
"Gacha ampas sudah 160+ gacha Gak dapat starter. nulis story elite, nulis Teks Status Terget tantangan sulit🤙 lag",gacha ampas gacha starter nulis story elite nulis teks status terget tantang sulit lag
"I like the game so much, i just need Ruan mei and Jing Yuan (i missed them)",much need ruan mei jing yuan missed
Gimnya baguzzz,gim baguzzz
"Keren ih, banyak detail yang gw temuin juga di game nya kocak kocak 😭😭 Semangat kembangin game nya ya! gacha",ih detail temuin kocak kocak kembangin gacha
Update 2.7 sangat memuaskan dengan adanya fitur untuk menghapus data yang sudah tidak diperlukan. Bisa hemat sampe 7 GB... Peak Hsr🗣️🗣️,update muas fitur hapus data hemat sampe gb peak hsr
"Baru kali ini gua dapet game turnbase yang gabisa banget buat dilepas, thanks buat mihoyo udh ciptain game ini sm bisa cross platform juga banner",kali turnbase gabisa lepas mihoyo ciptain cross platform banner
I regret p2w after seeing your community is very toxic.. it's not healthy for me.. and I'm scared. turn-based,regret p seeing community toxic healthy scared turn based
Gim Powercreep Gila,powercreep gila
"Hoyovres tolong diperbaiki lagi Bug yang ada di Hongkai star Rail ini karena saat saya bermain Hongkai star Rail entah mengapa kereta di awal login ilang,map-nya menjadi tembus pandang Tolong ya diperbaiki lagi 😭😔",hoyovres baik bug honkai star rail main honkai star rail kereta login ilang map tembus pandang baik
MANTAB HIMEKO ISTRI GW banner,mantab himeko istri banner
nambahin rating b5🗿,nambahin rating b
Loginya lama banget 😡😡,log
"Game pelit gacha, kurang ramah buat F2P",pelit gacha ramah f p
Natasha Wangyyyy gessss lag,natasha wangyyyy gessss lag
buat story dan gameplay udah bagus dan kekurangan nya login eror terus,story kurang login eror
semoga kedepan honkai star rail bisa terus memberi yang terbaik buat kedepan (dan mohon kawan² maklumin aja meta² kedepan 🤣) gacha,moga depan honkai star rail baik depan kawan maklumin meta depan gacha
"Saat melawan musuh pertama setelah mendapat silver wolf sementara, game lag saat silver wolf meggunakan ultinya, ini sangat mengganggu",lawan musuh silver wolf lag silver wolf meggunakan ultinya ganggu
Sulit dapetin karakter mending genshin dan honkai 3,sulit karakter mending genshin honkai
"untuk saat ini gw baikan dulu, kalo lu kasih gw hard pitg lagi, twlah apa yang akan terjadi",baik hard pitg twlah
"Nambah satu bintang. Aku udah main gamenya dari segi grafik yah.. Karena aku udah kenal agak lama mihoyo jadi dari segi grafik enggaj mengecewakan. Buat desain character, aountraack. Musik. Semuanya bagus. Buat segi alur ceritanya bangus cuma kadang aga kecepetan alurnya. Paling yang minus cuma enggak ada fitur ""riwayat"" kaya di honkai impact 3 jadi aga susah nikmati alurnya kalo misal kita ga sengaja mencet tap dialog obrolan kecepetan. Udah sih itu aja. 8/10 dari aku.",nambah bintang segi grafik yah kenal mihoyo segi grafik enggaj kecewa desain character aountraack musik segi alur cerita bangus kadang aga kecepetan alur minus fitur riwayat kaya honkai impact aga susah nikmat alur sengaja mencet tap dialog obrol kecepetan
Game bagus tapi tolong skip di bikin lah,skip
game pembaik tidak seperti yg sebelah,baik belah
"tidak bisa login untuk facebook, mohon untuk perbaikan nya!",login facebook baik
"Good game, btw open rilis tanggal 26 April ya jadi mohon bersabar",btw open rilis tanggal april sabar
Game p2w,p
Mantap update,update
Capek donload lama dan mau udah donlod mAlah balik makanya aku kesel gacha,lelah donload donlod kesel gacha
Overall bagus banget gamenya,overall
Udh tanggal 26 jam 10 lewat gw download ulang masih eror gak bisa main gimana nih Dev kasih gw solusi habis 14 gb berarti gw download game ini masih tetep eror kecewa gw banner,tanggal jam download ulang eror gimana nih dev solusi habis gb download tetep eror kecewa banner
Good Games★★★★★ lag,games lag
bagus kok gamenya gw malah bingung sama orang yang ngasih bintang satu,bingung orang bintang
Kasih ak Firefly nanti ak b5 in. banner,firefly b banner
Sumpah loading nya lama bgt,sumpah loading
Rate gatcha nya parah bgt euy... Wkwkwk,rate gatcha parah euy wkwkwk
agak ngelek si gacha,ngelek gacha
Agak kecewa semenjak update jadi sering login error dan map game tidak muncul,kecewa semenjak update login error map muncul
Parah ga dapet uid 8000,parah uid
"abaikan kritik tentang ""global pasive""",abai kritik global pasive
"kenapa aku stuck di mengunduh data ya? aku setelah mengunduh data terus masuk buat ngunduh data seluruhnya, terus aku pencet sambil aku tunggu semalaman tapi pas aku cek mlh kembali ke tampilan mengunduh data awal. tolong dong ini gimana update",stuck unduh data unduh data masuk ngunduh data pencet tunggu malam cek mlh tampil unduh data gimana update
Waiting! 🙌,waiting
Kalo powercreep di pikir pikir mas,powercreep pikir pikir mas
wangy,wangy
KALAH RATE OFF MULU😐😐,kalah rate mulu
Error mulu gk bisa masuk,error mulu masuk
"menurut ku gamenya udh bagus, selama main blm Nemu bug/kendala sama sekali, grafiknya bgs walaupun pake setting terendah kalo di hp. desain char nya bgs"". game ini jg kalo ngasih hadiah GK pelit, lumayan lah. sedikit saran banyakin event nya karena kalo semua udh di selesaiin event nya pasti bingung mau ngapain lagi palingan ngelakuin quest dan kasih tombol skip saat sedang dialog karena mungkin aj sebagian player pengen skip bagian dialog itu sepeti ZZZ,, itu saja sih.",ku nemu bug kendala grafik pake setting rendah hp desain char hadiah pelit lumayan saran banyak event selesaiin event bingung paling quest tombol skip dialog aj player ken skip dialog sepet zzz
Mihoyo anda tidak memberikan thr buat player-player tercinta mu ini. Semoga aja ada thr buat teman-teman semua,mihoyo thr player player cinta mu moga thr teman teman
Aku download karena dengar2 mau collab sama fate stay night😆 lag,download dengar collab fate stay night lag
"update launcer"" terus gimana solusinya?",update launcer gimana solusi
"Gua kasih bintang 3 dlu , gua paling males sama misinya yg masih ada bug kaya layar hitam sendiri lah padahal dah direfresh tapi tetep sama aja jadi ngangu permainan yg lgi seru serunya,untuk grafik si dah bagus cuma tolong benerin misi yg masih ada bugg",bintang males misi bug kaya layar hitam direfresh tetep ngangu main seru grafik benerin misi bugg
game baik sama seperti game sebelah nya 😇😇 banner,belah banner
grafik bagus banget dan untuk gameplay sangat mudah di pahami turn-based,grafik mudah paham turn based
"game nya bagus,cuman perlu di perbanyak karakter cowok aja pity",cuman banyak karakter cowok pity
yey turn-based,yey turn based
Sugoii,sugoii
"Sering error pas login. Ga paham bgt maen game Laen lancar pas maen ni game ngelegggg bgt Ping ratusan , pas kualitas nya tinggi malah ngeleg , giliran di rendahkan malah Map nya malah putih² . Pas dicerita nya sering leg G ad skip story ajg bikin boring",error login paham maen laen lancar maen ngelegggg ping ratus kualitas ngeleg gilir rendah map putih cerita leg ad skip story ajg boring
gacha ampass!!!,gacha ampass
"bagus sih dru segi manapun, cuma ya kadang saya kesal saya pernah punya akun tetapi pas login akun itu tb² hilang dan tidak bisa diloginkan lagi padahal melalui google, dan terkadang pas login hanya muncul layar hitam yang sangat lama. turn-based",dru segi mana kadang kesal akun login akun tb hilang diloginkan google terkadang login muncul layar hitam turn based
"masih ada bug layar gelap, dan berkedip. karakter ga bisa gerak",bug layar gelap kedip karakter gerak
KENAPA SAYA BLM DPT SUNDAY 😡,sunday
Terimakasih hoyoverse udh kasih aku menang 50:50 semoga lancar terus game baik,menang moga lancar
"Waduh belum main, instalan dalam ngeri bgt 13000mb, 13gb itu ya",instalan ngeri mb gb
Game baik 🥰 banner,banner
Game mekanik yg luar biasa,mekanik
"Grafik apk nya sangat hd++ game nya mudah untuk di pahami, kualitas visual nya bagus banget",grafik aplikasi hd mudah paham kualitas visual
Masterpiece,masterpiece
game jelk aku ge ilang,jelk ge ilang
Bajigur,bajigur
K.,k
game seru dan turn base yg menarik,turn base tarik
"gamenya bagus, ga pelit, semoga makin sukses ya",pelit moga sukses
"powercreep? I don't care about it, it's nice game, nice story, all character is good. and everybody that give rate 1 star should uninstall it. banner",powercreep care story character everybody give rate star uninstall banner
bgus,bgus
11/100 perfect,perfect
"game udah bagus dan aspek lain nya juga udah bagus,tolong buat yg fomo jangan lah kasi B1,ini orang yg ingin nikmatin story game nya jadi was was,karena banyak yg rate 1 dan takut game nya hilang,tolong lah ya, padahal nih game dari awal rilis udah banyak berkembang,walau powercreap nya gila gilaan,tapi katanya ada kemungkinan char lama bakalan di revam,dan moga aja char lama bisa bersinar lagi,dan tolong perbaiki bintang nya ya🙏",aspek fomo b orang nikmatin story rate takut hilang nih rilis kembang powercreap gila gila char revam char sinar baik bintang
Pity di kurangin min jadi 70 atau 50 gitu jangan 90,pity rangin gitu
"yok jangan powercreep mulu, jgn pilih kasih ke karakter baru mulu, karakter lama jadi sampah",yok powercreep mulu pilih karakter mulu karakter sampah
200 pull no ff anjinx,pull ff anjinx
gw gk perduli P.C itu gw orgnya fokus story turn-based,duli p c orgnya fokus story turn based
"Game nya udah bagus, characternya mantep² apalagi nanti castorice di 3.2. overall semuanya udah oke sih cuma ada permasalahan yg menurutku fatal di game ini yaitu hp inflation dari endgame content nya yg gk ngotak terutama di MOC, juga buffnya yang kesannya itu bener² buat karakter b5 baru, jadi kita kaya diharuskan buat gacha karakter itu. Semoga hoyoverse bisa menurunkan hp boss dari endgame content, supaya kita sbg f2p gk tersiksa😭😭 apalagi kaya tiap patch minimal harus gacha 1 b5 limit💀💀",characternya castorice overall masalah turut fatal hp inflation endgame content pikir moc buffnya kesan bener karakter b kaya harus gacha karakter moga turun hp boss endgame content f p siksa kaya patch minimal gacha b limit
"Keren, menyajikan 2 tipe yaitu open map dan ketika berkelahi secara battle atau 1 lawan 1 di tempat yang khusus",saji tipe open map kelah battle lawan khusus
"Game bagus, dari segi Grafik dan alur cerita pity",segi grafik alur cerita pity
Aku WK Star Rail😜,wk star rail
Saya kesusahan masuk game nyaa sumpah ngelag bgt dah,susah masuk nyaa sumpah ngelag
Best Gacha Game!!,gacha
gim turu base tapi bikin nagih saya suka saya suka,turu base nagih suka suka
Sering force close kagak jelas,force close
"hoyoverse, ini grafik ku kok latar nya jadi item ? perbaikin dong hoyoverse apa ini efek memori atau gimana ? mau main jadi ga enak",grafik ku latar item perbaikin efek memori gimana enak
Kok game nya udah lama loding banyak terkuras kuta sampai 4 GB,loding kuras kuta gb
"bagus, hp sya stabil kok masih ngelag yh?",hp stabil ngelag yh
KAFKA WANGY WANGY,kafka wangy wangy
Suka bangett!!!!! Semoga aku bisa dapet semua karakter keinginan ku hehehhe Bintang 5 pokonya,suka bangett moga karakter ku hehehhe bintang poko
New star game,new star
aku cinta danheng🫶🏻,cinta danheng
"Tiap update versi selalu nambah 2gb, tolong tambahkan fitur hapus data story supaya user mobile gak tersiksa",update versi nambah gb tambah fitur hapus data story user mobile siksa
Adain fitur battle item please jadi kita bisa gunain item selama battle,adakan fitur battle item gunain item battle
aku cinta hsr lag,cinta hsr lag
Kereeen,kereeen
Kok Nih Game keren banget😍 pity,nih pity
Musuhnya dan juga story quest seru banget,musuh story quest
"Grafik masih terlalu berat mungkin karna baru rilis, segera di update lagi supaya enjoy mainnya turn-based",grafik berat karna rilis update enjoy main turn based
"Main di PC awal awal rilis, game baik",pc rilis
Sama sama taulah,tau
F2p bisa apa,f p
dulu gw sebut game P2W pada koar koar belain game nya sekarang apa tuh beneran terjadi juga 😏,p koar koar bain tuh beneran
"bagus gamenya, tapi tolong jgn hard pity mulu",hard pity mulu
Saya ketika dalam pertempuran tiba tiba keluar dengan sendirinya mohon developer lebih di tingkatkan lagi bug nya,tempur developer tingkat bug
"fiturnya mirip mirip lah ya sama genshin impact jadi gak pusing pusing banget, grafik oke, cerita oke, tapi pls questnya banyakin dong, agak susah klo mau naik lv cuman ngandelin resin wkwk. terus ini aku gatau hpnya yg bermasalah atau apa, cuman kalo ada cutscene suka patah patah, mau video atau suaranya wkwk jadi kurang nyaman. selebihnya okeee, banyak komedinya wkwkw",fiturnya genshin impact pusing pusing grafik cerita questnya banyak susah lv cuman ngandelin resin wkwk hpnya masalah cuman cutscene suka patah patah video suara wkwk nyaman lebih okeee komedi wkwkw
Jelek bangt dah sistem gacha udh nabung gacha char malah dikasih char yang gak sesuai,jelek bangt sistem gacha nabung gacha char kasih char sesuai
Min bagi gw kafka min ☺️🙏 pity,kafka pity
Sangat bagus 🥰🥰🥰🥰🤩🤩🤩🤩😍😍😍 update,update
"Game udah bagus, grafik dan animation charnya memanjakan mata, storynya bagus bangett dan gak ketebak, tpi tolong tambahkan fitur co op biar bisa main bareng ama teman + tolong tambahkan fitur loncat, manjat, dll kayak genshin juga gak nyaman banget ruang geraknya di batasi, sekian",grafik animation charnya manja mata cerita bangett tebak tambah fitur co op biar bareng ama teman tambah fitur loncat manjat dll genshin nyaman ruang gerak batas sekian
"Penyakit powecreep gila, fitur minim ga ada fitur bikin anak",sakit powecreep gila fitur minim fitur anak
"gg game nya seru ga ngebosenin, tpi klo misinya sudah selesai bosen min wkwk bingung mau ngapain dpt not beath lah",ngebosenin misi selesai bosan wkwk bingung beath
sudah bisa min semenjak update 3.2 sudah tidak ada black screen lagi turn-based,semenjak update black screen turn based
"Game paling seru, tapi pelit banget sama gacha nya baru bisa dapat bintang 5 di pity 80-86 pity",pelit gacha bintang pity pity
GACHA NYA GACHOR,gacha gachor
Opsional😁,opsional
YAHAHAHAH ratingnya turun >:V,yahahahah ratingnya turun v
Bagud mas,bagud mas
"Bagus, next update jgn besar2 ya wkwk takut pensi ntar gw",next update wkwk takut pensi
"Game grafik alur bagus dan bansos ya jga ramah,, Untuk kalian yg kesusahan update trus gagal Mulu,, itu penyimpanan ya udh ga kuat dah mending vensi jgan ngereting SE enak ya,, toh hp kalian yg kentang",grafik alur bansos ramah susah update gagal mulu simpan kuat mending vensi jgan ngereting enak hp kentang
gak sabar buat next update,sabar next update
"Setelah gw main game Honkai : Star Rail cukup lama, yaitu dari versi 1.0 game ini ga pernah mengecewakan. Mulai dari segi Combat/Battle, Story dan bahkan Gacha, game ini selalu memberi kejutan kepada player di setiap update patch-nya. Terimakasih Game Baik👍",honkai star rail versi kecewa segi combat battle story gacha kejut player update patch
Skip story nya mana anjir gw ketiduran Mulu cok🗿🗿🗿,skip story anjir tidur mulu cok
SESBIAN LEX,sesbian lex
"gamenya bagus, story juga bagus",story
"one word to these game? ""Awesome"" pity",one word awesome pity
Balikin air mata gw pas liat Firefly ditusuk gacha,balikin air mata lihat firefly tusuk gacha
Ku kasih bintang 3 dulu,ku bintang
"Seru banget looh gamesnyaa.. Bikin ga bisa berhenti, nyusun strategi bikin penasaran 😆😆",looh gamesnyaa henti nyusun strategi penasaran
bagus dan mantap 👍🏾 gacha,gacha
Gacha 30x satupun ga dapet karakter baru asu,gacha x satu karakter asu
Bagus storynya oke overall mantap tingkatkan lagi untuk optimasi jaringan dan juga optimal performa,cerita overall tingkat optimasi jaring optimal performa
Please just give me ruan mei :(,give ruan mei
Ez dpt char limited,ez char limited
Sukaaa bangettt dengan gamenya😫😫😫,sukaaa bangettt
Gim baik banner,banner
Game nya bagus walau berat bisa mengeksplorasi ke berbagai tempat 👍 turn-based,berat eksplorasi turn based
mantap lah pokoknya pity,pokok pity
Game bagus seru juga tapi gak cocok hp kentang,cocok hp kentang
game baik tapi agak ngantuk,ngantuk
"Ini game kadang kok gw main layar sering hitam gitu nya enggak nampak karakter game nya, sama kadang pas uda download datanya semua kok layar nya hitam cuma dengar musik doang😑🥲",kadang layar hitam gitu nampak karakter kadang uda download data layar hitam dengar musik doang
Story terbaik 🥰 end game santai auto ongkang ongkang 😍 turn-based,story baik end santai auto ongkang ongkang turn based
"walau udh pensi, tapi moga bisa berbenah lagi, ada niat comeback juga kek gak guna jir, story ngantuk char yang udh di build pada gak guna sekarang, jgn jauh2 ke MOC lah, gelud pas story aja harus ngulang2 saking ampasnya char gua, itu juga salah satu alasan jadi males kerjain story. kek mana ya nasib new player tolong dong testimoninya, gua pengen bikin akun baru juga sayang akun yang lama karena UID nya bagus. intinya game Bintang 1 titik.",pensi benah niat comeback jir story ngantuk char build moc gelud story ngulang saking ampas char salah alas males kerjain story nasib new player testimoninya ken akun sayang akun uid inti bintang titik
hebat sekali!,hebat
baguss gacha,baguss gacha
"Game nya keren, grafisnya bagus pokok nya keren banget dah hehehe lag",grafis pokok hehehe lag
Gameplay-nya bagus dan nggak ribet-ribet amat,ribet ribet
Ofc a 5 star,ofc star
Mang eak bagus,mang eak
"Game menarik dan menyenangkan, namun setelah update terbaru sering terjadi force close pada device saya (s23 fe)",tarik senang update baru force close device fe
semoga ramah f2p,moga ramah f p
"Kadang tiba tiba force close padahal jaringan sama device HP saya cukup bagus, tpi oke lah",kadang force close jaring device hp
lah? turn-based,turn based
Tolong sedikan bos drop material up relik itu aja yg susah banget buat nge build relik unit,dik bos drop material relik susah nge build relik unit
Isi Trailblazer powernya jadi lebih lama karna nambah dari 240 ke 300,isi trailblazer powernya karna nambah
Always rate off,always rate
