original_index,content,clean_final
17475,Nyoba dlu,nyoba
5533,Mau nyoba gamenya..,nyoba
25132,Y oke masih nyoba,nyoba
25112,Belum nyoba sih tapi saya rasa ini game bagus,nyoba
16686,Gamenya sangat bagus ngk ada obat sih,obat
21805,Game ini gk ada obat,obat
24645,oh,oh
18524,Oh,oh
10618,Okay,okay
18078,Okay game,okay
21259,Okee mantap,okee
19753,Over all okee..🫡,okee
9783,Oklah,oklah
13758,Oklah,oklah
17945,One of the best game ever!!!,one ever
13988,One of the Best Game Ever!!!,one ever
16698,one of the best game ever,one ever
14638,one of the best game i've ever played,one ever played
19936,One of the best Game I ever played,one ever played
13234,tidak open world.,open world
24978,Nice game open world,open world
13520,Opsional,opsional
10902,Opsional😁,opsional
20050,Game nya sangat bagus walaupun kurang optimal,optimal
16340,Lebih di optimalkan lagi dong gamenya,optimal
12680,tolong lebih di optimalkan game nya,optimal
23458,Optimalkan lagi,optimal
15959,Mantap moga optimalisasinya makin bagus soalnya lag gamenya,optimalisasi lag
20977,"Optimalisasi lagi dong, lag banget",optimalisasi lag
17823,Orangnya baik,orang
11601,Panjang panjang orang baik,orang
25339,Gamenya bagus gua orang pertama,orang
25135,aku orang pertama,orang
15228,Baik baik orang panjang 😁,orang
8083,Otw download,otw download
9602,MAKASIH GAME BAIK OTW DOWNLOAD 😭😭😋😘,otw download
23966,Otw jadi sepuh 😎,otw sepuh
24466,Otw menjadi sepuh🗿,otw sepuh
24642,Otw sepuh,otw sepuh
23992,Otw jadi sepuh,otw sepuh
4579,overall is good,overall
22313,Overall sudah sangat bagus Gamenya😁😁😁,overall
23377,Overall bagus ...,overall
16059,Overall nice lah,overall
13437,Overall sih bagus.,overall
12655,overall good,overall
12639,udah nice sih overall nya.,overall
21231,Overall untuk saat ini sudah mantap 👍,overall
19752,Overall bagus banget gamenya,overall
18637,Game ny overall bagus sih!,overall
21547,Overall mantep,overall
3690,overall game nya bagus,overall
5068,plis don't P2W,p
25095,P keren,p
18152,Game nya bagus dan 1080p !!,p
23349,Terlalu P2W,p
5510,gamenya seru banget cuma masih harus p2w🗿,p
3261,game p2w,p
2734,good game but just for P2W,p
1472,game p2w,p
7215,🗿🗿 P,p
7937,Game p2w,p
19869,Pake nanya 🗿,pake nanya
18905,Pake nanya,pake nanya
20990,Pake nanya.....,pake nanya
24587,Pake nanya 😂,pake nanya
21642,Pake nanya,pake nanya
19782,Pake nanya,pake nanya
21695,Pake nanya,pake nanya
20531,Pake nanya 😂,pake nanya
21864,Seru parah game nya,parah
2131,parah'',parah
18607,Bagus parah,parah
21672,Keren parah ini Game 👍👍,parah
21952,Seru parah,parah
22537,Pay to win,pay win
4664,pay to win,pay win
5008,game pay to win,pay win
224,game PAY TO WIN 🤣,pay win
4021,Pay to win !!!,pay win
10080,peak,peak
3505,peak,peak
16877,PEAK,peak
7665,Peak🗣,peak
2568,Peak,peak
21342,Peak.,peak
3036,peak game,peak
3269,Peak,peak
8693,PEAK GAMEPLAY,peak
10180,Peak game,peak
8908,Peak game,peak
3935,peak,peak
9451,Peak,peak
3378,peak,peak
7810,"Satu kata ""PEAK""",peak
5381,peak,peak
9525,Peak,peak
7605,Peak story,peak story
954,peak story,peak story
5945,Peak Story,peak story
10137,Game baik ga pelit,pelit
17257,Pelit!,pelit
4917,tambah pelit ini game,pelit
9852,Game pelit,pelit
18722,Pelit,pelit
10092,Game nya terlalu pelit,pelit
3055,bagus ngak pelit,pelit
3861,Jangan pernah pelit ya game baik...,pelit
16094,Game keren dan ga pelit,pelit
13609,"game baik, keren, dan ga pelit",pelit
12223,game pelit,pelit
12098,Game pelit,pelit
13331,Game pelit,pelit
15996,Pelit,pelit
19368,Game pelit,pelit
15100,Pelit,pelit
15507,Game baik tidak pelit,pelit
1073,tidak pelit,pelit
16668,Game bagus dan gak pelit,pelit
8634,pelit,pelit
11325,game keren gak pelit,pelit
17150,Pelit,pelit
14387,Game pelit,pelit
14264,game pelit,pelit
1599,keren bnget ni game. apalagi ga pelit 🗿👍,pelit
9925,Tidak pelit bansos 👍,pelit bansos
14402,Gak pelit bansos,pelit bansos
6968,Tidak pelit bansos,pelit bansos
23433,Pelit bansos,pelit bansos
4524,"Game baik, gak pelit, gak kek sebelah",pelit belah
11022,tdk pelit seperti gem sebelah,pelit belah
4448,Gamenya bagus ga pelit kek sebelah😄,pelit belah
15541,game nya bagus banget!! ga pelit kek game sebelah...,pelit belah
12173,Pelit banget kalau soal gacha :(,pelit gacha
22342,Jgn pelit² pas gacha,pelit gacha
10451,"Game pelit, percuma bagus kalo pelit",pelit pelit
17519,game bagus gak pelit pelit banget,pelit pelit
6390,"Sehat sehat gem baik, jangan ikut pelit pelit ya 😊",pelit pelit
20276,"Perfect, sementara ini!",perfect
22399,Perfect,perfect
21872,Perfect...,perfect
8810,"Satu kata ""Perfect""",perfect
23723,Perfect,perfect
12952,Perfect 👍,perfect
19938,Perfect,perfect
23542,Perfect play,perfect
18234,Perfect,perfect
7048,Perfect,perfect
13411,Perfect,perfect
13010,11/100 perfect,perfect
11143,Perfect,perfect
16949,Perfect,perfect
3100,perfect,perfect
5929,Perfect,perfect
23775,Perfect,perfect
15005,Perfect,perfect
7062,Perfect,perfect
8493,Perfect!,perfect
102,perfect,perfect
23708,Perfect,perfect
10009,Perfect game,perfect
7135,Perfect,perfect
13850,Perfect👌,perfect
15137,Perfect game,perfect
20054,perfect game.,perfect
10154,Perfect,perfect
10729,Perfect,perfect
643,this is a perfect game,perfect
23116,Perfecto,perfecto
18540,Perfecto,perfecto
11495,Good Game Just Like Persona 5 GamePlay,persona
22427,Gameplay mirip persona 4,persona
12822,Katanya plagiat genshin,plagiat genshin
18612,Gem plagiat genshin,plagiat genshin
11707,"gatau, pokonya *5",poko
459,best banget pokonya 😋😋😋🎀🎀🎀,poko
15725,Game ini bagus pokonya,poko
19974,Best pokoknya,pokok
17932,Best lah pokoknya...,pokok
14820,the best lah pokoknya,pokok
7323,Mantap lah pokoknya,pokok
15168,The best lah pokoknya,pokok
7268,Makasih pokoknya,pokok
13587,"Gamenya sudah bagus, tapi bagus nya bagus bagus itu nya bagus, pokoknya bagus",pokok
20771,Emang the best lah pokok nya,pokok
2609,mantap lah pokoknya,pokok
16781,I love pom pom,pom pom
17330,Pom Pom,pom pom
4644,Power Creep 🗿,power creep
2394,power creep,power creep
174,POWER CREEP TERUS,power creep
1450,GAME POWER CREEP,power creep
5946,Game power creep,power creep
1419,game seru walaupun banyak power creep,power creep
4013,power creep gila,power creep gila
4783,power creep gila,power creep gila
2772,power creep menggila,power creep gila
234,power creep makin gila,power creep gila
4553,power creep yang tidak masuk akal,power creep masuk akal
3040,power creep yang gak masuk akal,power creep masuk akal
467,Power creep ga ngotak,power creep pikir
5923,Power creep ga ngotak,power creep pikir
4269,Power creep gak ngotak,power creep pikir
66,powercreep,powercreep
2893,powercreep,powercreep
4380,powercreep,powercreep
2859,Game powercreep,powercreep
61,Powercreep Game,powercreep
1399,tolong jangan terlalu powercreep,powercreep
4378,tolong powercreep nya,powercreep
3131,Terlalu banyak Powercreep,powercreep
1581,powercreep,powercreep
5266,powercreep terus,powercreep
3590,Powercreep,powercreep
5225,the powercreep💔💔,powercreep
4155,game powercreep,powercreep
1689,powercreep,powercreep
5348,powercreep.,powercreep
1173,powercreep.,powercreep
4874,powercreep!!!,powercreep
4912,powercreep more and more,powercreep
3449,panjang panjang game powercreep,powercreep
4240,game powercreep,powercreep
3797,gim powercreep,powercreep
2457,powercreep aja terus,powercreep
4230,Powercreep,powercreep
3566,powercreep,powercreep
3271,game powercreep,powercreep
6601,Tolong powercreep jangan terlalu besar,powercreep
5198,powercreep,powercreep
3766,powercreep asu🤡🤡,powercreep asu
5065,powercreep asu,powercreep asu
4271,powercreep brutal,powercreep brutal
1782,powercreep yg sangat brutal,powercreep brutal
3751,Powercreep gila,powercreep gila
2452,powercreep gila,powercreep gila
6010,POWERCREEP GILA!!,powercreep gila
3292,powercreep gila,powercreep gila
7431,powercreep gila,powercreep gila
4900,powercreep gila,powercreep gila
2330,powercreep gila,powercreep gila
1547,powercreep gila,powercreep gila
4365,Gim Powercreep Gila,powercreep gila
3796,powercreep gila,powercreep gila
5287,powercreep gila,powercreep gila
4757,powercreep gila,powercreep gila
4886,Powercreep gila😂😂😂,powercreep gila
6599,game keren game bagus game powercreep gila game mantap,powercreep gila
4081,powercreep gila,powercreep gila
4091,powercreep gila,powercreep gila
2598,Powercreep gila,powercreep gila
3719,powercreep gila,powercreep gila
4816,powercreep gila,powercreep gila
4356,powercreep gila,powercreep gila
5034,powercreep gila,powercreep gila
5273,powercreep gila,powercreep gila
5319,powercreep gila 😫,powercreep gila
3946,Makanya jangan powercreep gila-gilaan,powercreep gila gila
2229,Powercreep gila gilaan,powercreep gila gila
434,powercreep gila gamenya pun gila,powercreep gila gila
4848,powercreep gila gilaan,powercreep gila gila
5300,Game powercreep gila gilaan,powercreep gila gila
4921,Powercreep Gilak,powercreep gilak
3704,powercreep gilak 😹,powercreep gilak
4989,POWERCREEP ILANGIN UDAH ITU AJA,powercreep ilangin
1862,Klo bisa powercreep di ilangin aja,powercreep ilangin
5664,Powercreep issue,powercreep issue
4111,POWERCREEP ISSUE,powercreep issue
4268,powercreep gak ngotak,powercreep pikir
5044,powercreep ga ngotak,powercreep pikir
4164,powercreep gk ngotak,powercreep pikir
3026,powercrep,powercrep
3001,powercrep,powercrep
3657,powercrep terlalu tinggi,powercrep
4746,game predator,predator
3716,Game predator,predator
13535,Ps 4/5 when ..,ps
21362,Tolong bisa main di ps 4 dong!!,ps
22779,Puas banget main game ini,puas
10832,Puas banget,puas
22146,Sangat puas,puas
7482,Tidak puas,puas
22033,Sangat puas,puas
16539,Untuk saat ini saya puas,puas
15149,Puas~,puas
21850,Puas,puas
18443,Cukup puas,puas
9791,Aku sangat puas,puas
4141,puas,puas
24762,Puh sepuh,puh sepuh
23977,Puh sepuh,puh sepuh
9210,Game raja,raja
8327,"Game raja 👑, terimakasih game baik 🗣️🔥🔥🔥",raja
13986,Raja bansos,raja bansos
13765,Makasih raja bansos 😍😍😍,raja bansos
13727,Raja bansos,raja bansos
13666,Raja bansos,raja bansos
13112,raja bansos,raja bansos
12543,Raja Bansos,raja bansos
8233,ram 4/64 gabisa main ya🙄,ram gabisa
15038,Kenapa di hp ram 4 gabisa😫,ram gabisa
15824,Ram 4 kaga kuat,ram kuat
22886,Saya ingin main game ini tapi untuk ram 4 kuat ga main nya??,ram kuat
11384,"Game baik, game ramah",ramah
12404,Game sangat ramah,ramah
2172,game ramah mantap,ramah
13410,Game ramah dan sangat baik,ramah
13682,Game ramah 😅,ramah
9268,gem ramah,ramah
15250,Game bagus sangat ramah,ramah
4016,game yg sangat tidak ramah,ramah
10659,gem ramah,ramah
2473,game ramah,ramah
19550,Game ramah bintang ⭐⭐⭐⭐⭐,ramah bintang
8331,Tidak ramah bintang,ramah bintang
13877,Game ramah bintang 5,ramah bintang
18897,Game Ramah F2P 👍👍👍,ramah f p
14272,Game ramah bagi f2p,ramah f p
15527,Game ramah f2p,ramah f p
18977,Game nya ramah untuk f2P,ramah f p
5142,tidak ramah f2p,ramah f p
11891,Game yang ramah f2p,ramah f p
9905,Rate off aja terus,rate
13576,Rate on,rate
5556,Rate off terus,rate
16150,Rate up,rate
4489,Tolong jgn bikin aku rate off berturut turut!,rate
15544,"Game Baik😁, tapi tetap aja gw rate off",rate
10491,rate,rate
10769,Best Rate Gacha game,rate gacha
17384,rate gacha nya mantep,rate gacha
23032,Rate gacha ampas,rate gacha ampas
6659,Rate gacha ampas,rate gacha ampas
9350,Rate gacha nya paling ampas,rate gacha ampas
17260,rate gacha ampas,rate gacha ampas
18449,Rawr,rawr
24903,Rawr,rawr
9921,Rawr,rawr
3162,I really like this game,really
3768,really good🔥🔥🔥💖💖💖,really
2133,really like it!!,really
20870,I really like this game,really
1276,really nice game,really
24728,Really,really
14484,Over all really good,really
5434,I REALLY LOVE THIS GAME 9999999+/10,really
21944,Really good game,really
2623,I really love them game,really
7348,Recommended,recommended
23939,Sangat di recommended gamenya,recommended
11586,Game baru yg sangat recommended bgt,recommended
22705,"bagus, rekomendasi banget",rekomendasi
16172,game nya bagus sangat saya rekomendasikan,rekomendasi
8825,Sangat bagus direkomendasi🥰😍🥰🥰😘,rekomendasi
21928,Bagus sangat rekomendasi,rekomendasi
4888,remove global passive🗣️🗣️,remove global passive
3811,remove global passive!,remove global passive
3746,please remove global passive,remove global passive
3989,remove global passive,remove global passive
4946,remove global passive,remove global passive
5006,Remove global passive,remove global passive
2774,remove global passive,remove global passive
5209,remove global passive,remove global passive
4546,remove that global passive and we're good,remove global passive
5148,please remove global passive,remove global passive
5242,remove the global passive,remove global passive
5268,remove global passive,remove global passive
5038,Remove Global Passive,remove global passive
5252,remove global passive,remove global passive
11631,gem baik respect,respect
3495,No respect,respect
16231,Game baik banyak reward nya,reward
17185,Reward nya banyak,reward
18947,Terlalu ribet,ribet
23286,Ribet,ribet
25411,Akhirnya rilis juga,rilis
24902,Akhirnya rilis juga game ini 😎,rilis
21719,Saya sangat menantikan Game Ini Akhirnya rilis Juga,rilis
24932,Mantap rilis,rilis
24926,Akhirnya rilis,rilis
23956,Mantap rilis juga,rilis
25279,Akhirnya rilis,rilis
25111,Akhirnya rilis juga,rilis
25077,Akhirnya rilis,rilis
25220,akhirnya rilis juga,rilis
25295,Akhirnya rilis juga,rilis
23601,Akhirnya rilis game yg w tunggu❤️,rilis tunggu
25024,Keren akhirnya rilis. Nunggu dah lama bgt,rilis tunggu
25037,Akhirnya game nya riliss,riliss
25262,Akhirnya riliss😆,riliss
25181,akhirnya riliss!!,riliss
20070,Gamenya ringan,ringan
22836,"Gamenya bagus, ringan juga di hp gua",ringan
10809,Sudah cukup baik hanya saja aku belum dapat Robin 🥲,robin
10616,Robin 🪽🩵,robin
17532,The best RPG game 2023,rpg
17067,The best rpg,rpg
3034,Nice rpg game!,rpg
8396,Very good RPG game,rpg
21063,Game RPG paling seru buat sekarang.,rpg
11895,The best RPG game,rpg
17350,Game RPG turnbase terbaik dh😁,rpg turnbase baik
16995,Game RPG turnbase terbaik👍,rpg turnbase baik
9948,Ak mw ruan mei,ruan mei
14755,bagus banget game nya aku mau ruan mei 🥵,ruan mei
14439,Sy ga dapat ruan mei,ruan mei
2475,game rusak,rusak
23980,Gamenya bagus untuk merusak hp👍🥰,rusak
24925,Ga sabar!!!,sabar
24547,Gk sabar lagi :3,sabar
24751,Gak sabar,sabar
24777,G sabar,sabar
24852,"Ga sabar, 3 hari lagi",sabar
24657,sabar,sabar
24886,Sabar,sabar
25265,Ga sabar,sabar
24943,Tak sabar,sabar
24890,Gak sabar buat mainin gamenya,sabar mainin
24577,Mantap gak sabar untuk mainin game nya walau pun sudah pasti bagus.,sabar mainin
24462,G sabarrr,sabarrr
24948,GA SABARRR,sabarrr
5236,penyakit power creep gila,sakit power creep gila
4975,penyakit power creep gila,sakit power creep gila
2732,penyakit power creep gila,sakit power creep gila
4775,penyakit power creep gila,sakit power creep gila
4523,penyakit power creep gila,sakit power creep gila
919,penyakit power creep Gila,sakit power creep gila
101,penyakit powercreep gila,sakit powercreep gila
6341,Penyakit powercreep gila,sakit powercreep gila
5389,penyakit powercreep gila,sakit powercreep gila
2069,penyakit PowerCreep gila,sakit powercreep gila
6538,Penyakit Powercreep Gila,sakit powercreep gila
4868,penyakit powercreep gila,sakit powercreep gila
6004,Penyakit powercreep gila,sakit powercreep gila
567,penyakit powercreep gila😹,sakit powercreep gila
6302,penyakit powercreep gila,sakit powercreep gila
5059,penyakit powercreep gila,sakit powercreep gila
5598,penyakit powercreep gila,sakit powercreep gila
4928,penyakit powercreep gila,sakit powercreep gila
2388,penyakit powercreep gila,sakit powercreep gila
4661,penyakit powercreep gila,sakit powercreep gila
2536,penyakit powercreep gila,sakit powercreep gila
3812,penyakit powercreep gila,sakit powercreep gila
4174,penyakit powercreep gila,sakit powercreep gila
3252,penyakit powercreep gila,sakit powercreep gila
3053,penyakit powercreep gila,sakit powercreep gila
3658,penyakit powercreep gila,sakit powercreep gila
3921,penyakit powercreep gila,sakit powercreep gila
3785,penyakit powercreep gila,sakit powercreep gila
4539,penyakit powercreep gila,sakit powercreep gila
2370,penyakit powercreep gila,sakit powercreep gila
4345,penyakit powercreep gila,sakit powercreep gila
3174,penyakit powercreep gila,sakit powercreep gila
4196,Penyakit powercreep gila,sakit powercreep gila
2641,penyakit powercreep gila,sakit powercreep gila
3401,penyakit powercreep gila,sakit powercreep gila
2241,penyakit powercreep gila,sakit powercreep gila
2987,penyakit powercreep gila,sakit powercreep gila
4128,Penyakit Powercreep gila,sakit powercreep gila
4475,penyakit powercreep gila,sakit powercreep gila
4286,penyakit powercreep gila,sakit powercreep gila
4584,penyakit Powercreep gilaa😡🤬,sakit powercreep gilaa
3891,PENYAKIT POWERCREEP GILAA!!!,sakit powercreep gilaa
9331,Salam dari luofu,salam luofu
9964,Salam dari luofu,salam luofu
17902,Sampah,sampah
20235,Sampah,sampah
4521,game sampah,sampah
17319,game sampah,sampah
2096,game sampah,sampah
6023,game sampah,sampah
19338,Game sampah,sampah
4631,game sampah👎,sampah
570,sampah,sampah
18284,Sampah,sampah
13556,Game sampah,sampah
19058,Game sampah,sampah
4939,sampah,sampah
2482,gamenya santai nice lah,santai
17226,Bagus santai main ny,santai
10591,Bagus buat main santai,santai
3938,"bagus, ini game santai",santai
15809,Gamenya santai seru,santai
21035,"Bagus ,gamenya santai",santai
4596,santai dulu gak sih😋,santai
20002,Bagus gamenya santai,santai
15984,Santai dulu ga sih min,santai
18483,Game santai..,santai
21519,Bagus buat game santai,santai
21513,Game nya bagus bisa buat santai juga,santai
15550,Sangat bagus untuk game santai,santai
19263,Game santai tapi bagus,santai
9025,Gamenya bisa untuk santai nice,santai
3639,game buat santai...,santai
3236,aku sayang hoyo 💋,sayang hoyo
4189,game baik aku sayang sama hoyo,sayang hoyo
20255,Seele,seele
21879,Hoyoverse kasih aku seele dong🙏🙏,seele
23827,Seele 😋,seele
23093,Kasih aku seele,seele
21739,Plis aku ingin Seele,seele
25256,ak mw seele,seele
21116,Tolong berikan saya seele😁,seele
20744,Dapet seele,seele
22465,Mantap aku dapet seele,seele
23553,Seele,seele
18745,Aku mau seele,seele
12458,Selamat pagi game baik,selamat pagi
11321,Selamat pagi game baik,selamat pagi
11984,Selamat pagi game baik,selamat pagi
13972,Selamat Pagi Game Baik :),selamat pagi
13300,selamat siang game baik😘,selamat siang
14047,Selamat siang game baik🥰🥰,selamat siang
12496,selamat ulang tahun game baik,selamat ulang
1843,selamat ulang tahun,selamat ulang
21977,BERI AKU SELEE,selee
22006,Ga dpt selee,selee
22170,Game nya bagus dan sempurna,sempurna
21266,Sempurna,sempurna
14278,"Game Yang Sangat Sempurna, Terimakasih Hoyoverse 😁",sempurna
14312,GAME SEMPURNA!!!,sempurna
405,tidak ada yg sempurna,sempurna
17917,Ok game yg menyenangkan,senang
22265,Menyenangkan sekali ❤️❤️❤️,senang
10361,Sangat senang,senang
18563,Aku senang,senang
17296,Sangat menyenangkan,senang
14598,Menyenangkan,senang
24120,Sangat menyenangkan 😁,senang
9405,"Bagus, menyenangkan!",senang
8595,Seru dan menyenangkan,senang
2272,"mantap, seru, menyenangkan",senang
23440,Menyenangkan,senang
11164,Seru dan menyenangkan,senang
24519,Senang sekali 😁😁😁😁😁😁😁😁😁😁😁😁👍🏻👍🏻👍🏻👍🏻👍🏻🙂🙂🙂,senang
6871,Sangat menyenangkan,senang
19963,Game yang menyenangkan,senang
17748,sangat bagus dan menyenangkan,senang
2847,game nya sangat menyenangkan untuk di mainkan,senang main
19930,Sangat menyenangkan bermain game ini!,senang main
19311,Saya senang memainkan game ini 😊,senang main
22590,Saatnya jadi sepuh🗿,sepuh
13420,Saya sepuh disini,sepuh
23457,Aku menjadi sepuh di dalam game ini,sepuh
24713,Siap Menjadi Sesepuh,sepuh
24561,aku siap menjadi sepuh 😈😈😈,sepuh
24586,Siap menjadi sepuh,sepuh
24915,Saya mau jadi sepuh,sepuh
24339,saya siap menjadi sepuh 🥰🥰😋😋😋,sepuh
20952,Aku mau jadi sepuh,sepuh
25033,Mau jadi sepuh 🤓,sepuh
24770,Bagus banget aku udh bisa jadi sepuh,sepuh
24668,Ingin menjadi sepuh,sepuh
11059,Semangat game baik! Jangan menyerah jadi game baik!,serah
11081,Ya terserahlah,serah
7982,Seronok,seronok
7420,Game seronok,seronok
10692,Bagus👍👍👍serunya main ini👌,seru
19082,Serulah,seru
223,banyak keseruannya di game ini,seru
1560,GAME NYA SERUU,seruu
23709,Seruu,seruu
24094,Seruu,seruu
13293,Gemnya seruu banget,seruu
6917,Seruu,seruu
13651,seruu,seruu
20221,seruu,seruu
21188,Seruu,seruu
5172,GAMENYA SERUU!!!,seruu
9847,seruu,seruu
8551,Bagus banget game nya seruuu lagi😆😆,seruuu
18265,Seruuu,seruuu
4304,gamenya seruuu,seruuu
18216,Seruuu,seruuu
6866,Seruuu,seruuu
20032,Seruuu..,seruuu
23300,Seruuu banget gamenya,seruuu
24276,Gamenya seruuu!!!:D,seruuu
19578,Seruuu!!,seruuu
8455,seruuu,seruuu
18884,Seruuu,seruuu
24409,Aku yakin game ini pasti seruuu,seruuu
21213,seruuu,seruuu
24869,Game seruuuu,seruuuu
15323,Tidak seruuuu,seruuuu
8103,GAME NYA SERUUUUUU😖😖,seruuuuuu
21989,Seruuuuuu,seruuuuuu
7591,Baik baik game sigma,sigma
6048,"Game Sigma, seru banget",sigma
9378,VERY SIGMA 😘😘😘😘😘,sigma
12101,sigma,sigma
11651,Sigma,sigma
3155,GAME BAIK BAGUS SIGMA,sigma
5117,game para sigma,sigma
8332,What the sigma,sigma
17790,keren sihh,sihh
2001,udah bagus sihh min,sihh
19862,Thanks for the silver wolf!,silver wolf
19898,Kasih aku silver wolf,silver wolf
19021,Kasih saya silver wolf,silver wolf
19104,Game nya sangat seru dan simpel Hoyoverse game mantep mantep👍👍,simpel
350,"Simpel aja, game baik 😆",simpel
19759,Bagus Simpel,simpel
15641,Singkat padat jelas game nya bagus,singkat padat
17231,Bagus sih Singkat padat dan jelas,singkat padat
20301,"Singkat padat dan jelas, (Sangat seru)",singkat padat
2874,singkat padat game ini bagus,singkat padat
24908,Sip lah,sip
16741,Sip mantap,sip
13319,Sip lah,sip
7887,Sistem gacha nya ampas,sistem gacha ampas
20259,Sistem gacha ampas,sistem gacha ampas
24548,Moga size lebih kecil lgi,size
9479,Game nya udah bagus. tapi tolong lah itu size jangan terlalu banyak,size
11182,Sangat skibidi,skibidi
7619,Skibidi,skibidi
23882,skip,skip
6198,Game bagus tapi tolong skip di bikin lah,skip
2820,ngak bisa skip dialog,skip dialog
23638,Make skip dialog !,skip dialog
1113,"akhir akhir ini gw soft pity,nice lah",soft pity
22664,soft pity,soft pity
22874,Game sok asik😇,sok asik
7421,Sok asik,sok asik
15276,Kurang stabil,stabil
19313,Masih tidak stabil,stabil
25106,Aku star rail,star rail
6721,I love star rail!,star rail
5264,I love stelle,stelle
10483,Love stelle,stelle
3372,Stelle cantik,stelle cantik
13672,Stelle cantik,stelle cantik
3645,your still the best game,still
18717,Good game still love it,still
12717,Story nya bagus,story
13526,Seru story nya,story
22589,Good Story.,story
3553,story bagus dan gameplay nya bagus,story
13480,Story sama gameplay nya bagus,story
9565,Love the story!!!,story
4444,game nya bagus dengan story² nya yang luar biasa,story
12631,Good story,story
7633,Story dan gameplay nya bagus,story
1027,story seru game play bagus,story
2496,story nya keren2🤩🤩,story
5193,STORY NYA BAGUS BANGET,story
598,it's has a good story,story
12485,Story dan gameplay nya bagus banget,story
13005,"game nya bagus, story nya seru gameplay nya juga good",story
12950,Gameplay 20% Story 80% 🥱,story
21574,Nice game and story,story
14300,"Nice Game, Nice Story",story
18757,Sejauh ini story dan gameplay nya seru,story
3045,story seru,story
3221,game nya sangat seru apalagi story nya the best👍👍,story
3497,"gamenya bagus, story juga bagus",story
5018,i like a story game,story
6276,Story nya bagus,story
6229,Game nya bagus story nya juga ok lah 👌,story
20156,"Good story, and game play",story
8301,Story nya bagus,story
3145,story nya bagus,story
8365,Story bagus 🥰,story
16363,game nya seru dan story nya juga keren,story
7195,story nya bagus,story
694,mantap story nya,story
23347,"this is not a game, it just a story",story
21675,Story'nya KEREN,story
7844,Story 10/10,story
12476,Story nya mantep,story
6720,Story + gameplay the best👍💯,story
16817,Bagus dari story dan gameplay,story
2855,nice story,story
6529,good story,story
22353,"Story and gameplay nya seru, mantap dah",story
23111,Like the game & the story,story
8925,👋 tolong buat story yg lebih bagus lagi y,story
16687,story bagus banget mantap,story
1129,game story terbaik,story baik
14910,Game dengan story terbaik,story baik
4701,Game dengan story dan grafik yang bagus,story grafik
22205,Nice story and grafik,story grafik
19601,"Story bagus, walau update yang sekarang banyak juga ya 💀",story update
8763,Story update ke 2.4 tidak bagus,story update
2897,bagus storynya,storynya
10795,Storynya gg,storynya
7182,Gamenya sangat bagus. Storynya juga sangat bagus.,storynya
10286,Gamenya bagus storynya the best sih,storynya
20518,Seru si tapi storynya kurang panjang aja,storynya
14680,Gamenya storynya seru banget,storynya
18140,storynya sih 👍👍👍,storynya
16659,"Keren dah gamenya, storynya bagus, karakternya ok punya,",storynya karakter
14436,Gamenya bagus storynya sama karakternya udah keren.,storynya karakter
17443,Malah sering stuck di loading sekarang,stuck loading
24112,stuck di loading,stuck loading
17428,Stuck loading screen,stuck loading screen
17310,Stuck di loading screen,stuck loading screen
6854,Stuck at loading screen,stuck loading screen
20204,Stuck in loading screen,stuck loading screen
1593,stupid game,stupid
8857,stupid game,stupid
9971,sugoi,sugoi
21721,sugoi,sugoi
8771,Sugoi,sugoi
16320,Sugoii,sugoii
18590,Sugoii,sugoii
12772,Mantap sugoii,sugoii
11759,Sugoii,sugoii
16825,Sugoii,sugoii
22133,Sangat amat suka!!!,suka
17426,Saya suka game ini,suka
8355,Game baik aku sangat suka,suka
9951,suka banget game ini,suka
24016,Keren banget aku suka,suka
15879,Saya suka,suka
8489,Suka 🤗,suka
7189,Saya suka,suka
15904,Aku suka banget,suka
7384,Keren saya suka,suka
6080,Saya suka game ini,suka
7441,bagus banget aku suka,suka
17528,"Aku sih suka, gamenya bagus",suka
15436,Aku suka,suka
3339,Game Nya Bagus Saya Suka,suka
7426,Saya suka gamenya,suka
15578,AKU SUKA GAME BAIK INI!!,suka
6250,game bagus sekali aku suka🥰😊,suka
6571,Aku suka game ini!!!,suka
22018,aku suka gamenya,suka
15646,Gamenya seru banget untuk main aku suka banget sama gamenya,suka
15349,Saya suka sekali 😄,suka
15672,keren dan suka gameplay nya,suka
15796,Suka banget,suka
24436,Suka,suka
492,gatau suka aja,suka
16056,Aku suka banget,suka
1102,game sangat bagus aku suka ini,suka
23776,Mantap gue suka,suka
9543,Saya suka dengan ini game,suka
9672,"Bagus, aku suka game nya",suka
9520,Aku tidak suka game ini,suka
22633,Game ini aku suka,suka
13374,"thank you, aku suka~",suka
17069,Bagus aku suka game nya,suka
2802,sya sngt suka,suka
22684,Kesukaan saya,suka
13442,tidak suka -100,suka
22694,"keren, saya suka gameplay nya🥰",suka
9742,bagus banget aku suka dengan game ini,suka
15247,Game baik aku suka 🥰,suka
13471,"Mantep, suka bgt",suka
22981,Suka banget,suka
17250,suka banget!!,suka
13580,Terima kasih dapet saya suka,suka
23215,Saya suka game ini ☺,suka
9016,Saya suka game ini,suka
13647,Aku menyukainya🫣,suka
8974,Game nya keren saya suka,suka
8917,Bagus gamenya aku suka 🥰🥰,suka
16509,suka,suka
23409,Saya sangat suka game ini!,suka
806,aku suka🥰,suka
8878,Aku suka game nya,suka
16324,Suka,suka
