original_index,raw_content
19335,"game ini sangat ringan dan sangat lancar untuk grafik tinggi, selama bermain tidak menemui bug, tidak ada masalah sejak pertama rilis hingga sekarang, gamenya sangat well developed, fitur auto loginnya aku suka, bisa bind account sehingga dapat bermain cross platform, ping lancar, cukup memanjakan mata untuk level grafik tinggi, wish pull sangat menyenangkan, event event cukup menambah variasi dalam game."
19336,Best Game
19337,"Pengalaman main di game emang enak tapi pas update 1.1 makan banyak paket datanya sekarang, baru login 15 menit udh makan 500 mb. Tolong development pengurangan makan datanya yah🙏karena ini game tidak menemukan orang secara online tapi makan banyak datanya"
19338,Game sampah
19339,boleh
19340,pelit banget njir game nya babi tapi gua suka
19341,Hoyoverse ingin menguasai dunia
19342,Please I can't log in even though the password and Gmail are correct but it's still wrong why please fix it immediately
19343,Keren Banget
19344,"My account was hack by change email but in my email don't have code verification, I have done contact hoyoverse but reject bcs maybe hoyo can't trust me my account was hack by someone people I was lost best account I granding it by people hack my account lost just like that :))"
19345,dowlod data nya gampang for clous
19346,Game bagus turn base nya keren karakter nya bagus juga
19347,nice
19348,Masuk keluar masuk keluar sendiri udh download lama lagi belom coba udh keluar sendiri adeh
19349,Ok
19350,"Maaf saya memberikan bintang satu karena game ini ketika saya ingin login kenapa harus kayak nyangkut gitu tolong di perbaiki saya tidak ingin seperti itu oramg lain juga mohon diperbaiki yaa NILAI UNTUK GAME INI SAYA KASIH ""87"""
19351,Good Game👍🏻
19352,"Bagus bgt overall utk game nya dri segala aspek, kurang nya mnrt saya satu aja, susah bgt farming krna resource yg didapat kecil, persentase item ungu naikin saran di up persentase nya material, masa udh lvl dunia tinggi item ungu masi gacha, selain ini issue bagus semua sdh, saya yakin smua player Hsr jga ngerasain masalah yg sm terkait persoalan ini, Terima kasih Dev🫸🫷"
19353,Game nya bagus aj kok🗿👍
19354,Boring
19355,Force close Mulu
19356,Mantapp!
19357,setelah update ke versi 1.1 gerbong belakang terlihat transparan dan juga tanah transparan
19358,"Min iya gw tau game lu bagus kok, tapi sedikit saran dari gw , download nya normal normal aja si, tapi update nya ga ngotak, jgn besar besr dong min, kasian yg hpnya di bawah 4 gb, gw juga pengen ngerasain maen game lu, terima kasih semoga lu baca deh"
19359,Kalau bisa gacha nya jangan terlalu ampas lah
19360,"BAGUS BANGET, BANYAK HUSBANDO DAN WAIFUUUUUU👍👍👍"
19361,"Setelah update ini, banyak bug seperti glitch, tiba tiba keluar game sendiri, white screen. Padahal ruangan hp stabil jaringan stabil, main genshin lancar lancar aja, ini main yang lebih kecil kok glitch, mohon di perbaiki"
19362,Sangat seru
19363,I like this one
19364,nice game
19365,"overall keren, tapi setiap main lantai, tembok, bagunan² nya ga ter-render dengan sempurna, ngeselin but it's okay, tolong diperbaiki"
19366,"Tolong hoyoverse untuk memperbaiki bug, di saat saya memainkan dan sehabis melawan monster tiba tiba stuck di layar hitam (ada suara musik nya) dan saya relog bisa lagi dan beberapa ga lama kejadian terulang lagi, tolong untuk di perbaiki lagi"
19367,Wii
19368,Game pelit
19369,Please make smooth for android snapdragon 636
19370,Aku pas dowload data pas baru dowload error login kembali terus datanya ngulagi lagi capek gw
19371,"Aku kasih B4 dulu, untuk segi permainan udah seru banget, cuma terlalu sedikit misi nya, jadi kurang banyak kegiatan jadi gampang bosen, tolong dong misi nya diperbanyak lagi, kalau bisa kasih misi sampingan biar ga gabut gabut banget, trus misi sampingannya kasih hadiah stellar jade juga lah, yaah minimal 30 stellar jade lah untuk satu misi nya👍🏻 #Tolong dibaca dong min keluh kesah para pemainmu ini"
19372,"Update selanjutnya kapan v1.2 , aku sudah mentok questnya , hero sudah semuanya lvl60, cuma saran staminanya tambahin dong, atau ada event doubel reward, biar ada kesempatan hero di up , relik juga kurangi pemakaian stamina Makasih sebelumnya, gamenya sangat bagus terbaik dah , semogah lebi baik lagi 👍🏻👍🏻👍🏻👍🏻👍🏻"
19373,Sangat seru dan memiliki alur cerita yang asik
19374,ga bisa berkata² gue
19375,"Good tactical game, best grapic and story"
19376,No comen
19377,"Anj*** gegara bug yg belum di benerin sama DEV Gua hapus akun mihoyo yg lainnya.... Saking kesel dan jengkl.... Kalo niat buat menghibur TOLONG SEGERA DI PERBAIKI... ADAIN TEMPAT BUAT LAPORAN ADA NYA BUG, ENTAH ITU EMAIL ATAU YG LAINNYA... SEBELUM DI PERBAIKI BUGNYA, GUA GAK BAKAL NGASIH B5. APAAN GEDUNG-GEDUNG DAN TMPAT2 LAINNYA MALAH HILANG DAN LOADING KERETANYA JUGA GAK ADA, UDAH KAYA KERATA HANTU WKWKWK"
19378,Game nya pas download data nya lama bet coba deh dipercepat ini udah lama lama nunggu malah 16% hampir 1jam benerin dong development ta1
19379,Saya menemukan bug tidak ada petunjuk pada quest cuman anak kecil di administratif district tolong perbaiki
19380,"Game nya bagus, secara penggunaan mirip genshin jadi lebih mudah buat adaptasi, tapi gameplay turn basenya ngasih feel main yang baru dan nyantai"
19381,Game nya bagus
19382,"Game anj, udh download data gede, giliran mau main stuck di intro video, force close terus, padahal jaringan lancar, hp sama pnyimpanan oke, buang² waktu anj"
19383,Ku kasih 3 bintang knp? Karena ada bug pas bertanding dengan robot pas selesai bertanding eh lama loadingnya padahal ga lag sama sekali mohon bantuannya
19384,Memang pilihan terbaik game buatan hoyoverse ☺
19385,Kenapa di hp gua ngelag padahal hp gua internal nya 1tb kok lag
19386,Gacha 30x satupun ga dapet karakter baru asu
19387,Tolong diperbaiki lagi ya soalnya pas saya sedang mengunduh data langsung keluar dari game lalu gamenya juga ngelag
19388,Very elegant
19389,"Kenapa saat saya login tampilannya selalu sama ya, tapi tak masalah, saya akan merating baik karena saya puas menonton orang memainkan game ini"
19390,Gamenya bagus overall bagus banget cuma ada satu hal yg buat saya kecewa yaitu bug layar hitam kadang suka error aja dan layar menjadi hitam kadang suka glitch
19391,Game bagus dan berkualitas tinggi
19392,Untuk saat ini b5
19393,"Plis hoyoverse, fix bug efek refleksi, gk nyaman banget warna putih semua kalo di set ke medium, kalo bener² difix gue kasih b5 sama top up terus²an dah"
19394,enk d mainkan d waktu senggang
19395,"Sejauh ini, game ini seru. Kalau next kedepannya ada problem mungkin ku turunin rate bintangnya"
19396,Yaaaa
19397,Untuk masalah gameplay bagus dan cerita dalam game juga bagus cuma pas main lagi game ini setelah update kok banyak bug nya ya
19398,GG Dev
19399,Tamvan
19400,"Kok error mulu sih, dari tadi login malah error mulu, ga bisa dibuka game nya aelah"
19401,Permudah lagi nyari stellar jade nya kalo udh lama main jadi seret
19402,"Thank you for the CS for helping me fixing my login error account, i hope it won't come back again. Here's your 5 star :)"
19403,"Terimakasih banyak HSR, sudah memberikan welt. Emang terbaik"
19404,Tolong diperbaiki ping nya...padahal sinyal bgs tp ping merah mulu...dan waktu login sering bgt eror dan update 1.1 malah tambah berat padahal penyimpanan masih banyak.
19405,Nice game oke
19406,MANTAP
19407,ngasih bansos beda sama sebelah
19408,Bagus
19409,Tingyun😋😋😋😋
19410,Thx for fix it
19411,"Secara keseluruhan, Honkai Star Rail adalah game yang luar biasa dengan grafik yang memukau, gameplay yang seru, dan cerita yang menarik. Bagi para penggemar game aksi dan petualangan, Honkai Star Rail adalah pilihan yang tepat."
19412,alhamdulillah abis dapet silver wolf sm welt
19413,"Gamenya bagus banget, sudah lama gak main game bertema turnbase. Sangat mengobati nostalgia"
19414,March wangy wangy
19415,Ukuran nya emng lebih kecil dari genshin. Ternyata Game ini lebih Berat 😤 Crash mulu. Lebih nyaman main Genshin
19416,Komtol
19417,Gacor kang
19418,Game ampas
19419,Awal main aman² aja setelah update 1.1 jdi gk jelas banyak bug stuck di loading terus
19420,Gacor Kang
19421,Good game
19422,Ga betah mainya ngelag mulu mending honkai impact rata kanan tetep lancar
19423,Baguss game nya walaupun gacha nya gak pernah dikasih hoki😅
19424,"Perusahan sebesar mohoyo masa gak bisa buat cerita yang bagus, event juga ampas.. udah dapat penghasilan yang banyak masih tidak bisa memperhatikan detail-detail kecilnya."
19425,Gacor slurd
19426,"I've never seen a gacha rate so bad that it literally doesn't feel like a rate up at all. I keep getting the same characters over and over again (4&5 stars), so much duplicates it's honestly a joke already. It's becoming way too boring now to play this game with barely any way to farm stellar jades and keep getting too many duplicates. I'm starting to think this is wasting my time after all. I'd rather stick with a 'certain' gacha game that's not filled with BS rate ups in their gacha banners."
19427,Teman2 saya mau nanya itu pas bagian yang naik ke atas trs katanya ada liftnya sebelah mana ya biar bisa naik keatas ? Thanks
19428,"7gb matamu sebenarnya, lebih sih cmn ya dari segi gameplay cukup work it walaupun mengalami patah patah"
19429,game gampang bikin hp panas dan ketika di dalam loanding nya agak macet macet dan satu lagi untuk para admin ny untuk segera memperbaikin bug jarigan ny kalok uda saya kasi bintang lima.
19430,Hese asap na oge !!!!
19431,Very friendly for beginner
19432,👍
19433,Herta ajg 👨‍🦽
19434,"Force close,lag,please fix this bug"
19435,"Gamenya asik rekomendasi banget bagi yg mau main, tapi terkadang saat mau login error padahal jaringan bagus"
19436,"Game nya udah bagus dan menarik . Cuma untuk masalah grafik ini emang di rancang sesuai penyimpanan HP apa gimana ya , kok bisa benda2 yang harusnya ada malah gaada , maksud saya di HP sama di PC beda grafik gitu , di PC ada gambar ini tapi di HP malah gaada , ini memang udah di atur gitu ya grafiknya atau gimana?"
19437,"Game Bagus secara keseluruhan, namun ada hal yang mengganggu pada pengaturan Fleksibilitas jika ditingkatkan grafik menjadi white screen aku tidak tau apakah ini semacam Bug atau divice pribadi tidak mendukung, padahal saya juga bermain game seperti GI dan HI3 grafik menengah ke atas namun tetap lancar tidak seperti HSR yang grafik rendah namun terdapat Lag dan Whitescreen jika ditingkatkan 🙏"
19438,"Saran aja sih ni game jangan update mulu, banyakin event gratisan sebab apa, karna orang bakal males kalo login cuman dapet itu itu aja, kalo bisa mah jangan dikit"
19439,Bagus bangettttttt. Jadi pengen ngising
19440,Tolong lah klo update ksi hadiah . Update mulu
19441,"SERU BGTT, RECOMENDED, LOPE2❤❤"
19442,Downloading Resource .......
19443,"Saran sih dari saya pemain honkai star rail , lebih baik di buat fitur mabar( main bareng) temen ,biar makin asik ... Layaknya di permainan lain atau seperti di permainan genshin impact"
19444,Rate gacha jelek hoki ancurr masa 3 banner 2 kali rate off masih mending rate gacha genshin ini ancurr
19445,Keren
19446,Good game
19447,Keseringan update. Mana ga dpt apa2. Iyatau gane baru tpi setidaknya klo update dpt apa kek. Ni ga dpt apa2 cuma ngabisin kuota. klo update bisa kali dpt mora apa jade ato bahan ascend saia sebagai player merasa tidak nyaman 🗿
19448,"Game update terus...... baru diupdate, besok mau main login update lagi....."
19449,"Soo much bug my device Xiaomi pad 5 snap dragon 680, sometime blip,blink,backscreen and stuck, i hope next version you fix it"
19450,"Ditutup bentar Sering restart sendiri ni, padahal main genshin baik""aja"
19451,Selalu menang rate off 😎
19452,"game-nya bagus, tapi setelah update sangat sulit untuk log in karena selalu forced close. padahal sebelumnya tidak pernah begini."
19453,game apa ini? anjir.. keren banget! but aku pengen deh hoki.. setiap pull gapernah hoki :(
19454,Tolong di perbaiki lagi masalah loading screen donwlondnya itu suka keluar keluar dan jugaa masalah fps itu ngeleg parah di HP saya mohon di perbaiki lagi saya udah coba login tapi keluar terus jadi kesel pas udah masuk ke gamenya keluar lagi ;(
19455,"Tolong untuk mihoyo/hoyovers Semenjak update V 1.1 beberapa device banyak mengalami gangguan saat bermain Honkai star rail dari setiap login selalu ada tulisan error dan harus realog, glitch dan beberapa bangunan/tembok tidak ke render dan bahkan lag yang parah sampai sering force close (Maaf kalo ku kasih bintang 1)"
19456,Masih ada beberapa bug
19457,walaupun grafiknya bagus tapi Kok di gw login nya lama ya padahal gw pakai wifi loh jaringan nya juga bagus
19458,Geme nya seru tapi kenapa setip baru main. dia keluar sendiri jadi aku kasih bintang tiga....
19459,Setelah update game ny ga bisa di akses dia selalu ke relog dan gabisa login padahal jaringan ny kenceng dn memo ny masih banyak tolong developer ini bug ny di perbaiki
19460,Gamenya bagus dan seru
19461,Kapan di updated lagi masa udh ga ada misi apa apa lagi
19462,Maaf ya bkn maksud ngrendahin tpi tolong sadar diri lah yg hp potato Itu yg ngasih bintang 1 krn ngelag/FC Yg salah siapa maksa hp kentang main game berat. Hp gw jg rada kentang kadang ngelag tetapi gw tetep ngasih penilaian sesuai gameplay gamenya
19463,Nice Game
19464,Low pity please
19465,Good.
19466,Bagus bgt PGN makan
19467,"Untuk Ukuran Game Baguslah, Bisa Untuk Nambah² Maen Sambil Nunggu Fontaine Rilis"
19468,Game nya enak dan menarik
19469,"Sebenernya suka banget mau main game ini cuman banyak bug seperti kereta menghilang, kemudian glicth semenjak di update malah makin buruk. Sedih rasanya tapi mau bagimana lagi semoga mihoyo cepet menanangan ini"
19470,Bug saat download bahasa
19471,Katanya game antar univers kok bawak bawak cina
19472,Game kontoI dh gitu aja
19473,Setelah update jadi patah2 dan jalan.nya patah2
19474,Gamenya seru banget setiap hari saya menghabiskan waktu luang disini
19475,bagus
19476,"Di hape Oppo A54, padahal jaringan aman. Tetapi setelah update terbaru udah bisa masuk, tapi langsung force close dan lantainya pada ilang. Tolong donk developer, padahal tertulis di play store perangkat kompatibel dan penyimpanan pun masih aman"
19477,"Bagus banget....Banyak event gratis buat Gacha terus storynya juga ga kalah menarik sama Genshin. Malahan menurutku pribadi ini jauh lebih bagus sih daripada Genshin sama Honkai Impact 3. Soalnya Star Rail itu simple (Karena RPG turn based sih) Kalau Genshin kan Open World Fight. Cuman buat kalian yang mungkin rada mumet main Genshin, dan mau coba game hoyoverse lain, ini cocok banget sih!!!."
19478,Semoga Mihoyo memberiku keberuntungan
19479,"tolong sistem gacha di perbaiki lagi , saya gacha udah dapet char bintang 5 tapi gk masuk ke char list saya , tolong di perbaiki lagi"
19480,"Gema nya bagus sama alur cerita nya juga tapi kok pas saya naikin grafik nya dikit semua nya malah jadi putih ya,tolong perbaiki segera"
19481,Game gacha kenapa selalu gua yg hard pity ampas banget sumpah
19482,Bagus
19483,Game nya bagus tapi sering layar hitam mohon di jawab ya HOYOVERSE
19484,"Gamenya bagus cuma saya merasa perlu optimisasi lagi hp saya terlalu panas untuk settingan sedang, dimana saya biasa main genshin impact dengan rata kanan dengan suhu yang tidak sepanas ini"
19485,"Setelah update jd sering force close. Please aku suka banget sama game ini:"")"
19486,"Game ini sebenarnya bagus, tapi entah kenapa pada update versi 1.1 , mulai banyak bug. dan berakhir tidak bisa log in."
19487,Gw suka game ini karena memiliki event yg paling bagus
19488,drop item untuk upgrade terlalu pelit. trailblaze power juga terlalu sedikit. tolong juga untuk memukul musuh atau menggunakan skill jngan dikasih jumlah energi / energi nya terlalu sedikit
19489,Mantap bet game nya asli
19490,"Game gak adil udah pity 79 aja dapat welt kalah rate off, orang lain gacha silver wolf bisa sampai 4 silver wolf. Tolong Di perbaiki RNG nya jangan sampai orang lain dapat sampai 4 karakter limited dalam 10 pull Gak adil buat yg top up!"
19491,Seru sih tapi sejauh ini gwe pengen pensi dulu aja characternya gaada yg menarik...
19492,Arman e Hi
19493,lagging more than before
19494,"Untuk game bug saat login sudah di fix, yang saya tidak suka dari game ini adalah hasil spin banner tidak pernah dapat karakter utama di banner...apakah developer nya sengaja atau gimana?"
19495,mantap gamenya saya sampe jatuh cinta dengan salah satu karakternya yg bernama march
19496,The best game fot free to play ♥️
19497,Eyooo Sembarudak Sikaaaat
19498,Terimakasih miyoho :)
19499,Best Game Ever 👍👍
19500,"Saya tambah 1 bintang, karena sebelumnya masalah Error login setelah update masih sering terjadi, tapi sudah bisa di atasi dengan 3x percobaan. Tapi sekarang masalahnya malah suka force closed (padahal sebelum update tidak pernah terjadi) jadi saya masih tidak bisa bermain setelah update. Mohon segera di tindak lanjuti pihak pengembang."
19501,tolong tambahkan fitur guild& guild raid
19502,love the boss backsound 👌
19503,"Di hp Poco X3 GT lancar jaya tidak ada kendala, cuman ya saat lagi loading masuk in game itu kadang-kadang lamanya minta ampun. Tolong untuk developer diperbaiki lagi agar memudahkan para pemain."
19504,Kalau bikin game tuh pakai otak dong ini pendownloadtan sampai 7 giga mikir dong pake otak.🤬🖕 Percuma game bagus tapi kalau cuman bisanya nyusahin doang
19505,"Setelah update 1.1 tidak bisa dimainkan , saat login kereta jadi sebelah pas masuk game map hilang banyak glitch dan bug tapi hanya untuk hp low Spec"
19506,"patch 1.1 force closed, pls fix"
19507,"DC mulu gamenya, optimasinya kurang maksimal padahal update mulu"
19508,"Omggg terlalu bagus sampai, aku main ini karena seru, dan sampe mb gw hampir full"
19509,Baru update udah gk bisa di buka 😔 malah kembali ke menu (⁠╥⁠﹏⁠╥⁠)
19510,Tolong dong mihoyo semenjak update ada bug map nya jdi transparant bikin gk bisa main Tolong di fiks dong
19511,"Mau beri bintang lima tapi akhir akhir ini sering freeze gamenya dan juga baru kali ini buat HP saya restart, mohon di perbaiki ya soalnya di 1.0 di ada masalahnya sama sekali."
19512,Woi hoyoverse kalo aku gak dapet clara ato silver wolf aku pensi star rail ok
19513,force close terus
19514,Game yang sangat bagus saya menyukainya🤩😍
19515,"Rusak rusak, ini kenapa setelah update 1.1 kok nggak nyaman banget mainnya, bangunan bangunan disekitar kok pada ilang ilang, kemarin pas 1.0 masalahnya cuman login eror tapi masih bisa lah klo berkali kali, tapi kali ini kok bisa badan keretanya ilang setengah ya pas waktu login screen. Yah saya cuman bisa ngomong tentang masalah bug bangunan ilang ilang ini aja, konten game dan gameplay main emang enak lah dan bagus, untung aja walau bug gini masih bisa dapat silver wolf hehe, thank you"
19516,baru mulai mainin sih semoga aja seru
19517,"Bug habis updatenya parah , masa kereta saat halaman login nya hilang , dan pas diingame lantainya tembus pandang"
19518,"Mantap, mudah dimainkan, penuh trik dan menghibur sekali"
19519,Game bosok
19520,Ada bugg dimana saat ingin melakukan periksa karakter kita bug/ freezeee
19521,Diusahakan Untuk Mengoptimasi Grafiknya Karena Genshin (Open World) Bisa Lebih Ringan Dibandingkan Star Rail (Turn Base RPG).
19522,👍🏾
19523,Perbaiki ping nya karena saat tutorial aja lag ping nya 145 padahal server asia
19524,dan heng 😍
19525,Gak bisa masuk ke dalam game udah coba berulang kali tetap gak bisa dan memory gak penuh. mohon perbaikan
19526,Gacha ku apas ngentod
19527,Bosenin
19528,"Min benerin donk bug kereta hilang dan map hilang, saya udah coba uninstall lebih dari 5x tetep enggak ilang bug nya"
19529,"1 masalah cut scene sih, ya nggak banyak cuman ada salah satu scene mc, yang pria itu kadang ke ubah jadi cewek gitu kenapa ya"
19530,"Game jelek, Warp aja error, Quest aja ga bisa di lakuin, Apaan coba ngapa ngapain aja ga bisa wifi lancar hp bisa nanggunh game2 berat masih kek gitu coba, kalo masih kayak gini ga usah di publikin"
19531,"Saya kasi bintang 4 karena pas awal main kereta di loding screen tidak kelihatan,mapnya ngebuk tembus pandang tapi alur ceritanya bagus saya suka tolong itu di bagusin solanya pas main benar benar tidak enak maff kalo keritik saya tidak enak"
19532,Bintang 1 Gw rate off terus anjir:v
19533,Tolong berikan Star Rail-Pass Ticket gratis lebih banyak lagi!🤩
19534,"Update terbaru memakai ruang yang banyak, padahal udh ad banyak char yg bagus malah ga bisa main"
19535,"Boros kuota, ini game apa youtube, lebih boros dari youtube gilak"
19536,freeze everytime open profile after update
19537,"Pertama kali gacha di game Honkai, baru kali ini dpt ampas terus gachanya. Bukan karakter incaran yg dpt. Malah dptnya 2x karakter yg sama + light core. Kalau sekali lg dpt karakter yg sama, Auto uninstal dh."
19538,Game ampas
19539,Saya harap segera perbaiki bug dan perbaiki force close.. Semenjak update bug dan force close sering terjadi..mohon segera diperbaiki saya ingin main game ini... Device:Infinixhot12play
19540,game keren btw ketek himeko bening parah coy
19541,PLEASE ABOUT THE CONNECTION
19542,"Sayang banget setelah di update malah makin manasin hp,belum lagi yg selalu keluar Mulu (langsung tiba tiba keluar beranda)"
19543,Game sampah gw gacha malah dapet light cone bintang 5 Jan main ni game dh kenapa sih ada dendam apa Ama gw malah dikasih light cone kalo gak mau dihujat kasih karakter bintang 5 dlu
19544,Saya kasih bintang 4 dulu Soalnya banyak bug bug yg belum di perbaiki. Itu aja dari saya
19545,"aku kasih rating game ini 100/90, karena game ini santai, storynya jangan di tanyakan (bagus) plus ada plotwisnya, karakternya cukup mudah di dapatkan, nge gachany ga usah pake duit kalian cukup mainkannya terus dapaet Jade nya ga kayak game sebelah harus bayar, game ini membutuhkan procesornya tinggi untuk lebih hd sekian pendapat saya terima nasib bagi hp kentan ( canda )"
19546,Bagus Banget👍
19547,"W gak tau semua low device kek gini tapi untuk device w (4/128), beberapa bug w temuin, seperti login error seperti biasanya, game berat (ngecrash/ngefrezz, grafik w pake paling low semua) padahal sekelas genshin ( medium) ama codm (high) kuat, map nge glitch (w ada video nya kalo mau), padahal versi 1.0 awal aman gak ada masalah seperti ini, tapi setelah update malah jadi gini, mohon optimalisasinya."
19548,Another great game from Mihoyo
19549,"Hoyoverse staff, please fix the object see-through bug with the map not showing any objects. It's been a few times like that error on Android"
19550,Game ramah bintang ⭐⭐⭐⭐⭐
19551,Game Nya Ngelag Co Buat HP Standar
19552,dapat sw ramah bintang 5
19553,"Oh hoyoverse berikan aku silver wolf, aku beneran butuh ayolah hoyoverse masa player tercintamu ini gak dikasih :("
19554,"Sangat bagus walaupun bermainnya agak dipaksa di hp kentang, tapi overall sangat bagus!!"
19555,"Hoyoverse di update 1.1 kali ini device saya ngebug kereta saat loading jadi transparan,map juga semua jadi transparan saat di parlor car keretanya menghilang malah muncul planet dan bintang2 tolong diperbaiki ya👍"
19556,kadang nge bug karakter nyangkut pas mau gikuti karakter kalo kita jalan dipojokan
19557,"Pls setelah update 1.1 , saya gk bisa log in masih stuck di loading sering muncul tulisan eror log in, tolong perbaiki eror ini secepatnya🙏😊"
19558,Ni mainin ni game harus di atas 6gb dulu apa waktu gw donload data aja sering kluar susah
19559,Dialognya ga ngebosenin
19560,Best
19561,"setelah main versi baru ini, map nya jadi transparan. bug entah apa ga tau tpi kalo bug tolong perbaiki secepatnya"
19562,"Ada masalah di bagian login nya Aku mau login tapi selalu keluar-keluar melulu atau ngefreze gitu, jadi tolong mihoyo benerin bug ini🙏🏻 Aku mau login hsr tapi selalu ngefreze Jika ini adalah bug tolong benerin, tapi kalau ini adalah masalah ram hp ku, aku akan install ulang. Jadi tolong mihoyo informasinya🙏🏻"
19563,"Buat kalian yang stuck loading, Maybe sinyal kalian yang jelek (coba pancing dengan wifi/sinyal hp lain) Maybe device kalian yang ga kuat :v (kentang sih) Maybe mungkin kalian aja yang kagak ngotak :v (ya kali gua lancar² aja, ga ada gangguan)"
19564,"Game nya seru bertema anime² gitu, grafik nya juga bagus bgt, bisa explore juga, tapi setiap mau masuk ke game habis memuat kenapa harus error 3 kali biar bisa masuk :( mohon diperbaiki yaa biar gk bosen pas mau masuk harus nunggu lama. Aku gtw sih cmn aku doang apa ngga tapi itu ngeselin bgt. Edit: setelah update udh gk ada error 3 kali lagi, tapi skrg saat masuk malah blm ke loading semua, maksudnya kyk lantainya bolong, dinding nya bolong, itu malah bikin lebih kesel🙃"
19565,"terkadang sulit sekali login. hanya stuck di kereta, tidak terjadi apa apa. saya tidak bisa masuk"
19566,Saya sangat suka game ini karena beaconcream
19567,Tolong berikan aku 1 set Genius Of Briliant Stars dengan Stat yang bagus untuk Karakter Seele dan Silver Wolf ku
19568,Senang telah hadir
19569,"Saya turunin bintangnya, karena ada beberapa kendala pada saat login selalu mengalami force close (FC) padahal memory dan sinyal saya lancar... Mohon solusinya hoyoverse"
19570,"Severe bug why people float, land and buildings disappear. I've been waiting for a long time, I thought it was still being downloaded, but after waiting until next day, the situation remains the same"
19571,Game bikin ngantuk doang
19572,"Gamenya sangat seru,dan bisa ditinggal"
19573,gw hp ram 8 tapi lag 😔😔😔
19574,Kerjabagus
19575,"ini adalah game terbaik yang pernah saya main kan Jalan cerita sangat menarik dan berkesan, pertarungan melawan monster dengan tingkat kemenangan 50/50 ( stat karakter seadanya) yang membuat dada berdetak kencang menjadi kesan yang luar biasa menyenangkan nya , sayang perolehan karakter bintang 5 sangatlah sulit dah harus di warp 70an baru dapat....semoga kedepannya akun saya punya keberuntungan tinggi sewaktu gacha xD"
19576,"Parah Men, Awalnya Main Aman Aman Aja Tapi Pas Giliran Ada Update 6Gb Ane Uninstall Dan Reinstall Dan Alhasil??? Wau, Bahkan Keretanya Ngga Ke Render, Medannya Ilang, Ngelagnya (Ngga Usah Ditanya Soalnya Kentang)...Yare Yare Daze"
19577,Please add world chat features
19578,Seruuu!!
19579,Game yg cocok untuk ram4 sangat patah patah
19580,Gme paling terbaik di seumur hidupku
19581,"Tolong perkuat jaringan di server ASIA biar saya bisa bermain dengan ping yang rendah, karena saya bermain dengan jarinnga internet yang bagus tetap saja saya bermain dengan 250ms, tolong dalam hal ini biar di tindak lanjuti dari sisi game nya sudah sangat sempurna makasih"
19582,"Black screen mulu bgst tiap selesai pertarungan, optimalisasi nya dimana ?"
19583,Hoyoverse selalu the best👍
19584,"Login aja susah ping tinggi servernya buruk(sudah diperbaiki nice) Aku kasih bintang 5 hoyoverse, gantian dong kasih aku bintang 5 😁"
19585,Login
19586,"Saya kasih Bintang Dua Karna Game terlalu sering update padahal gak dimainkan, gameplay open worldnya kurang menarik, lebih kaya semi open world, kurangnya unsur leveling padahal game turn base"
19587,"Semua aspek 5/5 , tapi karena ini tipe turn base gaya bertarungnya jadi tidak memiliki action yg cukup"
19588,Permainan ini bagus dan cocok untuk kalian yang sibuk bekerja atau kegiatan karena bisa auto mainnya.
19589,Saya donwload resources seketika itu di suruh donwload balik aku tidak tau mengapa tolong di perbaiki secepat nya juga
19590,"Game buatan hoyoverse emang candu. Perpaduan turn-based gampelay dan story perfect nya bikin makin tenggelam didunia Hoyoverse. Penyuguhan grafik gak usah ditanyakan lagi, gak ada tanggung2nya!. Untuk pencinta game open world juga disarankan nyoba game ini juga. Mantap pokonya.."
19591,❣️
19592,Bagus
19593,Osndenskkskdjk gggg
19594,"Game nya bagus tapi untuk login saya mengalami kesusahan yaitu tidak bisa login ke dalam game semenjak update versi 1.1 dan terus muncul tulisan seperti ini ""Login eror, silakan coba lagi nanti. Kode eror: 1001_3"""
19595,Masuk ke gem nya lama banget😅
19596,Terimakasih
19597,Min akun ku gbisa di login lagi padahal email sama tapi malah ulang dari awal gimna dong
19598,Yep
19599,"Grafiknya cantik, karakternya juga cakep, alur cerita sangat seru, Game turn base itu ga bosenin sih ya menurut pendapat pribadi"
19600,Setelah di update gabisa login erro mulu tolong di perbaiki plisss
19601,"Story bagus, walau update yang sekarang banyak juga ya 💀"
19602,Kan waktu itu saya gacha dapat 2 karakter tapi pas saya chek ke karakter 2 karakter itu gk ada
19603,"Nih game emang bagus banget sih dari segi gameplay, cerita, grafik, dll. Dan buat yang rating jelek cuman karena size ya bodo amat lah, hp lu aja yang kentang tapi salahin dev nya. Saran dari gw mending gausah main sih daripada maksa"
19604,Mantap
19605,"Plisss saya suka game ini, tapi saya harus jujur, setelah maintenance terbaru, saya sudah tidak bisa memainkan game ini untuk selamanya. Sejak awal memang sudah berat saat loading masuk selalu login error. Sedangkan sekarang, benar benar tidak bisa masuk, bahkan force close. Terkadang bisa masuk, namun tampilannya kosong, cuma terlihat karakter dan musuh yg mengambang di luar angkasa. Kemudian tidak lama setelah itu, force close lagi."
19606,Hoyoverse there is something wrong with my honkai starrail app The first thing the train in the loading menu are not fully loaded only the conducter part are visible the others not and second i can login to the game i think it because of the train isnt fully loaded can you guys please fix it quick i want to get silverwold
19607,"dari segi gameplay cukup menarik, tapi ada 1 hal yg bikin saya ga nyaman, yaitu setiap login kenapa selalu muncul update launcher, padahal jaringan saya bagus. (edit) sekarang lebih sering force close saat membuka rincian karakter"
